step,sim_time,env_id,prismz,prismx,RevoluteJoint,q1_left,q1_right,q2_left,q2_right
0,0.0,65,0.00073575,1.4922182e-10,-3.9460134e-19,4.5893943e-21,-5.2740617e-19,9.920583e-25,-9.453021e-23
0,0.0,66,0.00073575,1.4922182e-10,-6.0898055e-19,7.6555426e-19,1.4369975e-19,7.083141e-24,-2.8337227e-21
0,0.0,67,0.00073575,1.4922182e-10,-6.0898055e-19,7.6555426e-19,1.4369975e-19,7.083141e-24,-2.8337227e-21
0,0.0,68,0.00073575,1.4922182e-10,-6.0898055e-19,7.6555426e-19,1.4369975e-19,7.083141e-24,-2.8337227e-21
0,0.0,69,0.00073575,1.4922182e-10,-5.8083304e-19,9.323594e-19,1.148777e-19,3.056475e-23,-3.5750084e-21
0,0.0,70,0.00073575,1.4922182e-10,-5.8083304e-19,9.323594e-19,1.148777e-19,3.056475e-23,-3.5750084e-21
0,0.0,71,0.00073575,1.4922182e-10,-6.0898055e-19,7.6555426e-19,1.4369975e-19,7.083141e-24,-2.8337227e-21
0,0.0,72,0.00073575,1.4922182e-10,-6.0898055e-19,7.6555426e-19,1.4369975e-19,7.083141e-24,-2.8337227e-21
0,0.0,73,0.00073575,1.4922182e-10,-6.0898055e-19,7.6555426e-19,1.4369975e-19,7.083141e-24,-2.8337227e-21
0,0.0,74,0.00073575,1.4922182e-10,2.0824118e-20,2.4679482e-19,-4.8533623e-19,1.0348592e-23,-9.848804e-22
0,0.0,75,0.00073575,1.4922182e-10,-3.9460134e-19,4.5893943e-21,-5.2740617e-19,9.920583e-25,-9.453021e-23
0,0.0,76,0.00073575,1.4922182e-10,-6.0898055e-19,7.6555426e-19,1.4369975e-19,7.083141e-24,-2.8337227e-21
0,0.0,77,0.00073575,1.4922182e-10,-6.0898055e-19,7.6555426e-19,1.4369975e-19,7.083141e-24,-2.8337227e-21
0,0.0,78,0.00073575,1.4922182e-10,-6.0898055e-19,7.6555426e-19,1.4369975e-19,7.083141e-24,-2.8337227e-21
0,0.0,79,0.00073575,1.4922182e-10,-5.8083304e-19,9.323594e-19,1.148777e-19,3.056475e-23,-3.5750084e-21
0,0.0,80,0.00073575,1.4922182e-10,-5.8083304e-19,9.323594e-19,1.148777e-19,3.056475e-23,-3.5750084e-21
0,0.0,81,0.00073575,1.4922182e-10,-6.0898055e-19,7.6555426e-19,1.4369975e-19,7.083141e-24,-2.8337227e-21
0,0.0,82,0.00073575,1.4922182e-10,-6.0898055e-19,7.6555426e-19,1.4369975e-19,7.083141e-24,-2.8337227e-21
0,0.0,83,0.00073575,1.4922182e-10,-6.0898055e-19,7.6555426e-19,1.4369975e-19,7.083141e-24,-2.8337227e-21
0,0.0,84,0.00073575,1.4922182e-10,2.0824118e-20,2.4679482e-19,-4.8533623e-19,1.0348592e-23,-9.848804e-22
0,0.0,85,0.00073575,1.4922182e-10,-3.9460134e-19,4.5893943e-21,-5.2740617e-19,9.920583e-25,-9.453021e-23
0,0.0,86,0.00073575,1.4922182e-10,-6.0898055e-19,7.6555426e-19,1.4369975e-19,7.083141e-24,-2.8337227e-21
0,0.0,87,0.00073575,1.4922182e-10,-6.0898055e-19,7.6555426e-19,1.4369975e-19,7.083141e-24,-2.8337227e-21
0,0.0,88,0.00073575,1.4922182e-10,-6.0898055e-19,7.6555426e-19,1.4369975e-19,7.083141e-24,-2.8337227e-21
0,0.0,89,0.00073575,1.4922182e-10,-5.8083304e-19,9.323594e-19,1.148777e-19,3.056475e-23,-3.5750084e-21
0,0.0,90,0.00073575,1.4922182e-10,-5.8083304e-19,9.323594e-19,1.148777e-19,3.056475e-23,-3.5750084e-21
0,0.0,91,0.00073575,1.4922182e-10,-6.0898055e-19,7.6555426e-19,1.4369975e-19,7.083141e-24,-2.8337227e-21
0,0.0,92,0.00073575,1.4922182e-10,-6.0898055e-19,7.6555426e-19,1.4369975e-19,7.083141e-24,-2.8337227e-21
0,0.0,93,0.00073575,1.4922182e-10,-6.0898055e-19,7.6555426e-19,1.4369975e-19,7.083141e-24,-2.8337227e-21
0,0.0,94,0.00073575,1.4922182e-10,2.0824118e-20,2.4679482e-19,-4.8533623e-19,1.0348592e-23,-9.848804e-22
0,0.0,95,0.00073575,1.4922182e-10,-3.9460134e-19,4.5893943e-21,-5.2740617e-19,9.920583e-25,-9.453021e-23
0,0.0,96,0.00073575,1.4922182e-10,-6.0898055e-19,7.6555426e-19,1.4369975e-19,7.083141e-24,-2.8337227e-21
0,0.0,97,0.00073575,1.4922182e-10,-6.0898055e-19,7.6555426e-19,1.4369975e-19,7.083141e-24,-2.8337227e-21
0,0.0,98,0.00073575,1.4922182e-10,-6.0898055e-19,7.6555426e-19,1.4369975e-19,7.083141e-24,-2.8337227e-21
0,0.0,99,0.00073575,1.4922182e-10,-5.8083304e-19,9.323594e-19,1.148777e-19,3.056475e-23,-3.5750084e-21
1,0.005,0,0.0074697756,-0.018216768,-0.060763292,0.09565077,0.09002939,-4.5535188e-08,-7.9687607e-07
1,0.005,1,0.0075011957,0.019215908,0.06410088,-0.097595274,-0.098282754,-8.3745526e-08,-1.2780943e-06
1,0.005,2,0.0071730483,0.012510633,0.041714508,-0.08194841,-0.0455251,-2.1863578e-07,-4.4608514e-06
1,0.005,3,0.0075612785,-0.018172318,-0.062450975,0.096894,0.07676983,-1.9033412e-07,0.121090405
1,0.005,4,0.007254821,-0.013357987,-0.045692783,0.08730642,0.041579615,-1.4889999e-06,0.07565657
1,0.005,5,0.007218699,-0.012113694,-0.041911777,0.030746883,0.08311889,0.100089945,-5.751638e-06
1,0.005,6,0.0077054426,-0.01912384,-0.06715705,0.08036755,0.093375325,0.10002996,0.121863425
1,0.005,7,0.0071834982,-0.0015671607,-0.0067188703,0.072243005,-0.06577934,0.09925713,-2.6277385e-07
1,0.005,8,0.007150592,-0.010616304,-0.036900572,0.009554641,0.08913619,0.09910121,-9.845765e-06
1,0.005,9,0.007606354,-0.01917905,-0.065493405,0.0888651,0.09710041,0.099860616,-2.1414419e-06
1,0.005,10,0.006933286,0.004513089,0.013524093,-0.032561854,-0.022974268,0.10003835,-1.6635063e-06
1,0.005,11,0.007375398,0.016947243,0.056522783,-0.09523968,-0.077482715,-2.4864858e-06,-1.6768972e-06
1,0.005,12,0.00717595,0.00020054232,-0.0008236544,0.06242675,-0.07394449,0.098989666,-1.5496929e-06
1,0.005,13,0.0073238355,0.01608078,0.05362948,-0.06898892,-0.094893046,-3.111615e-07,-2.4643773e-06
1,0.005,14,0.0070088417,0.004044789,0.013237879,-0.06951628,0.026787776,-4.1589988e-07,0.015994232
1,0.005,15,0.007503379,0.019009301,0.06341099,-0.09646757,-0.0973024,-6.778191e-08,-1.0164031e-06
1,0.005,16,0.0074009383,0.01718824,0.05580297,-0.09052458,-0.09422034,0.1000896,-2.0619605e-06
1,0.005,17,0.0075779427,-0.017963113,-0.061695,0.088704884,0.0831711,-7.5737844e-08,0.117412515
1,0.005,18,0.007534326,-0.016105667,-0.057046358,0.055100057,0.08803031,0.0975916,0.12230564
1,0.005,19,0.0070831194,0.009393654,0.03131573,-0.014994328,-0.08070589,-6.214654e-07,6.1772475e-06
1,0.005,20,0.0070779715,0.0003119804,0.00020453593,0.069294475,-0.07773201,-2.9561798e-07,0.05494186
1,0.005,21,0.007066937,-0.003097687,-0.0118121,0.05533806,-0.033199836,0.09842496,9.972899e-06
1,0.005,22,0.007502783,0.018565409,0.061928485,-0.094106756,-0.09513339,-3.2769034e-08,-7.4794843e-07
1,0.005,23,0.007211909,-0.0023259288,-0.011065203,-0.06990904,0.072638825,0.10009706,0.1189571
1,0.005,24,0.0071800915,-0.006443102,-0.023212496,-0.02272377,0.07731986,-3.0373685e-06,0.11534382
1,0.005,25,0.0073028645,0.015002676,0.04816032,-0.08056171,-0.08407191,-1.5652489e-08,0.12294167
1,0.005,26,0.0075036315,-0.019020764,-0.06344921,0.09690757,0.09697993,-2.0638952e-06,-1.0587725e-06
1,0.005,27,0.0076496163,-0.019858163,-0.06776518,0.09654862,0.09632792,0.10008613,-1.982792e-06
1,0.005,28,0.0071040876,0.00961746,0.030578068,-0.020373965,-0.086941496,0.0976744,1.5416872e-05
1,0.005,29,0.0076547475,-0.019104112,-0.066117875,0.084894754,0.09481411,0.08956544,0.06777458
1,0.005,30,0.006979551,0.00649869,0.020166986,-0.030569894,-0.0450508,0.09852847,3.500934e-06
1,0.005,31,0.0070505287,0.004351739,0.014503145,-0.08358897,0.039263207,-9.1136883e-07,-1.9371857e-06
1,0.005,32,0.007286141,0.014950184,0.04833964,-0.08578758,-0.07607842,0.09957266,-2.5562932e-07
1,0.005,33,0.007403918,0.017461723,0.058240592,-0.08192156,-0.09604915,-3.0031695e-06,-5.8055202e-06
1,0.005,34,0.007071221,-0.009426603,-0.031423956,0.008545049,0.08748867,1.0861384e-07,-1.4291319e-05
1,0.005,35,0.0070588216,0.0018235936,0.004189327,0.053938035,-0.084375635,-2.19595e-06,0.124017105
1,0.005,36,0.0069657224,0.0036277983,0.012091522,0.022414418,-0.059367847,-1.0064495e-06,1.2683189e-05
1,0.005,37,0.007313656,-0.011219539,-0.040632058,0.010116539,0.083835594,0.09779171,0.11517436
1,0.005,38,0.007075059,-0.000924058,-0.0030791427,0.07230427,-0.06289272,-9.688836e-07,-3.2513003e-07
1,0.005,39,0.0071011106,-0.010744965,-0.035823777,0.07678601,0.032687817,-2.5365243e-06,1.9958532e-06
1,0.005,40,0.0071559674,0.012375802,0.041262876,-0.09134498,-0.034750436,-3.0788055e-08,-1.966621e-06
1,0.005,41,0.007031289,0.004726857,0.014251962,-0.08636125,0.028776255,0.09868386,-1.3521291e-05
1,0.005,42,0.007126003,0.011556391,0.037600085,-0.038162105,-0.08542545,-2.7391243e-06,0.061112262
1,0.005,43,0.0071162637,0.0073772925,0.022748355,-0.08637489,-0.00041299922,-2.2010427e-06,0.12173937
1,0.005,44,0.0072994246,0.014682162,0.045571633,-0.0766079,-0.094285525,0.100089625,0.12255909
1,0.005,45,0.007504221,0.018980509,0.06331482,-0.09684035,-0.09663572,-1.7864218e-06,-2.403471e-07
1,0.005,46,0.007436308,0.017830987,0.05781206,-0.096956566,-0.09521248,0.099771544,0.009355151
1,0.005,47,0.0071271714,0.0031917437,0.007269851,-0.08604198,0.032269236,0.10009665,0.12219031
1,0.005,48,0.0073859985,0.017232945,0.05426611,-0.0978901,-0.09788533,0.100030884,0.11072818
1,0.005,49,0.007082937,0.0015453632,0.004778747,-0.0812206,0.063135885,0.0244783,-2.4230153e-06
1,0.005,50,0.0070690396,0.0004556825,-0.00018148647,0.06265437,-0.07798029,-2.4678868e-06,0.11167738
1,0.005,51,0.0069852574,0.0060383715,0.018623391,-0.021657279,-0.049332693,0.099152274,5.5186165e-06
1,0.005,52,0.007101053,0.010017112,0.033394445,-0.015344625,-0.08670849,-1.9184026e-06,6.7741953e-06
1,0.005,53,0.007357375,0.016488506,0.054991126,-0.09398162,-0.074061066,-1.2901669e-06,1.10434925e-07
1,0.005,54,0.0076948064,-0.019733878,-0.06760286,0.09543968,0.09456376,-1.0622953e-06,0.116895
1,0.005,55,0.0074385814,-0.01779924,-0.059367992,0.08635517,0.095062114,-2.6632713e-06,-1.5420062e-06
1,0.005,56,0.0076081394,-0.019670175,-0.066826046,0.09530685,0.09763723,0.03487495,0.044412453
1,0.005,57,0.00695734,0.0060478244,0.018643862,-0.04534287,-0.025804726,0.0997835,-2.938505e-06
1,0.005,58,0.006871887,0.0012926358,0.0043089134,-0.01303622,-0.00013071692,-5.3443223e-09,-4.6478626e-06
1,0.005,59,0.007258789,0.015023369,0.049741153,-0.09545971,-0.059884675,0.023524407,-1.9992092e-06
1,0.005,60,0.007058499,-0.0029183396,-0.0097258175,-0.05025595,0.07998213,-2.4277534e-07,-1.3309149e-06
1,0.005,61,0.0074092834,0.017405603,0.057521656,-0.095529094,-0.08520803,0.034917,-2.8720463e-06
1,0.005,62,0.007445302,0.018213812,0.059246097,-0.09776487,-0.09733279,-1.03060145e-07,0.09890066
1,0.005,63,0.007180406,-0.003830777,-0.014618761,-0.045482278,0.07272973,-4.6454613e-07,0.123053476
1,0.005,64,0.00767469,-0.019001804,-0.065257534,0.092943385,0.08895243,-5.794857e-07,0.12354397
1,0.005,65,0.0070586745,0.007219261,0.024063269,-0.08558118,0.01204323,5.619716e-08,-1.3437018e-05
1,0.005,66,0.0070139784,-0.0047033746,-0.017516078,0.0040402254,0.032267343,-5.9589377e-07,0.12140637
1,0.005,67,0.007365806,0.016550003,0.054247215,-0.08682965,-0.087793976,-1.9225674e-06,0.062303577
1,0.005,68,0.0074129715,0.01668917,0.053793028,-0.088857174,-0.09296114,-6.4713583e-07,0.12274102
1,0.005,69,0.0071911956,0.012750795,0.042515162,-0.041259903,-0.08866162,-2.3209536e-06,2.396511e-06
1,0.005,70,0.007570369,-0.016798684,-0.05935067,0.09037975,0.05990432,0.09551335,0.12355821
1,0.005,71,0.007715013,-0.020570694,-0.0707604,0.09863447,0.09763775,0.018565083,0.12214003
1,0.005,72,0.0072077173,-0.009774858,-0.03433874,0.005357173,0.08309836,-2.7625472e-06,0.116314866
1,0.005,73,0.007459372,-0.016801668,-0.057673436,0.07407343,0.08687174,0.09805749,0.009697055
1,0.005,74,0.0071282,-0.010778566,-0.035934806,0.087175615,0.022638947,-3.0116455e-06,4.061497e-06
1,0.005,75,0.007170692,-0.0008216202,-0.0042157867,0.06536511,-0.06637363,0.09799273,-2.3650257e-06
1,0.005,76,0.0075028446,0.019155815,0.06390026,-0.09840689,-0.09685814,-6.788874e-07,-6.524281e-07
1,0.005,77,0.006993644,-0.008019257,-0.026734062,0.056011714,0.025683776,-2.9286984e-06,9.510505e-06
1,0.005,78,0.0072170086,-0.012348794,-0.041971542,0.036897328,0.08389979,7.8912265e-08,0.05256649
1,0.005,79,0.0070676156,-0.004674211,-0.017088374,-0.04303751,0.08116162,0.099228375,-2.4248611e-05
1,0.005,80,0.007052172,0.0045746285,0.015246088,-0.0832626,0.036667105,-5.3839084e-08,-6.1250976e-06
1,0.005,81,0.0073182457,-0.014349587,-0.049361426,0.0896017,0.047063988,0.09996005,-1.5690617e-06
1,0.005,82,0.0071615786,-0.009551361,-0.03423527,0.075002395,0.0072559942,0.034026667,0.123447336
1,0.005,83,0.007426167,0.017604588,0.056886002,-0.09616328,-0.09476247,0.099788375,0.020500211
1,0.005,84,0.007559614,-0.019124065,-0.064471036,0.09579366,0.094902456,-7.0120717e-07,0.04445371
1,0.005,85,0.0070641045,-0.0077780387,-0.025926853,-0.002926433,0.08216261,-2.2981637e-06,-1.7273083e-05
1,0.005,86,0.00769451,-0.01968474,-0.067554854,0.09623189,0.09253606,-6.9177794e-08,0.124592245
1,0.005,87,0.007788354,-0.020727446,-0.07196812,0.09545087,0.098158695,0.0992818,0.086121894
1,0.005,88,0.0070868,-0.010265946,-0.034223553,0.016244907,0.08834351,-6.233438e-07,-1.4574389e-05
1,0.005,89,0.006979799,-0.0026362601,-0.008786003,-0.03382319,0.060677283,-2.78731e-06,-2.2562766e-05
1,0.005,90,0.007695143,-0.020288745,-0.06967223,0.09753,0.09681495,0.096739866,0.034016438
1,0.005,91,0.0070081903,0.008770356,0.029238975,-0.03794052,-0.051409967,-2.047332e-06,5.5401773e-07
1,0.005,92,0.0070561212,0.0064841225,0.021612108,-0.08467491,0.018627174,-3.2763418e-07,-1.35812315e-05
1,0.005,93,0.0070448583,-0.004108301,-0.015516474,-0.012671943,0.04299302,-1.7332743e-06,0.120578356
1,0.005,94,0.0076247007,-0.019052934,-0.06504754,0.0924901,0.092336975,0.098284386,-1.9208294e-07
1,0.005,95,0.0072899456,0.0150889605,0.04880357,-0.09538615,-0.06788818,0.09949248,3.202887e-07
1,0.005,96,0.007154624,-0.01117052,-0.037660327,0.08268349,0.028500237,0.027476305,2.3742223e-06
1,0.005,97,0.0072090514,0.013537358,0.04361919,-0.07917222,-0.06832089,0.09993767,9.125696e-07
1,0.005,98,0.0071900412,-0.0008736452,-0.0047385152,-0.063671954,0.06095558,-3.09857e-06,0.12139128
1,0.005,99,0.007091498,-5.8782658e-05,-0.0016957457,-0.08103835,0.07220921,0.09853852,-1.4715456e-06
2,0.01,0,0.021168074,-0.029642005,-0.10237041,0.19008984,0.09107332,0.099451005,0.123869
2,0.01,1,0.018984858,0.0034773848,0.009316182,-0.02261035,-0.027164064,0.098275006,0.05190023
2,0.01,2,0.019909654,0.01372774,0.044264387,-0.17543733,0.026153138,0.09818143,-5.06057e-07
2,0.01,3,0.020088624,-0.020508833,-0.06848946,0.043726034,0.1650678,-2.1896662e-06,0.0039333357
2,0.01,4,0.02052324,-0.018437667,-0.06535555,0.18597241,-0.022640362,0.099591665,0.15712975
2,0.01,5,0.020150252,-0.022732945,-0.07586215,0.10651797,0.12524785,0.0002579671,1.0499945e-05
2,0.01,6,0.021584464,-0.03591328,-0.120156124,0.18052112,0.1854092,0.000892636,0.007674946
2,0.01,7,0.019846236,-0.001966616,-0.009483718,0.08671338,-0.08591835,0.19935033,-2.0392006e-05
2,0.01,8,0.020741036,-0.028644593,-0.0959684,0.09844651,0.1914564,0.023492133,-5.525946e-07
2,0.01,9,0.020483617,-0.023591224,-0.08063376,0.18735366,0.041415382,-2.708989e-07,0.124478236
2,0.01,10,0.020067854,0.022810854,0.076073244,-0.128916,-0.103917204,0.0025271599,-1.920732e-06
2,0.01,11,0.019054392,0.0002253475,-0.0009861187,-0.015171354,0.001899567,-1.630084e-06,0.11482132
2,0.01,12,0.020433357,-0.013588005,-0.049580898,0.16322671,-0.053214036,0.19902346,0.093981415
2,0.01,13,0.021479826,0.03496647,0.11683924,-0.16145582,-0.19554855,-9.4630246e-07,-1.0457892e-06
2,0.01,14,0.0198426,-0.012145147,-0.042400092,-0.019998899,0.13112432,-3.499986e-07,0.12977444
2,0.01,15,0.019094493,0.0058841333,0.018115684,-0.02921364,-0.040270627,0.09961914,-2.5667962e-06
2,0.01,16,0.019179499,0.00039904658,-0.0016893401,-0.010206704,-0.012973826,0.20017682,-1.0906975e-06
2,0.01,17,0.021898009,-0.037002794,-0.12447265,0.18858808,0.18441333,-2.9819155e-08,0.05167115
2,0.01,18,0.019726058,-0.011311209,-0.04142768,-0.021631245,0.11360196,0.1976845,0.046720322
2,0.01,19,0.01977541,0.018670939,0.060746312,-0.09536633,-0.10450295,0.1000974,0.00015608585
2,0.01,20,0.02020424,0.009787503,0.031082205,0.06972376,-0.17889346,0.100093745,-2.2378992e-05
2,0.01,21,0.020065516,-0.0032376368,-0.012596236,0.15576243,-0.13416629,4.523607e-05,0.11944062
2,0.01,22,0.021041771,0.030595485,0.102187835,-0.12058837,-0.19166836,-1.3374367e-06,1.1699346e-05
2,0.01,23,0.020010985,-0.013142204,-0.04702857,-0.054379273,0.1678758,0.20014995,0.013105496
