step,track_lin_vel_xy_exp,track_ang_vel_z_exp,lin_vel_z_l2,ang_vel_xy_l2,dof_torques_l2,dof_acc_l2,action_rate_l2,flat_orientation_l2,dof_pos_limits,termination_penalty,curr_vel,cmd_vel_given,track_lin_vel_xy,joint_angles,joint_symmetry_reward,stride_consistency,torso_orientation,phase_contact,phase_contact_per_cycle,alternation_contact,progressive_step,foot_cycle_sym,symmetric_foot_airtime,feet_no_slip_condition,com_step_reward,paper_cycle_reward,alive,rcs_phase_with_place
908,0.6985943913459778,0.5,0.0,0.0,-3.209475517272949,-0.0015714183682575822,-0.12345750629901886,0.0,-0.375017374753952,0.0,-0.9105722308158875,-0.5618233680725098,0.0,-0.09048376232385635,0.0,-0.6785345077514648,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.2953398823738098,0.0,35.29669952392578,0.15000000596046448,2.1944680213928223
909,0.7059166431427002,0.5,0.0,0.0,-1.8442060947418213,-0.0002399129734840244,-0.20271576941013336,0.0,-0.11826279759407043,0.0,-0.8783789277076721,-0.5618233680725098,0.0,-0.08022093772888184,0.0,-0.6785345077514648,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.29286351799964905,0.0,35.29669952392578,0.15000000596046448,1.76542329788208
910,0.8379578590393066,0.5,0.0,0.0,-3.2132315635681152,-0.029947463423013687,-0.014708279632031918,0.0,-0.3734937608242035,0.0,-0.8327547311782837,-0.5618233680725098,0.0,-0.10634460300207138,0.0,-0.6785345077514648,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.4737311005592346,0.0,35.2618408203125,0.15000000596046448,1.4038188457489014
911,0.7958101034164429,0.5,0.0,0.0,-1.6671949625015259,-0.0025296530220657587,-0.045367348939180374,0.0,-0.3755914568901062,0.0,-0.8061216473579407,-0.5618233680725098,0.0,-0.04586594179272652,0.0,-0.6785345077514648,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.07369711995124817,0.0,35.18500518798828,0.15000000596046448,1.233222484588623
912,0.3850953280925751,0.5,0.0,0.0,-3.2017695903778076,-0.0001515179465059191,-0.35911834239959717,0.0,-0.37507855892181396,0.0,-0.8670035600662231,-0.5618233680725098,0.0,-0.10310746729373932,0.0,-0.6785345077514648,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.04698509722948074,0.0,35.0487060546875,0.15000000596046448,1.1260908842086792
913,0.40391412377357483,0.5,0.0,0.0,-3.2048702239990234,-0.0007525671389885247,-0.33597540855407715,0.0,-0.37507396936416626,0.0,-0.9717019200325012,-0.5618233680725098,0.0,-0.19550539553165436,0.0,-0.6785345077514648,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.03220628201961517,0.0,34.81589126586914,0.15000000596046448,1.0274159908294678
914,0.44748735427856445,0.5,0.0,0.0,-3.2882261276245117,-0.002965854946523905,-2.1333601474761963,0.0,-0.37591227889060974,0.0,-1.0332872867584229,-0.5618233680725098,0.0,-0.1677970439195633,0.0,-0.6785345077514648,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.17685779929161072,0.0,34.40552520751953,0.15000000596046448,0.9200543165206909
915,0.6366839408874512,0.5,0.0,0.0,-3.229055881500244,-0.02537131868302822,-4.166511058807373,0.0,-0.1591605246067047,0.0,-0.9847755432128906,-0.5618233680725098,0.0,-0.1505548506975174,0.0,-0.6785345077514648,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.11280783265829086,0.0,33.62113952636719,0.15000000596046448,0.8966324925422668
916,0.8473326563835144,0.5,0.0,0.0,-3.3177599906921387,-0.0008512013591825962,-3.024035692214966,0.0,-0.209014892578125,0.0,-0.8917685747146606,-0.5618233680725098,0.0,-0.156838521361351,0.0,-0.6785345077514648,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.00409269705414772,0.0,31.90550422668457,0.15000000596046448,0.8509464263916016
917,0.6811243295669556,0.5,0.0,0.0,-3.217237710952759,-0.0006477706483565271,-1.8911868333816528,0.0,-0.37486568093299866,0.0,-0.836967945098877,-0.5618233680725098,0.0,-0.21056897938251495,0.0,-0.6785345077514648,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.003124350681900978,0.0,27.33894920349121,0.15000000596046448,0.7403119206428528
918,0.8955450654029846,0.5,0.0,0.0,-3.2596497535705566,-0.01697605475783348,-1.2657052278518677,0.0,-0.37768158316612244,0.0,-0.7966352701187134,-0.5618233680725098,0.0,-0.2650683522224426,0.0,-2.368907928466797,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.013904375024139881,0.0,-13.147644996643066,0.15000000596046448,-2.313724994659424
919,0.9971792101860046,0.5,0.0,0.0,-3.224203109741211,-0.0009193072328343987,-0.5566763281822205,0.0,-0.3751598596572876,0.0,-0.7291783690452576,-0.5618233680725098,0.0,-0.32854342460632324,0.0,-2.368907928466797,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.08883301913738251,0.0,13.146708488464355,0.15000000596046448,2.4040753841400146
920,0.993319034576416,0.5,0.0,0.0,-3.2225449085235596,-0.0007503606611862779,-0.15019215643405914,0.0,-0.3733941912651062,0.0,-0.6345564723014832,-0.5618233680725098,0.0,-0.40136003494262695,0.0,-2.368907928466797,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.07932958006858826,0.0,27.338638305664062,0.15000000596046448,5.215600490570068
921,0.9285368919372559,0.5,0.0,0.0,-3.2389755249023438,-0.0006830939091742039,-0.07381541281938553,0.0,-0.3728642463684082,0.0,-0.6270149350166321,-0.5618233680725098,0.0,-0.47730034589767456,0.0,-2.368907928466797,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.0683266893029213,0.0,31.905397415161133,0.15000000596046448,6.334724426269531
922,0.9245533347129822,0.5,0.0,0.0,-3.2198407649993896,-0.00024664250668138266,-0.03192736208438873,0.0,-0.3734367787837982,0.0,-0.6705755591392517,-0.5618233680725098,0.0,-0.5588321089744568,0.0,-2.368907928466797,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.06764814257621765,0.0,33.62109375,0.15000000596046448,6.94210147857666
923,0.7614820003509521,0.5,0.0,0.0,-3.238196611404419,-0.0002925774024333805,-0.04476919025182724,0.0,-0.3729017972946167,0.0,-0.736984372138977,-0.5618233680725098,0.0,-0.6391345262527466,0.0,-2.368907928466797,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.05720345675945282,0.0,34.40550231933594,0.15000000596046448,7.3660969734191895
924,0.6017779111862183,0.5,0.0,0.0,-3.224106788635254,-0.00010852503328351304,-0.12246016412973404,0.0,-0.37329021096229553,0.0,-0.8151333928108215,-0.5618233680725098,0.0,-0.7213606238365173,0.0,-2.368907928466797,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.049858901649713516,0.0,34.81587600708008,0.15000000596046448,7.708571910858154
925,0.5422675013542175,0.5,0.0,0.0,-3.2210562229156494,-0.00013526137627195567,-0.16458088159561157,0.0,-0.3734164535999298,0.0,-0.8999988436698914,-0.5618233680725098,0.0,-0.8121828436851501,0.0,-2.368907928466797,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.04905848205089569,0.0,35.0486946105957,0.15000000596046448,8.015743255615234
926,0.43597087264060974,0.5,0.0,0.0,-3.2050724029541016,-0.00016352467355318367,-0.30716684460639954,0.0,-0.3742552399635315,0.0,-0.9618521928787231,-0.5618233680725098,0.0,-0.9198994636535645,0.0,-2.368907928466797,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.04515330493450165,0.0,35.185001373291016,0.15000000596046448,8.304448127746582
927,0.40638837218284607,0.5,0.0,0.0,-3.2031259536743164,-0.0002738483890425414,-0.5759127140045166,0.0,-0.37450018525123596,0.0,-1.003734827041626,-0.5618233680725098,0.0,-1.0520676374435425,0.0,-2.368907928466797,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.04608594626188278,0.0,35.2618408203125,0.15000000596046448,8.58537483215332
928,0.4249610900878906,0.5,0.0,0.0,-3.205476760864258,-0.0003272803733125329,-0.7318224310874939,0.0,-0.3751767873764038,0.0,-1.0270391702651978,-0.5618233680725098,0.0,-1.2189419269561768,0.0,-2.368907928466797,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.04787502810359001,0.0,35.29669952392578,0.15000000596046448,8.875272750854492
929,0.5878516435623169,0.5,0.0,0.0,-3.227083444595337,-0.0005905436119064689,-0.6980280876159668,0.0,-0.37548214197158813,0.0,-0.9985089302062988,-0.5618233680725098,0.0,-0.9900224208831787,0.0,-2.368907928466797,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.06146476790308952,0.0,35.29669952392578,0.15000000596046448,9.209893226623535
930,0.7801229357719421,0.5,0.0,0.0,-3.20316481590271,-0.0002433058834867552,-0.022949866950511932,0.0,-0.37518858909606934,0.0,-0.921107292175293,-0.5618233680725098,0.0,-0.7934665083885193,0.0,-2.368907928466797,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.08312768489122391,0.0,35.2618408203125,0.15000000596046448,9.590758323669434
931,0.7996721863746643,0.5,0.0,0.0,-3.217548131942749,-8.042171248234808e-05,-0.03409639745950699,0.0,-0.3755079209804535,0.0,-0.8417391180992126,-0.5618233680725098,0.0,-0.6371321082115173,0.0,-2.368907928466797,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.08429553359746933,0.0,35.18500518798828,0.15000000596046448,10.004535675048828
932,0.6453670263290405,0.5,0.0,0.0,-3.201146125793457,-5.234473428572528e-05,-0.07704949378967285,0.0,-0.37522926926612854,0.0,-0.8303964734077454,-0.5618233680725098,0.0,-0.7786367535591125,0.0,-2.368907928466797,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.0762961357831955,0.0,35.0487060546875,0.15000000596046448,10.39471435546875
933,0.6217976808547974,0.5,0.0,0.0,-3.223564386367798,-0.00010245591693092138,-0.2954113185405731,0.0,-0.3755466639995575,0.0,-0.8684946894645691,-0.5618233680725098,0.0,-0.6363313794136047,0.0,-2.368907928466797,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.08119814097881317,0.0,34.81589126586914,0.15000000596046448,10.785649299621582
934,0.5894578695297241,0.5,0.0,0.0,-3.2260358333587646,-0.00013624649727717042,-0.0884014368057251,0.0,-0.37562254071235657,0.0,-0.908001720905304,-0.5618233680725098,0.0,-0.5244778394699097,0.0,-2.368907928466797,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.09033888578414917,0.0,34.40552520751953,0.15000000596046448,11.145895004272461
935,0.33054694533348083,0.5,0.0,0.0,-1.605272650718689,-0.00027853777282871306,-0.13214446604251862,0.0,-0.3746097683906555,0.0,-0.9684438109397888,-0.5618233680725098,0.0,-0.5764865875244141,0.0,-2.368907928466797,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.07906307280063629,0.0,33.62113952636719,0.15000000596046448,11.360025405883789
936,0.30340906977653503,0.5,0.0,0.0,-3.26423978805542,-0.00021043169545009732,-0.3256557881832123,0.0,-0.3757108449935913,0.0,-1.045118808746338,-0.5618233680725098,0.0,-0.48606088757514954,0.0,-2.368907928466797,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.08097107708454132,0.0,31.90550422668457,0.15000000596046448,11.253949165344238
937,0.28725171089172363,0.5,0.0,0.0,-3.203418016433716,-4.163599805906415e-05,-0.2951187789440155,0.0,-0.37534987926483154,0.0,-1.1055943965911865,-0.5618233680725098,0.0,-0.40600815415382385,0.0,-2.368907928466797,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.09723666310310364,0.0,27.338951110839844,0.15000000596046448,10.085877418518066
938,0.45954686403274536,0.5,0.0,0.0,-3.2120361328125,-0.00021766830468550324,-0.6499966382980347,0.0,-0.374978244304657,0.0,-1.081276774406433,-0.5618233680725098,0.0,-0.34520646929740906,0.0,-2.368907928466797,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.1266091763973236,0.0,13.147653579711914,0.15000000596046448,5.099253177642822
939,0.8190198540687561,0.5,0.0,0.0,-3.2047290802001953,-0.002309884410351515,-0.6522414088249207,0.0,-0.3748488128185272,0.0,-0.9727301001548767,-0.5618233680725098,0.0,-0.3578900694847107,0.0,-0.04784584045410156,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.09489874541759491,0.0,13.146699905395508,0.15000000596046448,6.262012004852295
940,0.8921249508857727,0.5,0.0,0.0,-3.2089381217956543,-0.00019564465037547052,-0.7167056798934937,0.0,-0.37502628564834595,0.0,-0.7327733635902405,-0.5618233680725098,0.0,-0.3754427433013916,0.0,-0.04784584045410156,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.1929260492324829,0.0,27.338632583618164,0.15000000596046448,11.831703186035156
941,0.9487423896789551,0.5,0.0,0.0,-3.240234375,-0.0012721170205622911,-0.17125070095062256,0.0,-0.37503162026405334,0.0,-0.5268663763999939,-0.5618233680725098,0.0,-0.3998086750507355,0.0,-0.04784584045410156,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.24514652788639069,0.0,31.905397415161133,0.15000000596046448,12.230476379394531
942,0.963737428188324,0.5,0.0,0.0,-3.221034288406372,-0.000930200912989676,-0.06096077710390091,0.0,-0.37502342462539673,0.0,-0.4940955340862274,-0.5618233680725098,0.0,-0.4041999578475952,0.0,-0.04784584045410156,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.2914453446865082,0.0,33.62109375,0.15000000596046448,11.245551109313965
943,0.7748216390609741,0.5,0.0,0.0,-3.2060630321502686,-0.00022824549523647875,-0.019847337156534195,0.0,-0.37503674626350403,0.0,-0.6416175961494446,-0.5618233680725098,0.0,-0.3757975101470947,0.0,-0.04784584045410156,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.3842674493789673,0.0,34.40550231933594,0.15000000596046448,9.955628395080566
944,0.5613499283790588,0.5,0.0,0.0,-3.2111387252807617,-0.00012564222561195493,-0.0511566624045372,0.0,-0.37502747774124146,0.0,-0.8056522607803345,-0.5618233680725098,0.0,-0.3232852816581726,0.0,-0.04784584045410156,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.31268808245658875,0.0,34.81587600708008,0.15000000596046448,8.688920974731445
945,0.49824878573417664,0.5,0.0,0.0,-3.2052371501922607,-0.00014865119010210037,-0.06417775899171829,0.0,-0.37503552436828613,0.0,-0.9147617816925049,-0.5618233680725098,0.0,-0.26440954208374023,0.0,-0.04784584045410156,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.3421984910964966,0.0,35.0486946105957,0.15000000596046448,7.550981044769287
946,0.45350417494773865,0.5,0.0,0.0,-3.2123024463653564,-0.0002458965464029461,-0.1244875118136406,0.0,-0.37501975893974304,0.0,-0.9761227369308472,-0.5618233680725098,0.0,-0.20843061804771423,0.0,-0.04784584045410156,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.24959398806095123,0.0,35.185001373291016,0.15000000596046448,6.553255558013916
947,0.44700372219085693,0.5,0.0,0.0,-3.2125136852264404,-0.0006400193087756634,-0.09288002550601959,0.0,-0.37501809000968933,0.0,-0.9994689226150513,-0.5618233680725098,0.0,-0.15286169946193695,0.0,-0.04784584045410156,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.28227025270462036,0.0,35.2618408203125,0.15000000596046448,5.691593170166016
948,0.5723991394042969,0.5,0.0,0.0,-3.2123868465423584,-0.0006376138189807534,-0.11889707297086716,0.0,-0.3750198185443878,0.0,-0.9867151379585266,-0.5618233680725098,0.0,-0.10435868799686432,0.0,-0.04784584045410156,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.30162572860717773,0.0,35.29669952392578,0.15000000596046448,4.923292636871338
949,0.7129561901092529,0.5,0.0,0.0,-3.2060649394989014,-0.0004105915140826255,-0.08113265782594681,0.0,-0.3750181794166565,0.0,-0.933059573173523,-0.5618233680725098,0.0,-0.06368370354175568,0.0,-0.04784584045410156,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.38323402404785156,0.0,35.29669952392578,0.15000000596046448,4.202250957489014
950,0.6272950172424316,0.5,0.0,0.0,-3.2308413982391357,-0.0002391576999798417,-0.1521616280078888,0.0,-0.24939563870429993,0.0,-0.892630934715271,-0.5618233680725098,0.0,-0.0599658228456974,0.0,-0.04784584045410156,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.3114925026893616,0.0,35.2618408203125,0.15000000596046448,3.588606119155884
951,0.540232241153717,0.5,0.0,0.0,-3.2007064819335938,-0.0018434919184073806,-0.03187452629208565,0.0,-0.3740614652633667,0.0,-0.9033564329147339,-0.5618233680725098,0.0,-0.09153749793767929,0.0,-0.04784584045410156,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.010273042134940624,0.0,35.18500518798828,0.15000000596046448,3.193812847137451
952,0.4705391228199005,0.5,0.0,0.0,-3.2043581008911133,-0.0006126427324488759,-0.051809247583150864,0.0,-0.37521928548812866,0.0,-0.9514361619949341,-0.5618233680725098,0.0,-0.1501038819551468,0.0,-0.04784584045410156,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.0318458192050457,0.0,35.0487060546875,0.15000000596046448,2.9965178966522217
953,0.6628611087799072,0.5,0.0,0.0,-2.136970281600952,-0.00949419941753149,-0.5928518772125244,0.0,-0.37599292397499084,0.0,-0.9493667483329773,-0.5618233680725098,0.0,-0.11124815791845322,0.0,-0.04784584045410156,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.06616240739822388,0.0,34.81589126586914,0.15000000596046448,2.7717976570129395
954,0.26911869645118713,0.5,0.0,0.0,-1.788638710975647,-0.00020562656573019922,-0.8255956768989563,0.0,-0.37620675563812256,0.0,-0.992163896560669,-0.5618233680725098,0.0,-0.09323950111865997,0.0,-0.04784584045410156,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.044245533645153046,0.0,34.40552520751953,0.15000000596046448,2.5680840015411377
955,0.3393765687942505,0.5,0.0,0.0,-3.2523598670959473,-0.0282707791775465,-3.2248690128326416,0.0,-0.5051476359367371,0.0,-1.0430783033370972,-0.5618233680725098,0.0,-0.10045545548200607,0.0,-0.04784584045410156,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.17040863633155823,0.0,33.62113952636719,0.15000000596046448,2.5141711235046387
956,0.26514220237731934,0.5,0.0,0.0,-3.2073092460632324,-0.00016857837908901274,-2.5089428424835205,0.0,-0.37491726875305176,0.0,-1.1144098043441772,-0.5618233680725098,0.0,-0.1547890305519104,0.0,-0.04784584045410156,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.022628698498010635,0.0,31.905508041381836,0.15000000596046448,2.4741883277893066
957,0.5282142758369446,0.5,0.0,0.0,-3.201056718826294,-0.00013274644152261317,-2.593003273010254,0.0,-0.3749845623970032,0.0,-1.0680240392684937,-0.5618233680725098,0.0,-0.2260020524263382,0.0,-0.04784584045410156,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.062331173568964005,0.0,27.33895492553711,0.15000000596046448,2.2683732509613037
958,0.9858450889587402,0.5,0.0,0.0,-3.2296128273010254,-0.034685637801885605,-1.8032362461090088,0.0,-0.38920289278030396,0.0,-0.8765200972557068,-0.5618233680725098,0.0,-0.29248833656311035,0.0,-0.9961509108543396,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.5578849911689758,0.0,-13.147664070129395,0.15000000596046448,-1.698145866394043
959,0.9782301187515259,0.5,0.0,0.0,-3.2069497108459473,-0.002645180094987154,-0.6636323928833008,0.0,-0.3664236068725586,0.0,-0.6355260014533997,-0.5618233680725098,0.0,-0.34921130537986755,0.0,-0.9961509108543396,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.006365790497511625,0.0,13.146688461303711,0.15000000596046448,1.666094183921814
960,0.9425499439239502,0.5,0.0,0.0,-3.256552219390869,-0.0006992355920374393,-0.1599564552307129,0.0,-0.37251555919647217,0.0,-0.4777556359767914,-0.5618233680725098,0.0,-0.42302027344703674,0.0,-0.9961509108543396,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.062001414597034454,0.0,27.33863067626953,0.15000000596046448,3.627600908279419
961,0.9725095629692078,0.5,0.0,0.0,-3.271678924560547,-0.0007078798371367157,-0.04234175756573677,0.0,-0.3720109462738037,0.0,-0.4658774435520172,-0.5618233680725098,0.0,-0.5018350481987,0.0,-0.9961509108543396,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.05874865502119064,0.0,31.905397415161133,0.15000000596046448,4.477653503417969
962,0.9999791979789734,0.5,0.0,0.0,-3.2456185817718506,-0.00046299773384816945,-0.07674882560968399,0.0,-0.37250417470932007,0.0,-0.49262940883636475,-0.5618233680725098,0.0,-0.5833935737609863,0.0,-0.9961509108543396,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.051254965364933014,0.0,33.62109375,0.15000000596046448,4.978959560394287
963,0.9942339658737183,0.5,0.0,0.0,-3.236058235168457,-0.00018789173918776214,-0.04944206401705742,0.0,-0.3729367256164551,0.0,-0.5490982532501221,-0.5618233680725098,0.0,-0.6691657304763794,0.0,-0.9961509108543396,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.051760271191596985,0.0,34.40550231933594,0.15000000596046448,5.368131160736084
964,0.947646975517273,0.5,0.0,0.0,-3.2351183891296387,-0.00014606823970098048,-0.13624943792819977,0.0,-0.3730161488056183,0.0,-0.6124998927116394,-0.5618233680725098,0.0,-0.7592518925666809,0.0,-0.9961509108543396,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.047727636992931366,0.0,34.81587600708008,0.15000000596046448,5.7113142013549805
965,0.7960259914398193,0.5,0.0,0.0,-3.2125749588012695,-8.563909796066582e-05,-0.27937233448028564,0.0,-0.37386593222618103,0.0,-0.6912515163421631,-0.5618233680725098,0.0,-0.8593077063560486,0.0,-0.9961509108543396,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.03928619623184204,0.0,35.0486946105957,0.15000000596046448,6.021433353424072
966,0.7337809801101685,0.5,0.0,0.0,-3.2056360244750977,-0.00018770055612549186,-0.41876620054244995,0.0,-0.37425142526626587,0.0,-0.7755866050720215,-0.5618233680725098,0.0,-0.9790581464767456,0.0,-0.9961509108543396,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.03850605711340904,0.0,35.185001373291016,0.15000000596046448,6.317536354064941
967,0.6894150972366333,0.5,0.0,0.0,-3.2017462253570557,-0.00021487558842636645,-0.7207096815109253,0.0,-0.3751019835472107,0.0,-0.8362171053886414,-0.5618233680725098,0.0,-1.1287082433700562,0.0,-0.9961509108543396,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.03761634603142738,0.0,35.2618408203125,0.15000000596046448,6.617520809173584
968,0.762985348701477,0.5,0.0,0.0,-1.6160132884979248,-0.00030022376449778676,-0.7082192301750183,0.0,-0.37519413232803345,0.0,-0.8452643752098083,-0.5618233680725098,0.0,-1.3150262832641602,0.0,-0.9961509108543396,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.04329490661621094,0.0,35.29669952392578,0.15000000596046448,6.940505504608154
969,0.8800177574157715,0.5,0.0,0.0,-3.2104854583740234,-0.0004156017384957522,-0.588954746723175,0.0,-0.3753089904785156,0.0,-0.8109490275382996,-0.5618233680725098,0.0,-1.0707809925079346,0.0,-0.9961509108543396,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.05746999382972717,0.0,35.29669952392578,0.15000000596046448,7.326441287994385
970,0.927437961101532,0.5,0.0,0.0,-3.229349374771118,-0.00021001526329200715,-0.005946692544966936,0.0,-0.3755818009376526,0.0,-0.7525113821029663,-0.5618233680725098,0.0,-0.8749901056289673,0.0,-0.9961509108543396,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.06077961251139641,0.0,35.2618408203125,0.15000000596046448,7.760831832885742
971,0.9751977324485779,0.5,0.0,0.0,-3.2122890949249268,-9.121383482124656e-05,-0.04548470303416252,0.0,-0.3754507303237915,0.0,-0.6941137313842773,-0.5618233680725098,0.0,-0.7078396081924438,0.0,-0.9961509108543396,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.07302968949079514,0.0,35.18500518798828,0.15000000596046448,8.244998931884766
972,0.9628686308860779,0.5,0.0,0.0,-3.2074999809265137,-3.705946437548846e-05,-0.09488958865404129,0.0,-0.375372976064682,0.0,-0.6638662219047546,-0.5618233680725098,0.0,-0.5754312872886658,0.0,-0.9961509108543396,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.07716637849807739,0.0,35.0487060546875,0.15000000596046448,8.766092300415039
973,0.821150541305542,0.5,0.0,0.0,-3.2016947269439697,-0.00013089326967019588,-0.15626293420791626,0.0,-0.37517082691192627,0.0,-0.6910843253135681,-0.5618233680725098,0.0,-0.7099329233169556,0.0,-0.9961509108543396,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.06724822521209717,0.0,34.81589126586914,0.15000000596046448,9.258259773254395
974,0.7708746194839478,0.5,0.0,0.0,-3.252108097076416,-0.00014841172378510237,-0.37221068143844604,0.0,-0.3758196532726288,0.0,-0.7563008666038513,-0.5618233680725098,0.0,-0.5928681492805481,0.0,-0.9961509108543396,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.06526531279087067,0.0,34.40552520751953,0.15000000596046448,9.739267349243164
975,0.7023372650146484,0.5,0.0,0.0,-3.200350284576416,-2.68166113528423e-05,-0.18512092530727386,0.0,-0.37506726384162903,0.0,-0.8195978403091431,-0.5618233680725098,0.0,-0.49453479051589966,0.0,-0.9961509108543396,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.0790020227432251,0.0,33.62113952636719,0.15000000596046448,10.138065338134766
976,0.49289023876190186,0.5,0.0,0.0,-3.213704824447632,-6.198545452207327e-05,-0.13680389523506165,0.0,-0.37522509694099426,0.0,-0.883394181728363,-0.5618233680725098,0.0,-0.4136114716529846,0.0,-0.9961509108543396,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.07192324846982956,0.0,31.905508041381836,0.15000000596046448,10.239405632019043
977,0.3204580545425415,0.5,0.0,0.0,-3.204806089401245,-2.3207465346786194e-05,-0.36541569232940674,0.0,-0.37505844235420227,0.0,-0.9792254567146301,-0.5618233680725098,0.0,-0.3466435372829437,0.0,-0.9961509108543396,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.0716579407453537,0.0,27.338958740234375,0.15000000596046448,9.32080078125
978,0.34860533475875854,0.5,0.0,0.0,-3.2022318840026855,-0.1980273723602295,-0.7986701130867004,0.0,-0.37280306220054626,0.0,-1.0553276538848877,-0.5618233680725098,0.0,-0.30361002683639526,0.0,-0.9851788878440857,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.06398244202136993,0.0,-13.147674560546875,0.15000000596046448,-6.0641398429870605
979,0.9355390667915344,0.5,0.0,0.0,-3.2066636085510254,-0.000892001495230943,-1.18576180934906,0.0,-0.37500447034835815,0.0,-0.9658700823783875,-0.5618233680725098,0.0,-0.29991647601127625,0.0,-0.9851788878440857,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.15018299221992493,0.0,13.146678924560547,0.15000000596046448,5.629873752593994
980,0.7021468877792358,0.5,0.0,0.0,-3.2397687435150146,-0.001167476293630898,-0.6450852155685425,0.0,-0.37504714727401733,0.0,-0.6782350540161133,-0.5618233680725098,0.0,-0.30348747968673706,0.0,-0.9851788878440857,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.12815895676612854,0.0,27.338626861572266,0.15000000596046448,10.730091094970703
