step,track_lin_vel_xy_exp,track_ang_vel_z_exp,lin_vel_z_l2,ang_vel_xy_l2,dof_torques_l2,dof_acc_l2,action_rate_l2,flat_orientation_l2,dof_pos_limits,termination_penalty,curr_vel,cmd_vel_given,track_lin_vel_xy,joint_angles,joint_symmetry_reward,stride_consistency,torso_orientation,phase_contact,phase_contact_per_cycle,alternation_contact,progressive_step,foot_cycle_sym,symmetric_foot_airtime,feet_no_slip_condition,com_step_reward,paper_cycle_reward,alive,rcs_phase_with_place
249,0.9999198913574219,0.5,0.0,0.0,-3.204239845275879,-0.000366724852938205,-0.017036445438861847,0.0,-0.37408357858657837,0.0,0.9215141534805298,0.929027795791626,0.0,-1.0836113691329956,0.0,-0.15532732009887695,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.09704261273145676,0.0,35.29669952392578,0.15000000596046448,1.4758864641189575
250,0.9958954453468323,0.5,0.0,0.0,-3.226532459259033,-0.00035711246891878545,-0.025301549583673477,0.0,-0.3725068271160126,0.0,0.9154214262962341,0.929027795791626,0.0,-1.3305078744888306,0.0,-0.15532732009887695,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.107780322432518,0.0,35.2618408203125,0.15000000596046448,1.747111439704895
251,0.9996067881584167,0.5,0.0,0.0,-3.226306200027466,-0.00021660492348019034,-0.13219965994358063,0.0,-0.37234610319137573,0.0,0.9118843078613281,0.929027795791626,0.0,-1.610814094543457,0.0,-0.15532732009887695,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.11220549792051315,0.0,35.18500518798828,0.15000000596046448,2.0732343196868896
252,0.9992132186889648,0.5,0.0,0.0,-3.2458231449127197,-0.0002392516762483865,-0.22841957211494446,0.0,-0.3715120553970337,0.0,0.911233127117157,0.929027795791626,0.0,-1.9281474351882935,0.0,-0.15532732009887695,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.1229870468378067,0.0,35.0487060546875,0.15000000596046448,2.469634532928467
253,0.9127554297447205,0.5,0.0,0.0,-3.2012436389923096,-1.9024646462639794e-05,-0.48028090596199036,0.0,-0.3747166693210602,0.0,0.9657626748085022,0.929027795791626,0.0,-1.7298862934112549,0.0,-0.15532732009887695,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.09516356885433197,0.0,34.815887451171875,0.15000000596046448,2.8743441104888916
254,0.887321949005127,0.5,0.0,0.0,-3.301413059234619,-0.00033505912870168686,-0.12432678788900375,0.0,-0.37012094259262085,0.0,1.0371105670928955,0.929027795791626,0.0,-1.5604523420333862,0.0,-0.15532732009887695,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.10277663916349411,0.0,34.405517578125,0.15000000596046448,3.3471062183380127
255,0.7364829778671265,0.5,0.0,0.0,-3.3084492683410645,-0.0003104512288700789,-0.3050030767917633,0.0,-0.3698718845844269,0.0,1.126457691192627,0.929027795791626,0.0,-1.4075583219528198,0.0,-0.15532732009887695,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.09575697779655457,0.0,33.621124267578125,0.15000000596046448,3.8250811100006104
256,0.37553879618644714,0.5,0.0,0.0,-3.3243253231048584,-0.0003704781993292272,-0.5544058084487915,0.0,-0.3697504997253418,0.0,1.2399486303329468,0.929027795791626,0.0,-1.2684639692306519,0.0,-0.15532732009887695,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.07616844028234482,0.0,31.905466079711914,0.15000000596046448,4.181894779205322
257,0.08765140175819397,0.5,0.0,0.0,-3.2555785179138184,-0.0001628991449251771,-0.8485025763511658,0.0,-0.3711399734020233,0.0,1.4439524412155151,0.929027795791626,0.0,-1.1475111246109009,0.0,-0.15532732009887695,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.053799308836460114,0.0,27.338838577270508,0.15000000596046448,4.037036418914795
258,0.6120327115058899,0.5,0.0,0.0,-3.484198570251465,-0.010054304264485836,-0.6756163835525513,0.0,-0.36572808027267456,0.0,1.4946284294128418,0.929027795791626,0.0,-0.999683141708374,0.0,-0.15532732009887695,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.08789379149675369,0.0,13.147308349609375,0.15000000596046448,2.255413293838501
259,0.6377378702163696,0.5,0.0,0.0,-4.398252487182617,-0.002801084890961647,-0.07416123896837234,0.0,-0.3749512732028961,0.0,1.202600359916687,0.929027795791626,0.0,-0.8984872102737427,0.0,-0.12507200241088867,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.022728770971298218,0.0,13.14704418182373,0.15000000596046448,1.6350374221801758
260,0.6784772276878357,0.5,0.0,0.0,-4.80460786819458,-0.00038282619789242744,-0.01143486239016056,0.0,-0.3749912679195404,0.0,0.8065702319145203,0.929027795791626,0.0,-0.7936105132102966,0.0,-0.12507200241088867,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.002597159706056118,0.0,27.338748931884766,0.15000000596046448,3.335068702697754
261,0.6543477773666382,0.5,0.0,0.0,-4.8004069328308105,-0.0014271608088165522,-0.008915443904697895,0.0,-0.37498873472213745,0.0,0.6061738133430481,0.929027795791626,0.0,-0.6948015689849854,0.0,-0.12507200241088867,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.00012681983935181051,0.0,31.905437469482422,0.15000000596046448,3.868030071258545
262,0.6999410390853882,0.5,0.0,0.0,-4.379241943359375,-0.00020256658899597824,-0.010560254566371441,0.0,-0.37497478723526,0.0,0.6157624125480652,0.929027795791626,0.0,-0.6001025438308716,0.0,-0.12507200241088867,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.004235587548464537,0.0,33.62110900878906,0.15000000596046448,4.098952770233154
263,0.7829598188400269,0.5,0.0,0.0,-3.8074216842651367,-0.000210380952921696,-0.03968903049826622,0.0,-0.37493690848350525,0.0,0.6376860737800598,0.929027795791626,0.0,-0.49641042947769165,0.0,-0.12507200241088867,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.030604584142565727,0.0,34.40550994873047,0.15000000596046448,4.3006062507629395
264,0.7737581133842468,0.5,0.0,0.0,-3.3855724334716797,-0.0018326817080378532,-0.019880859181284904,0.0,-0.37494540214538574,0.0,0.6645366549491882,0.929027795791626,0.0,-0.39266225695610046,0.0,-0.12507200241088867,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.03550596535205841,0.0,34.81588363647461,0.15000000596046448,4.5106987953186035
265,0.876480221748352,0.5,0.0,0.0,-3.2526779174804688,-0.0012731507886201143,-0.039201777428388596,0.0,-0.3748767673969269,0.0,0.6990752816200256,0.929027795791626,0.0,-0.2969054877758026,0.0,-0.12507200241088867,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.047286707907915115,0.0,35.048702239990234,0.15000000596046448,4.738147258758545
266,0.9386165142059326,0.5,0.0,0.0,-3.204094171524048,-0.00017410278087481856,-0.006130794063210487,0.0,-0.3750155568122864,0.0,0.7426862120628357,0.929027795791626,0.0,-0.23117128014564514,0.0,-0.12507200241088867,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.01802612654864788,0.0,35.18500518798828,0.15000000596046448,4.946813106536865
267,0.9999774694442749,0.5,0.0,0.0,-3.2274253368377686,-0.0015811132034286857,-0.00485433591529727,0.0,-0.5087524652481079,0.0,0.8249362111091614,0.929027795791626,0.0,-0.1855764240026474,0.0,-0.12507200241088867,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.01229912880808115,0.0,35.2618408203125,0.15000000596046448,5.104213714599609
268,0.8931404948234558,0.5,0.0,0.0,-3.2282378673553467,-0.0882996916770935,-0.00932232104241848,0.0,-0.750511884689331,0.0,0.9426485896110535,0.929027795791626,0.0,-0.15063631534576416,0.0,-0.12507200241088867,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.16497227549552917,0.0,35.29669952392578,0.15000000596046448,5.233000755310059
269,0.8821835517883301,0.5,0.0,0.0,-3.2081360816955566,-0.0006616091704927385,-0.03626637905836105,0.0,-0.7502722144126892,0.0,1.0500818490982056,0.929027795791626,0.0,-0.10920339077711105,0.0,-0.12507200241088867,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.04778362065553665,0.0,35.29669952392578,0.15000000596046448,5.048559665679932
270,0.9659247398376465,0.5,0.0,0.0,-3.2172884941101074,-0.0026313639245927334,-0.0035280233714729548,0.0,-0.7487717270851135,0.0,1.07819402217865,0.929027795791626,0.0,-0.07912123203277588,0.0,-0.12507200241088867,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.1623140126466751,0.0,35.2618408203125,0.15000000596046448,4.825664043426514
271,0.8554654121398926,0.5,0.0,0.0,-3.2065505981445312,-0.0003201366635039449,-0.00942150317132473,0.0,-0.7497990131378174,0.0,1.0786415338516235,0.929027795791626,0.0,-0.050146982073783875,0.0,-0.12507200241088867,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.04679698497056961,0.0,35.18500518798828,0.15000000596046448,4.620076656341553
272,0.8305013179779053,0.5,0.0,0.0,-3.206982374191284,-0.0004508109705056995,-0.012730048969388008,0.0,-0.749478280544281,0.0,1.100622534751892,0.929027795791626,0.0,-0.04065573215484619,0.0,-0.12507200241088867,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.04690730571746826,0.0,35.0487060546875,0.15000000596046448,4.420600414276123
273,0.7769750952720642,0.5,0.0,0.0,-3.212244749069214,-0.00034469738602638245,-0.011164001189172268,0.0,-0.7491625547409058,0.0,1.149836778640747,0.929027795791626,0.0,-0.05590944364666939,0.0,-0.12507200241088867,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.04565448313951492,0.0,34.815887451171875,0.15000000596046448,4.218392848968506
274,0.8634240627288818,0.5,0.0,0.0,-3.224454879760742,-0.0004846845113206655,-0.01319342851638794,0.0,-0.7481403350830078,0.0,1.1516211032867432,0.929027795791626,0.0,-0.07994502037763596,0.0,-0.12507200241088867,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.056620966643095016,0.0,34.405517578125,0.15000000596046448,3.9933555126190186
275,0.9076492190361023,0.5,0.0,0.0,-3.2024941444396973,-0.00020413496531546116,-0.27526313066482544,0.0,-0.7493782043457031,0.0,1.1277134418487549,0.929027795791626,0.0,-0.10385451465845108,0.0,-0.12507200241088867,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.06320945918560028,0.0,33.621124267578125,0.15000000596046448,3.7303733825683594
276,0.999514639377594,0.5,0.0,0.0,-3.3175668716430664,-0.0004797965520992875,-0.11328355222940445,0.0,-0.7467559576034546,0.0,1.0454609394073486,0.929027795791626,0.0,-0.12031366676092148,0.0,-0.12507200241088867,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.08468034863471985,0.0,31.905466079711914,0.15000000596046448,3.350625991821289
277,0.9878413677215576,0.5,0.0,0.0,-3.2497591972351074,-0.00013872061390429735,-0.5028907656669617,0.0,-0.7466239929199219,0.0,0.9547231793403625,0.929027795791626,0.0,-0.12752583622932434,0.0,-0.12507200241088867,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.09874540567398071,0.0,27.338838577270508,0.15000000596046448,2.708242893218994
278,0.8100562691688538,0.5,0.0,0.0,-3.241642475128174,-0.00012403544678818434,-0.4878396987915039,0.0,-0.7467449903488159,0.0,0.8347569704055786,0.929027795791626,0.0,-0.12837395071983337,0.0,-0.12507200241088867,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.12335111200809479,0.0,13.147319793701172,0.15000000596046448,1.2202715873718262
279,0.41172322630882263,0.5,0.0,0.0,-1.6569305658340454,-0.010689337737858295,-0.48843786120414734,0.0,-0.7511812448501587,0.0,0.6793405413627625,0.929027795791626,0.0,-0.135056734085083,0.0,-0.12507200241088867,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,0.0
280,0.34329140186309814,0.5,0.0,0.0,-3.2765817642211914,-0.0007786880596540868,-0.40454012155532837,0.0,-0.37564778327941895,0.0,0.5166770219802856,0.929027795791626,0.0,-0.16208644211292267,0.0,-0.8681630492210388,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.1554986536502838,0.0,27.338743209838867,0.15000000596046448,0.3559397757053375
281,0.7757096290588379,0.5,0.0,0.0,-3.2508862018585205,-0.0009717888897284865,-0.2056131362915039,0.0,-0.3754415810108185,0.0,0.5053285956382751,0.929027795791626,0.0,-0.2043059766292572,0.0,-0.8681630492210388,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.11185397207736969,0.0,31.905433654785156,0.15000000596046448,0.4917410612106323
282,0.9679844379425049,0.5,0.0,0.0,-3.23260498046875,-0.00015080229786690325,-0.06268659234046936,0.0,-0.37542906403541565,0.0,0.6460761427879333,0.929027795791626,0.0,-0.23769745230674744,0.0,-0.8681630492210388,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.09079177677631378,0.0,33.62110900878906,0.15000000596046448,0.6002805829048157
283,0.9996145963668823,0.5,0.0,0.0,-3.2277114391326904,-8.720852201804519e-05,-0.04808472469449043,0.0,-0.3754528760910034,0.0,0.8144113421440125,0.929027795791626,0.0,-0.26408275961875916,0.0,-0.8681630492210388,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.0826893150806427,0.0,34.40550994873047,0.15000000596046448,0.7034466862678528
284,0.9995341300964355,0.5,0.0,0.0,-3.225494861602783,-0.0002736105234362185,-0.039673253893852234,0.0,-0.3754231035709381,0.0,0.9012809991836548,0.929027795791626,0.0,-0.29309362173080444,0.0,-0.8681630492210388,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.08217612653970718,0.0,34.81588363647461,0.15000000596046448,0.8126172423362732
285,0.9979516267776489,0.5,0.0,0.0,-3.2015974521636963,-0.00047388230450451374,-0.012425810098648071,0.0,-0.37480735778808594,0.0,0.923607587814331,0.929027795791626,0.0,-0.33724233508110046,0.0,-0.8681630492210388,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.07944713532924652,0.0,35.048702239990234,0.15000000596046448,0.9374595284461975
286,0.9999092817306519,0.5,0.0,0.0,-3.2041378021240234,-0.0003380895359441638,-0.010146238841116428,0.0,-0.3740868866443634,0.0,0.9246377348899841,0.929027795791626,0.0,-0.41315820813179016,0.0,-0.8681630492210388,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.07605575025081635,0.0,35.18500518798828,0.15000000596046448,1.0781327486038208
287,0.9994736909866333,0.5,0.0,0.0,-3.203676700592041,-5.034285550209461e-06,-0.008307544514536858,0.0,-0.37496447563171387,0.0,0.9275817275047302,0.929027795791626,0.0,-0.5421053767204285,0.0,-0.8681630492210388,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.07873298227787018,0.0,35.2618408203125,0.15000000596046448,1.2382066249847412
288,0.9999759197235107,0.5,0.0,0.0,-3.2372384071350098,-0.0005017656949348748,-0.01448938250541687,0.0,-0.37246257066726685,0.0,0.9357799887657166,0.929027795791626,0.0,-0.7016605734825134,0.0,-0.8681630492210388,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.079828180372715,0.0,35.29669952392578,0.15000000596046448,1.4256387948989868
289,0.999838650226593,0.5,0.0,0.0,-3.210803508758545,-0.00035580809344537556,-0.019362667575478554,0.0,-0.3735031485557556,0.0,0.9315439462661743,0.929027795791626,0.0,-0.8856452703475952,0.0,-0.8681630492210388,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.08395782113075256,0.0,35.29669952392578,0.15000000596046448,1.6404988765716553
290,0.9985524415969849,0.5,0.0,0.0,-3.2164480686187744,-0.0002866197028197348,-0.03303440287709236,0.0,-0.37305882573127747,0.0,0.9215132594108582,0.929027795791626,0.0,-1.0946844816207886,0.0,-0.8681630492210388,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.08981043100357056,0.0,35.2618408203125,0.15000000596046448,1.897323727607727
291,0.9937829971313477,0.5,0.0,0.0,-3.235046148300171,-0.00023808401601854712,-0.11089622229337692,0.0,-0.37217485904693604,0.0,0.9076648354530334,0.929027795791626,0.0,-1.3277688026428223,0.0,-0.8681630492210388,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.09738293290138245,0.0,35.18500518798828,0.15000000596046448,2.205451488494873
292,0.9999980926513672,0.5,0.0,0.0,-3.209047317504883,-7.63193893362768e-05,-0.2565295398235321,0.0,-0.373186320066452,0.0,0.9073216319084167,0.929027795791626,0.0,-1.5962402820587158,0.0,-0.8681630492210388,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.10178497433662415,0.0,35.0487060546875,0.15000000596046448,2.5612826347351074
293,0.9284658432006836,0.5,0.0,0.0,-3.2187726497650146,-7.280363206518814e-05,-0.46892058849334717,0.0,-0.3753474950790405,0.0,0.9577769637107849,0.929027795791626,0.0,-1.4319396018981934,0.0,-0.8681630492210388,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.08677937090396881,0.0,34.815887451171875,0.15000000596046448,2.9220049381256104
294,0.9448741674423218,0.5,0.0,0.0,-3.264476776123047,-0.0002895484503824264,-0.20980152487754822,0.0,-0.3711167573928833,0.0,1.0190309286117554,0.929027795791626,0.0,-1.2938274145126343,0.0,-0.8681630492210388,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.09384556114673615,0.0,34.405517578125,0.15000000596046448,3.3467557430267334
295,0.8768081665039062,0.5,0.0,0.0,-3.30307936668396,-0.0002966952451970428,-0.2730463743209839,0.0,-0.37007763981819153,0.0,1.0719058513641357,0.929027795791626,0.0,-1.170038104057312,0.0,-0.8681630492210388,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.09167580306529999,0.0,33.621124267578125,0.15000000596046448,3.782498836517334
296,0.6991785764694214,0.5,0.0,0.0,-3.5437629222869873,-0.0011272273259237409,-0.43347975611686707,0.0,-0.36607596278190613,0.0,1.126994013786316,0.929027795791626,0.0,-1.0452481508255005,0.0,-0.8681630492210388,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.07728297263383865,0.0,31.90546989440918,0.15000000596046448,4.121201038360596
297,0.1786908656358719,0.5,0.0,0.0,-3.3915858268737793,-0.0007099505164660513,-1.2537407875061035,0.0,-0.36847129464149475,0.0,1.2998993396759033,0.929027795791626,0.0,-0.9222514033317566,0.0,-0.8681630492210388,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.0424015149474144,0.0,27.338844299316406,0.15000000596046448,3.9254937171936035
298,0.4536309242248535,0.5,0.0,0.0,-3.3368923664093018,-0.17253048717975616,-1.2245694398880005,0.0,-0.3761760890483856,0.0,1.4145786762237549,0.929027795791626,0.0,-0.7963563203811646,0.0,-0.7071256637573242,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.04026235640048981,0.0,-13.14732837677002,0.15000000596046448,-3.0062522888183594
299,0.6665427684783936,0.5,0.0,0.0,-4.135303020477295,-0.0006774688372388482,-0.01912500150501728,0.0,-0.3749612271785736,0.0,1.2081516981124878,0.929027795791626,0.0,-0.7006388306617737,0.0,-0.7071256637573242,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.0007025873055681586,0.0,13.14702320098877,0.15000000596046448,2.9992005825042725
300,0.6372908353805542,0.5,0.0,0.0,-4.713942527770996,-6.580656918231398e-05,-0.010026060976088047,0.0,-0.3749895393848419,0.0,0.8343268036842346,0.929027795791626,0.0,-0.5990352034568787,0.0,-0.7071256637573242,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.002900219988077879,0.0,27.3387393951416,0.15000000596046448,6.238991737365723
301,0.6408070921897888,0.5,0.0,0.0,-4.273134231567383,-0.00010715973621699959,-0.014814822934567928,0.0,-0.3749769330024719,0.0,0.5991832613945007,0.929027795791626,0.0,-0.5093557834625244,0.0,-0.7071256637573242,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.008380542509257793,0.0,31.905433654785156,0.15000000596046448,7.286539554595947
302,0.656895101070404,0.5,0.0,0.0,-3.8450870513916016,-6.59855140838772e-05,-0.015172730199992657,0.0,-0.3749670088291168,0.0,0.5976871252059937,0.929027795791626,0.0,-0.42738184332847595,0.0,-0.7071256637573242,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.01857524737715721,0.0,33.62110900878906,0.15000000596046448,7.686906814575195
303,0.7020736336708069,0.5,0.0,0.0,-3.38677716255188,-9.312562178820372e-05,-0.0162860918790102,0.0,-0.3749336004257202,0.0,0.6101006865501404,0.929027795791626,0.0,-0.3491385877132416,0.0,-0.7071256637573242,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.028173962607979774,0.0,34.40550994873047,0.15000000596046448,7.880385875701904
304,0.7648030519485474,0.5,0.0,0.0,-3.241215944290161,-0.0013783101458102465,-0.03394043445587158,0.0,-0.37488996982574463,0.0,0.6351688504219055,0.929027795791626,0.0,-0.2785651385784149,0.0,-0.7071256637573242,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.09443795680999756,0.0,34.81588363647461,0.15000000596046448,7.991021156311035
305,0.9912646412849426,0.5,0.0,0.0,-3.2033305168151855,-0.0005078934482298791,-0.026645071804523468,0.0,-0.39035624265670776,0.0,0.7222025394439697,0.929027795791626,0.0,-0.22380377352237701,0.0,-0.7071256637573242,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.05290454626083374,0.0,35.048702239990234,0.15000000596046448,8.062152862548828
306,0.9794665575027466,0.5,0.0,0.0,-3.2189011573791504,-0.00030894603696651757,-0.01076202467083931,0.0,-0.7351371645927429,0.0,0.8542270660400391,0.929027795791626,0.0,-0.19123652577400208,0.0,-0.7071256637573242,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.031951673328876495,0.0,35.18500518798828,0.15000000596046448,8.109435081481934
307,0.9782934784889221,0.5,0.0,0.0,-3.2017018795013428,-0.0009745428687892854,-0.006668044254183769,0.0,-0.7502446174621582,0.0,0.9660063982009888,0.929027795791626,0.0,-0.16246700286865234,0.0,-0.7071256637573242,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.06347112357616425,0.0,35.2618408203125,0.15000000596046448,8.124025344848633
308,0.8057827949523926,0.5,0.0,0.0,-3.2203049659729004,-0.00029247545171529055,-0.07043346017599106,0.0,-0.7503591775894165,0.0,1.0499658584594727,0.929027795791626,0.0,-0.11950824409723282,0.0,-0.7071256637573242,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.026944443583488464,0.0,35.29669952392578,0.15000000596046448,8.129128456115723
309,0.8546902537345886,0.5,0.0,0.0,-3.204371690750122,-0.0005860832752659917,-0.010489264503121376,0.0,-0.7503169775009155,0.0,1.1036256551742554,0.929027795791626,0.0,-0.07654950767755508,0.0,-0.7071256637573242,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.04999946802854538,0.0,35.29669952392578,0.15000000596046448,8.126500129699707
310,0.9488533139228821,0.5,0.0,0.0,-3.215301752090454,-0.0005892763147130609,-0.01646587997674942,0.0,-0.7487660050392151,0.0,1.1123522520065308,0.929027795791626,0.0,-0.04657325893640518,0.0,-0.7071256637573242,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.05785069614648819,0.0,35.2618408203125,0.15000000596046448,8.114612579345703
311,0.8714808821678162,0.5,0.0,0.0,-3.214055299758911,-0.0002704902144614607,-0.004214592278003693,0.0,-0.7497894167900085,0.0,1.0899258852005005,0.929027795791626,0.0,-0.030728792771697044,0.0,-0.7071256637573242,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.048823751509189606,0.0,35.18500518798828,0.15000000596046448,8.094625473022461
312,0.8712661266326904,0.5,0.0,0.0,-3.222769021987915,-0.0003865043690893799,-0.002752607921138406,0.0,-0.748149037361145,0.0,1.0932596921920776,0.929027795791626,0.0,-0.03708331659436226,0.0,-0.7071256637573242,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.05636046454310417,0.0,35.0487060546875,0.15000000596046448,8.060253143310547
313,0.8240691423416138,0.5,0.0,0.0,-3.2148594856262207,-0.00029372741119004786,-0.00643926253542304,0.0,-0.7485525012016296,0.0,1.1248897314071655,0.929027795791626,0.0,-0.06107065826654434,0.0,-0.7071256637573242,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.05655040591955185,0.0,34.815887451171875,0.15000000596046448,8.0043363571167
314,0.732039213180542,0.5,0.0,0.0,-3.2015554904937744,-0.00044013909064233303,-0.08113930374383926,0.0,-0.749969482421875,0.0,1.156463861465454,0.929027795791626,0.0,-0.08724543452262878,0.0,-0.7071256637573242,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.05227866768836975,0.0,34.405517578125,0.15000000596046448,7.909838676452637
315,0.8926591873168945,0.5,0.0,0.0,-3.224616050720215,-0.002957184799015522,-0.17211124300956726,0.0,-0.7467317581176758,0.0,1.1572564840316772,0.929027795791626,0.0,-0.11206503212451935,0.0,-0.7071256637573242,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.06941843777894974,0.0,33.621124267578125,0.15000000596046448,7.725972652435303
316,0.9932736754417419,0.5,0.0,0.0,-3.225625991821289,-0.0002025321446126327,-0.33276575803756714,0.0,-0.747893750667572,0.0,1.092519998550415,0.929027795791626,0.0,-0.13079550862312317,0.0,-0.7071256637573242,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.09408139437437057,0.0,31.90546989440918,0.15000000596046448,7.33192253112793
317,0.9997169375419617,0.5,0.0,0.0,-3.2457022666931152,-0.0001327948848484084,-0.43260520696640015,0.0,-0.7473086714744568,0.0,0.9934803247451782,0.929027795791626,0.0,-0.14181020855903625,0.0,-0.7071256637573242,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.10777314007282257,0.0,27.338844299316406,0.15000000596046448,6.280627727508545
318,0.6882411241531372,0.5,0.0,0.0,-3.2287678718566895,-8.351913129445165e-05,-0.4596065878868103,0.0,-0.7473751902580261,0.0,0.8462993502616882,0.929027795791626,0.0,-0.1445341408252716,0.0,-0.7071256637573242,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.15408366918563843,0.0,13.1473388671875,0.15000000596046448,3.0203745365142822
319,0.24016238749027252,0.5,0.0,0.0,-2.2386605739593506,-0.000283389410469681,-0.38968271017074585,0.0,-0.7504744529724121,0.0,0.625105082988739,0.929027795791626,0.0,-0.15066316723823547,0.0,-0.7099484801292419,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.16977755725383759,0.0,13.147014617919922,0.15000000596046448,0.3674847185611725
320,0.30705463886260986,0.5,0.0,0.0,-3.23641300201416,-0.001236151554621756,-0.3354378342628479,0.0,-0.37533774971961975,0.0,0.4354822337627411,0.929027795791626,0.0,-0.17096959054470062,0.0,-0.7099484801292419,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.16049523651599884,0.0,27.3387393951416,0.15000000596046448,0.89787757396698
321,0.7529659271240234,0.5,0.0,0.0,-3.246483564376831,-0.0011536789825186133,-0.20392639935016632,0.0,-0.37539467215538025,0.0,0.45265433192253113,0.929027795791626,0.0,-0.21270008385181427,0.0,-0.7099484801292419,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.11355835199356079,0.0,31.905433654785156,0.15000000596046448,1.2069154977798462
322,0.9714876413345337,0.5,0.0,0.0,-3.264892816543579,-0.0002559001150075346,-0.0628938227891922,0.0,-0.3756489157676697,0.0,0.6339903473854065,0.929027795791626,0.0,-0.23737016320228577,0.0,-0.7099484801292419,2.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.09930415451526642,0.0,33.62110900878906,0.15000000596046448,1.437315821647644
