step,track_lin_vel_xy_exp,track_ang_vel_z_exp,lin_vel_z_l2,ang_vel_xy_l2,dof_torques_l2,dof_acc_l2,action_rate_l2,flat_orientation_l2,dof_pos_limits,termination_penalty,curr_vel,cmd_vel_given,track_lin_vel_xy,joint_angles,joint_symmetry_reward,stride_consistency,torso_orientation,phase_contact,phase_contact_per_cycle,alternation_contact,progressive_step,foot_cycle_sym,symmetric_foot_airtime,feet_no_slip_condition,com_step_reward,paper_cycle_reward,alive,rcs_phase_with_place,policy[0],policy[1],policy[2],policy[3],policy[4],policy[5],policy[6],policy[7],policy[8],policy[9],policy[10],policy[11],policy[12],policy[13],policy[14],policy[15],policy[16],policy[17],policy[18],policy[19],policy[20],policy[21],policy[22],policy[23],policy[24],policy[25],policy[26],policy[27],policy[28],policy[29],policy[30],policy[31],policy[32],critic[0],critic[1],critic[2],critic[3],critic[4],critic[5],critic[6],critic[7],critic[8],critic[9],critic[10],critic[11],critic[12],critic[13],critic[14],critic[15],critic[16],critic[17],critic[18],critic[19],critic[20],critic[21],critic[22],critic[23],critic[24],critic[25],critic[26],critic[27],critic[28],critic[29],critic[30],critic[31],critic[32],critic[33],critic[34],critic[35]
510,0.8249842524528503,0.5,0.0,0.0,-3.202545642852783,-0.0002639347512740642,-0.07976725697517395,0.0,-0.7493526339530945,0.0,-5.275253844860828e-11,-7.185131656317623e-11,0.0,-0.043692898005247116,0.0,-1.7704105377197266,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.010571201331913471,0.0,35.2618408203125,0.15000000596046448,596.074462890625,0.10986141860485077,-0.23262186348438263,-0.01514597237110138,-0.07347725331783295,-0.027137240394949913,-0.9498324990272522,-1.4370263814926147,0.0,0.0,0.3181019723415375,-2.7795774936676025,-0.10636123269796371,0.12183689326047897,0.04184647649526596,0.009381843730807304,0.004253259859979153,0.03792528063058853,-0.04309874400496483,0.008005941286683083,-0.05566556379199028,0.2619759440422058,-0.03421681001782417,-0.01809067092835903,0.10732592642307281,0.16312703490257263,-36.462677001953125,-42.68491744995117,-0.9723705053329468,0.23344287276268005,-0.10835814476013184,-0.05055759847164154,-0.46968960762023926,-0.05251169204711914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,0.7938598394393921,0.5,0.0,0.0,-3.213630199432373,-0.00033806508872658014,-0.02377050183713436,0.0,-0.7500393390655518,0.0,-5.000763692031285e-11,-7.185131656317623e-11,0.0,-0.06376874446868896,0.0,-1.7704105377197266,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.013172022998332977,0.0,35.18500518798828,0.15000000596046448,596.0432739257812,-0.09433150291442871,-0.16336558759212494,0.03403326869010925,-0.07350128889083862,-0.044317420572042465,-0.9697622656822205,-1.4370263814926147,0.0,0.0,0.3250066041946411,-2.781451940536499,-0.12212653458118439,0.1200389489531517,0.08812759071588516,-0.0014878800138831139,-0.004585503600537777,-0.04046734794974327,-0.0955108180642128,-0.0698426216840744,-0.03192777559161186,0.17328456044197083,-0.00044000448542647064,0.04228449612855911,0.13438113033771515,0.16932451725006104,-34.92262268066406,-42.617740631103516,-0.9238797426223755,0.3826828896999359,-0.1078653335571289,-0.05055853724479675,-0.4276113510131836,-0.05085507035255432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,0.7997586131095886,0.5,0.0,0.0,-3.219111204147339,-0.004164230078458786,-0.03473825752735138,0.0,-0.7502703666687012,0.0,-4.857212201891947e-11,-7.185131656317623e-11,0.0,-0.08248927444219589,0.0,-1.7704105377197266,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.009339038282632828,0.0,35.0487060546875,0.15000000596046448,594.6098022460938,-0.15922501683235168,-0.2699704170227051,0.1968202441930771,-0.10882650315761566,0.022339578717947006,-1.0021694898605347,-1.4370263814926147,0.0,0.0,0.32738813757896423,-2.802316188812256,-0.12725239992141724,0.11898722499608994,0.14505283534526825,-0.00571047980338335,-0.00841031689196825,0.021420443430542946,-0.03776847943663597,-0.015300664119422436,-0.008032280020415783,0.14848196506500244,0.05226884037256241,-0.01776796020567417,0.14105887711048126,0.1927797645330429,-34.51494216918945,-40.799217224121094,-0.8526394367218018,0.5224997401237488,-0.10752344131469727,-0.05055825412273407,-0.39087891578674316,-0.0505630224943161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,0.6892746090888977,0.5,0.0,0.0,-3.2811131477355957,-0.0003167197573930025,-0.043411899358034134,0.0,-0.7506281733512878,0.0,-4.604012310283068e-11,-7.185131656317623e-11,0.0,-0.09149644523859024,0.0,-1.7704105377197266,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.012764624319970608,0.0,34.81589126586914,0.15000000596046448,591.604736328125,-0.1357930302619934,0.053703323006629944,-0.08946100622415543,-0.14022329449653625,0.03631727024912834,-1.014161467552185,-1.4370263814926147,0.0,0.0,0.31066983938217163,-2.8005621433258057,-0.13261465728282928,0.11233431845903397,0.16608785092830658,0.0046603260561823845,0.0001690434291958809,-0.04751403257250786,0.0037689984310418367,-0.021483158692717552,-0.015081509947776794,0.047384269535541534,-0.016506453976035118,0.029025007039308548,0.15701349079608917,0.13576148450374603,-34.017784118652344,-42.821720123291016,-0.7604087591171265,0.6494448184967041,-0.10715317726135254,-0.05055415630340576,-0.3654947280883789,-0.05082383751869202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,0.67136150598526,0.5,0.0,0.0,-3.359358310699463,-0.0003724300186149776,-0.08557187020778656,0.0,-0.7509933114051819,0.0,-4.3092161783331306e-11,-7.185131656317623e-11,0.0,-0.08795805275440216,0.0,-1.7704105377197266,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.010032626800239086,0.0,34.405521392822266,0.15000000596046448,586.0400390625,-0.09501989185810089,-0.12055942416191101,-0.14081332087516785,-0.15860866010189056,0.036586981266736984,-1.0227034091949463,-1.4370263814926147,0.0,0.0,0.3125389814376831,-2.8221116065979004,-0.13809643685817719,0.1019279956817627,0.15646879374980927,-0.009501050226390362,0.004658671095967293,-0.010399380698800087,-0.0553668849170208,0.008020984940230846,-0.0004201173724140972,-0.06543300300836563,0.024242615327239037,0.011404073797166348,0.1806810051202774,0.06499270349740982,-34.41574478149414,-45.71883010864258,-0.6494498252868652,0.7604044675827026,-0.10659289360046387,-0.050548627972602844,-0.35802221298217773,-0.05066801607608795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,0.8997361063957214,0.5,0.0,0.0,-3.2591516971588135,-0.0002704433281905949,-0.28679969906806946,0.0,-0.7511330246925354,0.0,-4.520092633519823e-11,-7.185131656317623e-11,0.0,-0.08666987717151642,0.0,-1.7704105377197266,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.0034357693511992693,0.0,33.62112808227539,0.15000000596046448,573.7081298828125,0.19961927831172943,-0.5213015675544739,-0.14942292869091034,-0.16893373429775238,-0.04822471737861633,-1.0065970420837402,-1.4370263814926147,0.0,0.0,0.3248351812362671,-2.8308331966400146,-0.14110007882118225,0.1096954420208931,0.1609836220741272,-0.006661934778094292,0.0009568091481924057,-0.03613017499446869,-0.023653794080018997,-0.10390625149011612,0.013075816445052624,-0.01717488281428814,0.035529714077711105,-0.013726973906159401,0.18416960537433624,0.10054346919059753,-32.45228958129883,-40.736507415771484,-0.5224988460540771,0.8526399731636047,-0.10617423057556152,-0.050541967153549194,-0.36450719833374023,-0.05023793876171112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,0.9768999218940735,0.5,0.0,0.0,-3.2403268814086914,-9.944559133145958e-05,-0.24337974190711975,0.0,-0.7504373788833618,0.0,-5.358888680029317e-11,-7.185131656317623e-11,0.0,-0.08928432315587997,0.0,-1.7704105377197266,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.0020936850924044847,0.0,31.905481338500977,0.15000000596046448,544.8460083007812,-0.16417518258094788,-0.9682664275169373,0.1508796364068985,-0.16394907236099243,-0.03743377700448036,-0.9418125748634338,-1.4370263814926147,0.0,0.0,0.31533050537109375,-2.8438985347747803,-0.16674666106700897,0.12872645258903503,0.14776454865932465,0.001675369217991829,0.00017462484538555145,0.013258653692901134,-0.09009390324354172,-0.10790536552667618,0.10465183109045029,-0.04661304131150246,-0.026315320283174515,0.0306064672768116,0.20281092822551727,0.0916113555431366,-29.281862258911133,-36.95683288574219,-0.3826819360256195,0.9238801598548889,-0.10600042343139648,-0.050531283020973206,-0.3806767463684082,-0.05002488195896149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,0.9902931451797485,0.5,0.0,0.0,-3.2001466751098633,-0.000334767421009019,-0.5932649374008179,0.0,-0.7499289512634277,0.0,-6.243668776440003e-11,-7.185131656317623e-11,0.0,-0.0934324786067009,0.0,-1.7704105377197266,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-1.5925403204164468e-05,0.0,27.33888053894043,0.15000000596046448,467.15606689453125,-0.12187104672193527,-1.1654720306396484,-0.1385023295879364,-0.16599349677562714,0.013162132352590561,-1.0010528564453125,-1.4370263814926147,0.0,0.0,0.3143041729927063,-2.852848529815674,-0.18478073179721832,0.13614517450332642,0.1496642380952835,0.004835548810660839,-0.003111934754997492,-0.01243531983345747,-0.055555012077093124,-0.0668237954378128,0.08347109705209732,-0.059127818793058395,-0.05659867078065872,0.01799401082098484,0.17843495309352875,0.11808598041534424,-24.98878288269043,-30.561939239501953,-0.2334492802619934,0.9723690152168274,-0.10585641860961914,-0.05052238702774048,-0.4018394947052002,-0.05044694244861603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,0.9389185309410095,0.5,0.0,0.0,-3.25849986076355,-0.0005294877337291837,-1.982619285583496,0.0,-0.7468081712722778,0.0,-6.381715295100676e-11,-7.185131656317623e-11,0.0,-0.0953073725104332,0.0,-1.7704105377197266,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.0004910543793812394,0.0,13.147440910339355,0.15000000596046448,224.84085083007812,0.032334938645362854,-0.8685405850410461,0.1709354668855667,-0.16579623520374298,0.019634682685136795,-0.987339198589325,-1.4370263814926147,0.0,0.0,0.3190540075302124,-2.8710732460021973,-0.1981240212917328,0.15134641528129578,0.13039614260196686,0.009345818310976028,-0.0017379242926836014,0.0345342755317688,-0.040526922792196274,-0.0557178258895874,0.08144648373126984,4.457235263544135e-05,-0.05302241072058678,-0.021258104592561722,0.10949304699897766,0.15910276770591736,-11.22808837890625,-27.578859329223633,-0.07846114039421082,0.996917188167572,-0.1056675910949707,-0.0505158007144928,-0.4186520576477051,-0.051313549280166626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,0.5025203824043274,0.5,0.0,0.0,-3.451197862625122,-0.03252414986491203,-8.79184627532959,0.0,-0.38518187403678894,0.0,-5.2905905351119387e-11,-7.185131656317623e-11,0.0,-0.08270864188671112,0.0,-1.7704105377197266,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-2.628136157989502,0.0,-13.14691162109375,0.15000000596046448,-0.5422175526618958,0.19902317225933075,0.20965822041034698,-0.19278031587600708,-0.2040611207485199,-0.01591414213180542,-1.00724196434021,-1.4370263814926147,0.0,0.0,0.330031156539917,-2.8735032081604004,-0.2032904177904129,0.11068607121706009,0.13102783262729645,0.07912402600049973,-0.006848952732980251,-0.017108052968978882,-0.015170672908425331,0.02963506057858467,-0.2919137179851532,-0.013572690077126026,-0.0016456872690469027,0.012023157440125942,-0.1549048274755478,0.20597010850906372,17.622285842895508,-34.417606353759766,0.07845901697874069,0.9969173073768616,-0.5590493679046631,-0.05053044855594635,-0.4193737506866455,-0.050841644406318665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,0.30605050921440125,0.5,0.0,0.0,-4.386428356170654,-0.001558998366817832,-13.316261291503906,0.0,-0.37502214312553406,0.0,-3.517316646273194e-11,-7.185131656317623e-11,0.0,-0.08907391130924225,0.0,-1.7704105377197266,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.6448752880096436,0.0,-27.33870506286621,0.15000000596046448,-0.9308543801307678,-0.1711319386959076,0.970607578754425,0.18496264517307281,-0.2037046253681183,0.04077639803290367,-0.9692575335502625,-1.4370263814926147,0.0,0.0,0.33247461915016174,-2.875542402267456,-0.1870131492614746,0.017207538709044456,0.12085231393575668,0.1516941785812378,0.004492250271141529,-0.010339695028960705,-0.036374982446432114,0.1053280159831047,-0.3660959303379059,0.00851364154368639,0.3668840527534485,-0.04448019340634346,-0.4991803765296936,0.13933077454566956,46.896217346191406,-56.2015495300293,0.23344720900058746,0.9723694920539856,-0.5675582885742188,-0.0505087673664093,-0.4047834873199463,-0.047271549701690674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,0.15396472811698914,0.5,0.0,0.0,-4.828095436096191,-0.0003188445698469877,-1.1374720335006714,0.0,-0.37491315603256226,0.0,-1.7128132245858296e-11,-7.185131656317623e-11,0.0,-0.12832002341747284,0.0,-1.7704105377197266,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.02953769825398922,0.0,-31.905424118041992,0.15000000596046448,-1.0646591186523438,0.17410697042942047,1.2074674367904663,-0.11272300034761429,-0.17129938304424286,0.003153368830680847,-1.0237054824829102,-1.4370263814926147,0.0,0.0,0.3343490958213806,-2.8801093101501465,-0.15299555659294128,-0.061451807618141174,0.0881129801273346,0.24040068686008453,0.007684364914894104,-0.026945514604449272,-0.007905522361397743,0.1785857230424881,-0.40353521704673767,-0.23332424461841583,0.3517603874206543,-0.013467380777001381,-0.6414448618888855,-0.04594559967517853,47.13196563720703,-66.86161804199219,0.3826799690723419,0.9238809943199158,-0.5684459209442139,-0.05050824582576752,-0.3951594829559326,-0.043155327439308167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,0.13190986216068268,0.5,0.0,0.0,-4.227198123931885,-9.697440691525117e-05,-0.7330780029296875,0.0,-0.37492433190345764,0.0,-6.82366012652591e-12,-7.185131656317623e-11,0.0,-0.18570232391357422,0.0,-1.7704105377197266,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.028185412287712097,0.0,-33.6211051940918,0.15000000596046448,-1.1069704294204712,0.07209031283855438,1.386069655418396,-0.11507991701364517,-0.1657431274652481,-0.04371463507413864,-1.0049195289611816,-1.4370263814926147,0.0,0.0,0.32580941915512085,-2.872765302658081,-0.12181153893470764,-0.1445673108100891,0.032407984137535095,0.29642224311828613,0.0016919011250138283,0.04012046009302139,0.013838487677276134,0.1177901029586792,-0.4178329408168793,-0.2994384467601776,0.2902332544326782,0.0011318624019622803,-0.6366303563117981,-0.11765825748443604,42.92289733886719,-74.31724548339844,0.5224970579147339,0.8526411056518555,-0.5690362453460693,-0.05049605667591095,-0.3983781337738037,-0.03936392068862915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,0.11923979967832565,0.5,0.0,0.0,-3.4874491691589355,-0.031267739832401276,-0.300471693277359,0.0,-0.37776631116867065,0.0,-9.94102803547614e-13,-7.185131656317623e-11,0.0,-0.28202593326568604,0.0,-1.7704105377197266,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,0.0,0.10994057357311249,1.7656984329223633,-0.18199539184570312,-0.09490910917520523,-0.017154045403003693,-0.9537580609321594,-1.4370263814926147,0.0,0.0,0.34319937229156494,-2.8834376335144043,-0.09952286630868912,-0.2272365391254425,-0.0079672671854496,0.3798616826534271,-0.0009330566972494125,-0.03214593976736069,0.0480986051261425,0.13484807312488556,-0.4186379611492157,-0.21112604439258575,0.3517451286315918,0.02331189624965191,-0.5624051094055176,-0.1416965126991272,39.21499252319336,-78.35364532470703,0.6494481563568115,0.7604058384895325,-0.5609054565429688,-0.05473239719867706,-0.39231133460998535,-0.03839859366416931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,0.18299825489521027,0.5,0.0,0.0,-3.2134387493133545,-0.000765679869800806,-0.06322935968637466,0.0,-0.37544065713882446,0.0,-1.789027259668785e-12,-7.185131656317623e-11,0.0,-0.409309983253479,0.0,-9.111685752868652,0.4000000059604645,0.0,0.0,4.0,0.07094383239746094,0.0,0.0,-0.05582548305392265,0.0,34.81588363647461,0.15000000596046448,35.430233001708984,-0.0671212375164032,1.479263424873352,0.15929509699344635,-0.04840254411101341,0.0300598181784153,-0.995322048664093,-1.4370263814926147,0.0,0.0,0.3287830650806427,-2.8849246501922607,-0.07233729958534241,-0.29997220635414124,-0.0648169219493866,0.45052337646484375,-0.007796351332217455,-0.03969758376479149,-0.026747096329927444,0.1736893653869629,-0.40948495268821716,-0.19495032727718353,0.4084091782569885,0.030304884538054466,-0.4889729619026184,-0.13683420419692993,37.351192474365234,-80.03999328613281,0.7604023814201355,0.6494522094726562,-0.5483696460723877,-0.0602194219827652,-0.39158177375793457,-0.038273781538009644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,0.6452329158782959,0.5,0.0,0.0,-3.22499680519104,-0.0016782012535259128,-0.08832786232233047,0.0,-0.37425729632377625,0.0,-1.3984454219628795e-11,-7.185131656317623e-11,0.0,-0.5375145673751831,0.0,-9.111685752868652,0.4000000059604645,0.0,0.0,4.0,0.07094383239746094,0.0,0.0,-0.03418217599391937,0.0,35.0486946105957,0.15000000596046448,36.00520324707031,-0.037803322076797485,0.39054495096206665,0.1074085682630539,-0.03595023229718208,0.04796392098069191,-0.9655042290687561,-1.4370263814926147,0.0,0.0,0.3327930271625519,-2.89218807220459,-0.058243706822395325,-0.3602651059627533,-0.09698811173439026,0.5238103270530701,-0.007994419895112514,0.011371898464858532,-0.07092645764350891,0.09448988735675812,-0.18750914931297302,-0.16160272061824799,0.36234050989151,0.029159778729081154,-0.40116769075393677,-0.15978971123695374,34.45615768432617,-80.70581817626953,0.852638304233551,0.5225015878677368,-0.5313119888305664,-0.06577681005001068,-0.39098477363586426,-0.03821536898612976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,0.9994779825210571,0.5,0.0,0.0,-3.2782132625579834,-0.0007543838582932949,-0.08582098037004471,0.0,-0.3722199499607086,0.0,-3.940791443168834e-11,-7.185131656317623e-11,0.0,-0.6277448534965515,0.0,-9.111685752868652,0.4000000059604645,0.0,0.0,4.0,0.07094383239746094,0.0,0.0,-0.01613929681479931,0.0,35.185001373291016,0.15000000596046448,36.39784622192383,0.025829479098320007,-0.48182040452957153,0.130303755402565,-0.10370709002017975,0.0015543289482593536,-1.002105951309204,-1.4370263814926147,0.0,0.0,0.3366140127182007,-2.8886430263519287,-0.06385111808776855,-0.3614499270915985,-0.09936950355768204,0.607483446598053,0.009023359045386314,0.016644662246108055,-0.07626476138830185,-0.08998824656009674,0.016232484951615334,0.005667835474014282,0.3629765212535858,-0.02758520282804966,-0.26738834381103516,-0.1501942276954651,31.53061866760254,-80.6328125,0.9238789677619934,0.3826848566532135,-0.4986131191253662,-0.07022973895072937,-0.39054441452026367,-0.038162216544151306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,0.8536714315414429,0.5,0.0,0.0,-3.277860641479492,-0.0002800665097311139,-0.1587720513343811,0.0,-0.37160468101501465,0.0,-6.834582899628572e-11,-7.185131656317623e-11,0.0,-0.6938747763633728,0.0,-9.111685752868652,0.4000000059604645,0.0,0.0,4.0,0.07094383239746094,0.0,0.0,-0.012980928644537926,0.0,35.2618408203125,0.15000000596046448,36.6815299987793,-0.08098232001066208,-1.1522084474563599,0.1954125612974167,-0.03453599289059639,-0.047296635806560516,-1.0322555303573608,-1.4370263814926147,0.0,0.0,0.33358269929885864,-2.921945095062256,-0.0826214924454689,-0.31730952858924866,-0.08603028208017349,0.6690177917480469,0.007839919999241829,0.03404757380485535,-0.0852375328540802,-0.06331419199705124,0.25575006008148193,0.08570454269647598,0.36847200989723206,0.010672789998352528,-0.16055448353290558,-0.1240125298500061,27.845319747924805,-79.12162780761719,0.9723700284957886,0.233444944024086,-0.4472975730895996,-0.07531912624835968,-0.39019227027893066,-0.03810723125934601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,0.8315341472625732,0.5,0.0,0.0,-3.247352361679077,-0.000535163446329534,-0.5751329660415649,0.0,-0.37224847078323364,0.0,-8.659192113347203e-11,-7.185131656317623e-11,0.0,-0.7670499086380005,0.0,-9.111685752868652,0.4000000059604645,0.0,0.0,4.0,0.07094383239746094,0.0,0.0,-0.01873418316245079,0.0,35.29669952392578,0.15000000596046448,36.939964294433594,0.1795555204153061,-0.8071731925010681,0.17480920255184174,-0.0967506617307663,0.03697070851922035,-0.9481573700904846,-1.4370263814926147,0.0,0.0,0.3400859534740448,-2.933398723602295,-0.08862891793251038,-0.25858545303344727,-0.06690091639757156,0.7561872005462646,0.000963292084634304,0.023752951994538307,-0.10647382587194443,-0.08502324670553207,0.24569204449653625,0.07824905216693878,0.34922054409980774,-0.006759413983672857,-0.09519217908382416,-0.11046653985977173,21.667394638061523,-74.72366333007812,0.9969168901443481,0.07846430689096451,-0.3815643787384033,-0.08415617048740387,-0.38981127738952637,-0.03804875910282135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,0.9653680920600891,0.5,0.0,0.0,-3.2063822746276855,-0.0005639368901029229,-0.9421910047531128,0.0,-0.3741237223148346,0.0,-8.922401706357164e-11,-7.185131656317623e-11,0.0,-0.8765763640403748,0.0,-9.111685752868652,0.4000000059604645,0.0,0.0,4.0,0.07094383239746094,0.0,0.0,-0.034515392035245895,0.0,35.29669952392578,0.15000000596046448,37.2488899230957,-0.07358218729496002,-0.5253978967666626,0.13407988846302032,-0.10038778930902481,0.036070991307497025,-1.0255683660507202,-1.4370263814926147,0.0,0.0,0.34661170840263367,-2.939499616622925,-0.11479849368333817,-0.21285197138786316,-0.06584569811820984,0.8170753121376038,-0.007923110388219357,0.05152168497443199,-0.08079039305448532,-0.053433001041412354,0.18417437374591827,-0.027177123352885246,0.38378843665122986,0.03235715627670288,-0.1011551022529602,-0.10937941074371338,12.320104598999023,-72.10694122314453,0.9969176054000854,-0.078455850481987,-0.30996155738830566,-0.09862791001796722,-0.3892841339111328,-0.03797352313995361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,0.9666365385055542,0.5,0.0,0.0,-3.2021522521972656,-0.0003671861195471138,-4.023213863372803,0.0,-0.37477776408195496,0.0,-8.481194219145394e-11,-7.185131656317623e-11,0.0,-0.702855110168457,0.0,-9.111685752868652,0.4000000059604645,0.0,0.0,4.0,0.07094383239746094,0.0,0.0,-0.04969620332121849,0.0,35.2618408203125,0.15000000596046448,37.57308578491211,0.133827343583107,-0.2644299268722534,-0.09668449312448502,-0.07215775549411774,-0.020936070010066032,-1.0247163772583008,-1.4370263814926147,0.0,0.0,0.33922144770622253,-2.9615726470947266,-0.11713755875825882,-0.13963927328586578,-0.08183445781469345,0.7530379295349121,-0.007512365467846394,-0.019782567396759987,-0.12920142710208893,-0.05642808601260185,0.2698327302932739,-0.0740937739610672,-0.3552861213684082,-0.025074204429984093,-0.01939024031162262,-0.11095911264419556,-7.542725086212158,-69.31718444824219,0.9723702073097229,-0.23344412446022034,-0.2812352180480957,-0.08483041822910309,-0.3886744976043701,-0.03786246478557587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,0.7416267395019531,0.5,0.0,0.0,-3.2014992237091064,-6.509849481517449e-05,-1.7264395952224731,0.0,-0.3744703531265259,0.0,-8.65524527049466e-11,-7.185131656317623e-11,0.0,-0.5459534525871277,0.0,-9.111685752868652,0.0,0.0,0.0,4.0,0.07094383239746094,0.0,0.0,-0.042871467769145966,0.0,35.18500518798828,0.15000000596046448,37.841278076171875,-0.06248445808887482,-0.5159221887588501,0.14988841116428375,-0.08402140438556671,0.02851785346865654,-0.9481929540634155,-1.4370263814926147,0.0,0.0,0.3428593575954437,-2.9835448265075684,-0.12684425711631775,-0.07448773086071014,-0.0986754521727562,0.6642271280288696,-0.0007123565301299095,0.008764642290771008,-0.12119976431131363,-0.10166800022125244,0.3454689681529999,0.02843170240521431,-0.36338040232658386,-0.001571094966493547,0.1196649968624115,-0.09984178841114044,-19.918745040893555,-64.90599060058594,0.9238792657852173,-0.3826840817928314,-0.24817562103271484,-0.07307688891887665,-0.38808751106262207,-0.03774678707122803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,0.7376370429992676,0.5,0.0,0.0,-3.2310073375701904,-0.0006405567983165383,-0.26737749576568604,0.0,-0.3752642571926117,0.0,-9.382352533782168e-11,-7.185131656317623e-11,0.0,-0.42922937870025635,0.0,-9.111685752868652,0.0,0.0,0.0,4.0,0.07094383239746094,0.0,0.0,-0.049651581794023514,0.0,35.0487060546875,0.15000000596046448,38.079254150390625,-0.11546435952186584,-0.40381211042404175,0.1353209763765335,-0.10625776648521423,-0.031751424074172974,-0.9479743242263794,-1.4370263814926147,0.0,0.0,0.35645171999931335,-3.0140790939331055,-0.13193467259407043,0.01201997883617878,-0.0974317118525505,0.5897355079650879,-0.009669720195233822,-0.007991621270775795,-0.06396715342998505,-0.0947863981127739,0.37761804461479187,-0.03273363411426544,-0.35705751180648804,-0.016584504395723343,0.12141601741313934,-0.06759321689605713,-24.50046730041504,-62.50921630859375,0.8526427745819092,-0.5224943161010742,-0.21600866317749023,-0.06256397068500519,-0.38744497299194336,-0.03762468695640564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,0.6881548166275024,0.5,0.0,0.0,-3.361419677734375,-0.000683161080814898,-0.06033255532383919,0.0,-0.3759300708770752,0.0,-1.0025510976952035e-10,-7.185131656317623e-11,0.0,-0.3568436801433563,0.0,-9.111685752868652,0.0,0.0,0.0,4.0,0.07094383239746094,0.0,0.0,-0.04874762147665024,0.0,34.81589126586914,0.15000000596046448,38.224853515625,-0.18929173052310944,-0.7029566168785095,-0.16907711327075958,-0.1626300811767578,-0.042176034301519394,-0.9839906692504883,-1.4370263814926147,0.0,0.0,0.36512288451194763,-3.0205774307250977,-0.15834349393844604,0.0623757466673851,-0.09214569628238678,0.5121759176254272,0.002031072974205017,0.048378121107816696,-0.1331312656402588,-0.08554687350988388,0.186600923538208,-0.06887290626764297,-0.38450202345848083,-0.05324422940611839,0.08658775687217712,-0.016140252351760864,-26.951358795166016,-62.359130859375,0.7604079246520996,-0.6494457721710205,-0.1958456039428711,-0.05126142501831055,-0.3867812156677246,-0.03748920559883118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,0.23833517730236053,0.5,0.0,0.0,-3.27415132522583,-0.020382782444357872,-0.4013538956642151,0.0,-0.37483638525009155,0.0,-1.1031570795738688e-10,-7.185131656317623e-11,0.0,-0.318439245223999,0.0,-4.590239524841309,0.0,0.0,0.0,4.0,0.07094383239746094,0.0,0.0,-0.10840672999620438,0.0,-34.405521392822266,0.15000000596046448,-352.6855773925781,0.19429077208042145,-2.129331588745117,0.0719480961561203,-0.22974547743797302,0.041059765964746475,-1.0090745687484741,-1.4370263814926147,0.0,0.0,0.35413774847984314,-3.0541608333587646,-0.19137202203273773,0.11110393702983856,-0.08094288408756256,0.4536350667476654,-0.005375372711569071,0.035508204251527786,-0.16864757239818573,-0.19490507245063782,0.3380414545536041,0.1644342988729477,-0.2372150868177414,0.01411477942019701,0.3014604151248932,-0.07241716980934143,-33.271697998046875,-62.73245620727539,0.649448812007904,-0.7604053020477295,-0.1924903392791748,-0.04748938977718353,-0.3887217044830322,-0.042814090847969055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
