step,track_lin_vel_xy_exp,track_ang_vel_z_exp,lin_vel_z_l2,ang_vel_xy_l2,dof_torques_l2,dof_acc_l2,action_rate_l2,flat_orientation_l2,dof_pos_limits,termination_penalty,curr_vel,cmd_vel_given,track_lin_vel_xy,joint_angles,joint_symmetry_reward,stride_consistency,torso_orientation,phase_contact,phase_contact_per_cycle,alternation_contact,progressive_step,foot_cycle_sym,symmetric_foot_airtime,feet_no_slip_condition,com_step_reward,paper_cycle_reward,alive,rcs_phase_with_place
322,0.11483987420797348,0.5,0.0,0.0,-3.2517411708831787,-0.0003302165714558214,-0.033378057181835175,0.0,0.0,0.0,-8.09693423420299e-11,-1.4584844443277234e-10,0.0,-0.49939700961112976,0.0,-0.9284496307373047,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.4737016260623932,0.0,33.62110900878906,0.15000000596046448,9.648969650268555
323,0.10778229683637619,0.5,0.0,0.0,-3.252908229827881,-0.00032738473964855075,-0.07198120653629303,0.0,-0.11252317577600479,0.0,-7.426231851681564e-11,-1.4584844443277234e-10,0.0,-0.5665809512138367,0.0,-0.9284496307373047,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.5371275544166565,0.0,34.40550994873047,0.15000000596046448,9.917696952819824
324,0.14180238544940948,0.5,0.0,0.0,-3.28433895111084,-0.1724006086587906,-0.21195398271083832,0.0,-0.37617814540863037,0.0,-7.296676457491102e-11,-1.4584844443277234e-10,0.0,-0.6511366963386536,0.0,-0.9284496307373047,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-1.3126903772354126,0.0,34.81588363647461,0.15000000596046448,10.07798957824707
325,0.3736391067504883,0.5,0.0,0.0,-3.2217721939086914,-0.0004478014598134905,-0.31359124183654785,0.0,-0.3748273253440857,0.0,-8.062522871554734e-11,-1.4584844443277234e-10,0.0,-0.7308083176612854,0.0,-0.9284496307373047,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.11661799997091293,0.0,35.048702239990234,0.15000000596046448,10.146374702453613
326,0.6481741666793823,0.5,0.0,0.0,-3.2013158798217773,-7.326953345909715e-05,-0.3477836847305298,0.0,-0.37498903274536133,0.0,-9.516300247813803e-11,-1.4584844443277234e-10,0.0,-0.8221197128295898,0.0,-0.9284496307373047,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.09380295127630234,0.0,35.18500518798828,0.15000000596046448,10.191726684570312
327,0.7662944197654724,0.5,0.0,0.0,-3.200390100479126,-0.00011221832392038777,-0.4474939703941345,0.0,-0.37506356835365295,0.0,-1.1005679700915039e-10,-1.4584844443277234e-10,0.0,-0.9358316659927368,0.0,-0.9284496307373047,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.0899476408958435,0.0,35.2618408203125,0.15000000596046448,10.219468116760254
328,0.9166380167007446,0.5,0.0,0.0,-3.200803279876709,-0.0001933176681632176,-0.4464530348777771,0.0,-0.375049889087677,0.0,-1.212271116823871e-10,-1.4584844443277234e-10,0.0,-1.0785783529281616,0.0,-0.9284496307373047,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.08375626057386398,0.0,35.29669952392578,0.15000000596046448,10.234904289245605
329,0.854472815990448,0.5,0.0,0.0,-3.2044641971588135,-0.0002069517649943009,-0.28286802768707275,0.0,-0.37522220611572266,0.0,-1.262602244977984e-10,-1.4584844443277234e-10,0.0,-0.8572027087211609,0.0,-0.9284496307373047,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.10122547298669815,0.0,35.29669952392578,0.15000000596046448,10.239564895629883
330,0.8283315896987915,0.5,0.0,0.0,-3.2135567665100098,-0.0005217957077547908,-0.04784379526972771,0.0,-0.37532687187194824,0.0,-1.269817723192901e-10,-1.4584844443277234e-10,0.0,-0.6982269883155823,0.0,-0.9284496307373047,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.11091180145740509,0.0,35.2618408203125,0.15000000596046448,10.233546257019043
331,0.8811149597167969,0.5,0.0,0.0,-3.200690507888794,-0.00013303144078236073,-0.0905630961060524,0.0,-0.37506088614463806,0.0,-1.258837339923602e-10,-1.4584844443277234e-10,0.0,-0.8747866153717041,0.0,-0.9284496307373047,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.11391592025756836,0.0,35.18500518798828,0.15000000596046448,10.21597671508789
332,0.8232651352882385,0.5,0.0,0.0,-3.2984118461608887,-0.0005713358405046165,-0.24447131156921387,0.0,-0.3754989802837372,0.0,-1.2560850970455562e-10,-1.4584844443277234e-10,0.0,-0.7508684992790222,0.0,-0.9284496307373047,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.12826529145240784,0.0,35.0487060546875,0.15000000596046448,10.158924102783203
333,0.9424331784248352,0.5,0.0,0.0,-3.219428300857544,-0.00020752962154801935,-0.06124894320964813,0.0,-0.3755388855934143,0.0,-1.2803966220609198e-10,-1.4584844443277234e-10,0.0,-0.643619954586029,0.0,-0.9284496307373047,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.12741561233997345,0.0,34.815887451171875,0.15000000596046448,10.090420722961426
334,0.9475059509277344,0.5,0.0,0.0,-3.2061803340911865,-2.533626502554398e-05,-0.15001174807548523,0.0,-0.375141441822052,0.0,-1.3784674790517926e-10,-1.4584844443277234e-10,0.0,-0.7991847395896912,0.0,-0.9284496307373047,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.10687876492738724,0.0,34.405517578125,0.15000000596046448,9.9750394821167
335,0.9982603788375854,0.5,0.0,0.0,-3.4045536518096924,-0.002374473726376891,-0.7521915435791016,0.0,-0.3722464442253113,0.0,-1.4746613652416585e-10,-1.4584844443277234e-10,0.0,-0.7007899880409241,0.0,-0.9284496307373047,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.23796330392360687,0.0,33.621124267578125,0.15000000596046448,9.6366548538208
336,0.8828986287117004,0.5,0.0,0.0,-3.2379164695739746,-0.0001291122753173113,-0.15682829916477203,0.0,-0.37532421946525574,0.0,-1.554597978126182e-10,-1.4584844443277234e-10,0.0,-0.6061086058616638,0.0,-0.9284496307373047,-4.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.11908275634050369,0.0,31.905471801757812,0.15000000596046448,9.139208793640137
337,0.7115269303321838,0.5,0.0,0.0,-3.221031665802002,-0.00010759870201582089,-0.44886505603790283,0.0,-0.37522000074386597,0.0,-1.622833534220547e-10,-1.4584844443277234e-10,0.0,-0.5262701511383057,0.0,-0.9284496307373047,-4.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.12152259051799774,0.0,27.338850021362305,0.15000000596046448,7.824289798736572
338,0.868736207485199,0.5,0.0,0.0,-3.206210136413574,-0.0405794195830822,-0.8789949417114258,0.0,-0.3735370934009552,0.0,-1.6843666739152496e-10,-1.4584844443277234e-10,0.0,-0.49240466952323914,0.0,-0.3779888153076172,-4.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.020466599613428116,0.0,-13.14734935760498,0.15000000596046448,-8.692967414855957
339,0.3259444236755371,0.5,0.0,0.0,-3.2764580249786377,-0.001073582679964602,-0.9354177713394165,0.0,-0.37506526708602905,0.0,-1.462199111790241e-10,-1.4584844443277234e-10,0.0,-0.5216375589370728,0.0,-0.3779888153076172,-4.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.013813436031341553,0.0,13.147004127502441,0.15000000596046448,8.550806999206543
340,0.05405254662036896,0.5,0.0,0.0,-3.322331190109253,-0.00023205066099762917,-0.39150646328926086,0.0,-0.37503933906555176,0.0,-1.0467719052664748e-10,-1.4584844443277234e-10,0.0,-0.546465277671814,0.0,-0.3779888153076172,-4.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.08150099962949753,0.0,27.338733673095703,0.15000000596046448,17.014522552490234
341,0.01972847431898117,0.5,0.0,0.0,-3.390352725982666,-0.0004892698489129543,-0.08259011805057526,0.0,-0.3750362694263458,0.0,-6.608347896674971e-11,-1.4584844443277234e-10,0.0,-0.5648656487464905,0.0,-0.3779888153076172,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.17095263302326202,0.0,31.905433654785156,0.15000000596046448,18.423423767089844
342,0.01044235285371542,0.5,0.0,0.0,-3.2873358726501465,-0.0017684382619336247,-0.08204721659421921,0.0,-0.37507203221321106,0.0,-4.8561522858481254e-11,-1.4584844443277234e-10,0.0,-0.5786413550376892,0.0,-0.3779888153076172,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.18329593539237976,0.0,33.62110900878906,0.15000000596046448,17.634756088256836
343,0.026016024872660637,0.5,0.0,0.0,-3.2357189655303955,-0.0018419643165543675,-0.0033427237067371607,0.0,-0.3750423789024353,0.0,-4.4757558770314176e-11,-1.4584844443277234e-10,0.0,-0.6018726825714111,0.0,-0.3779888153076172,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.30806589126586914,0.0,34.40550994873047,0.15000000596046448,16.159072875976562
344,0.06764720380306244,0.5,0.0,0.0,-3.208874225616455,-0.0009701150702312589,-0.06565741449594498,0.0,-0.3750132918357849,0.0,-5.098805405667761e-11,-1.4584844443277234e-10,0.0,-0.6128959655761719,0.0,-0.3779888153076172,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.3690457344055176,0.0,34.81588363647461,0.15000000596046448,14.429389953613281
345,0.1424790769815445,0.5,0.0,0.0,-3.203322410583496,-0.0005085680168122053,-0.00860311184078455,0.0,-0.37501704692840576,0.0,-6.343266190089736e-11,-1.4584844443277234e-10,0.0,-0.5937220454216003,0.0,-0.3779888153076172,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.7407487630844116,0.0,35.048702239990234,0.15000000596046448,12.642537117004395
346,0.24300263822078705,0.5,0.0,0.0,-3.2006514072418213,-0.0001068978599505499,-0.035709768533706665,0.0,-0.37500572204589844,0.0,-7.547160812970688e-11,-1.4584844443277234e-10,0.0,-0.5458211302757263,0.0,-0.3779888153076172,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.40937960147857666,0.0,35.18500518798828,0.15000000596046448,10.925308227539062
347,0.3846844732761383,0.5,0.0,0.0,-3.2010703086853027,-0.016544217243790627,-0.03181985393166542,0.0,-0.37487858533859253,0.0,-8.646056093297716e-11,-1.4584844443277234e-10,0.0,-0.4818415343761444,0.0,-0.3779888153076172,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.8182027339935303,0.0,35.2618408203125,0.15000000596046448,9.399184226989746
348,0.667640745639801,0.5,0.0,0.0,-3.20674729347229,-0.00011786801042035222,-0.09967003762722015,0.0,0.0,0.0,-9.892493768592914e-11,-1.4584844443277234e-10,0.0,-0.4334636926651001,0.0,-0.3779888153076172,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.3880210816860199,0.0,35.29669952392578,0.15000000596046448,8.082557678222656
349,0.6960539817810059,0.5,0.0,0.0,-3.20479416847229,-0.0003340349649079144,-0.037759240716695786,0.0,0.0,0.0,-1.0944594536210772e-10,-1.4584844443277234e-10,0.0,-0.40649738907814026,0.0,-0.3779888153076172,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.3320921063423157,0.0,35.29669952392578,0.15000000596046448,7.007572650909424
350,0.7655895948410034,0.5,0.0,0.0,-3.204789400100708,-0.0002996847906615585,-0.003818405792117119,0.0,0.0,0.0,-1.165230828492625e-10,-1.4584844443277234e-10,0.0,-0.391072541475296,0.0,-0.3779888153076172,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.3126225769519806,0.0,35.2618408203125,0.15000000596046448,6.093814373016357
351,0.8356268405914307,0.5,0.0,0.0,-3.206026077270508,-0.0008728749235160649,-0.002504711039364338,0.0,0.0,0.0,-1.2012645045356152e-10,-1.4584844443277234e-10,0.0,-0.3972163498401642,0.0,-0.3779888153076172,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.36539530754089355,0.0,35.18500518798828,0.15000000596046448,5.291362285614014
352,0.9098955392837524,0.5,0.0,0.0,-3.21384859085083,-0.0006911991513334215,-0.009998740628361702,0.0,0.0,0.0,-1.2501152890642686e-10,-1.4584844443277234e-10,0.0,-0.4208683967590332,0.0,-0.3779888153076172,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.3427148163318634,0.0,35.0487060546875,0.15000000596046448,4.596131324768066
353,0.882416844367981,0.5,0.0,0.0,-3.213704824447632,-0.0022560975048691034,-0.07501063495874405,0.0,0.0,0.0,-1.2804104998487276e-10,-1.4584844443277234e-10,0.0,-0.4767771363258362,0.0,-0.3779888153076172,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.41752326488494873,0.0,34.815887451171875,0.15000000596046448,3.9826772212982178
354,0.8465095162391663,0.5,0.0,0.0,-1.608554482460022,-0.0009742332622408867,-0.3118132948875427,0.0,-0.1863415241241455,0.0,-1.2804239613029011e-10,-1.4584844443277234e-10,0.0,-0.46151530742645264,0.0,-0.3779888153076172,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.4441521167755127,0.0,34.405517578125,0.15000000596046448,3.398298740386963
355,0.7493157982826233,0.5,0.0,0.0,-3.2378158569335938,-0.322604238986969,-1.009434700012207,0.0,-0.38262295722961426,0.0,-1.2432090079617097e-10,-1.4584844443277234e-10,0.0,-0.3492467701435089,0.0,-0.3779888153076172,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,0.0
356,0.8734003901481628,0.5,0.0,0.0,-1.6956578493118286,-0.004741998855024576,-0.91732257604599,0.0,-0.18088051676750183,0.0,-1.2346239308680396e-10,-1.4584844443277234e-10,0.0,-0.4301917254924774,0.0,-16.0,0.0,0.0,0.0,-19.999998092651367,4.0,0.0,0.0,-0.00855108443647623,0.0,31.905471801757812,0.15000000596046448,2.798664093017578
357,0.15979084372520447,0.5,0.0,0.0,-3.3016464710235596,-0.0022906754165887833,-2.9257004261016846,0.0,0.0,0.0,-1.1011882378175741e-10,-1.4584844443277234e-10,0.0,-0.37670066952705383,0.0,-16.0,0.0,0.0,0.0,-19.999998092651367,4.0,0.0,0.0,-0.012016566470265388,0.0,27.338855743408203,0.15000000596046448,2.3966431617736816
358,0.1603740155696869,0.5,0.0,0.0,-3.3368616104125977,-0.0010663920547813177,-1.6535003185272217,0.0,0.0,0.0,-9.295249986385201e-11,-1.4584844443277234e-10,0.0,-0.3478071391582489,0.0,-16.0,0.0,0.0,0.0,-19.999998092651367,4.0,0.0,0.0,-0.11453597992658615,0.0,13.147359848022461,0.15000000596046448,1.1109493970870972
359,0.5006406903266907,0.5,0.0,0.0,-3.2564620971679688,-0.11747288703918457,-0.7899251580238342,0.0,0.0,0.0,-8.600117146206898e-11,-1.4584844443277234e-10,0.0,-0.34064778685569763,0.0,-0.9472131729125977,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.13721433281898499,0.0,13.146994590759277,0.15000000596046448,4.480023384094238
360,0.280254989862442,0.5,0.0,0.0,-3.208176374435425,-0.11492454260587692,-0.37503451108932495,0.0,0.0,0.0,-9.200192691016795e-11,-1.4584844443277234e-10,0.0,-0.3912956118583679,0.0,-0.9472131729125977,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.21419090032577515,0.0,27.338733673095703,0.15000000596046448,8.851272583007812
361,0.14231175184249878,0.5,0.0,0.0,-3.22102689743042,-0.0009676464251242578,-0.20522239804267883,0.0,0.0,0.0,-8.986963950796678e-11,-1.4584844443277234e-10,0.0,-0.4526394009590149,0.0,-0.9472131729125977,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.3423607647418976,0.0,31.90542984008789,0.15000000596046448,10.125873565673828
362,0.15224629640579224,0.5,0.0,0.0,-3.231095552444458,-0.0005674978019669652,-0.04103852063417435,0.0,0.0,0.0,-8.042475019287565e-11,-1.4584844443277234e-10,0.0,-0.5172712206840515,0.0,-0.9472131729125977,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.4654988646507263,0.0,33.62110900878906,0.15000000596046448,10.405800819396973
363,0.16512133181095123,0.5,0.0,0.0,-3.255343437194824,-0.0003751771291717887,-0.04340093582868576,0.0,0.0,0.0,-7.733382684227408e-11,-1.4584844443277234e-10,0.0,-0.5867673754692078,0.0,-0.9472131729125977,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.48389294743537903,0.0,34.40550994873047,0.15000000596046448,10.363576889038086
364,0.25985562801361084,0.5,0.0,0.0,-3.2767462730407715,-0.00038044090615585446,-0.15018196403980255,0.0,0.0,0.0,-8.101520843073473e-11,-1.4584844443277234e-10,0.0,-0.6558187007904053,0.0,-0.9472131729125977,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.4635229706764221,0.0,34.81588363647461,0.15000000596046448,10.203264236450195
365,0.28812175989151,0.5,0.0,0.0,-3.2981812953948975,-0.00030107685597613454,-0.3060716688632965,0.0,-0.25670766830444336,0.0,-8.576761523215737e-11,-1.4584844443277234e-10,0.0,-0.7280989289283752,0.0,-0.9472131729125977,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.42177581787109375,0.0,35.048702239990234,0.15000000596046448,10.00185775756836
366,0.43848663568496704,0.5,0.0,0.0,-3.230142116546631,-0.0005476683145388961,-0.5216115713119507,0.0,-0.37351953983306885,0.0,-9.250535754068423e-11,-1.4584844443277234e-10,0.0,-0.8096085786819458,0.0,-0.9472131729125977,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.09937278181314468,0.0,35.18500518798828,0.15000000596046448,9.849867820739746
367,0.7837169766426086,0.5,0.0,0.0,-3.2075185775756836,-0.00015304044063668698,-0.32206523418426514,0.0,-0.37427079677581787,0.0,-1.0355113988502751e-10,-1.4584844443277234e-10,0.0,-0.8919931054115295,0.0,-0.9472131729125977,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.07802216708660126,0.0,35.2618408203125,0.15000000596046448,9.758735656738281
368,0.7694365978240967,0.5,0.0,0.0,-3.202380657196045,-0.00041133526246994734,-0.4857807457447052,0.0,-0.3750250041484833,0.0,-1.1467611582549608e-10,-1.4584844443277234e-10,0.0,-1.003829002380371,0.0,-0.9472131729125977,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.08468147367238998,0.0,35.29669952392578,0.15000000596046448,9.658377647399902
369,0.7675601840019226,0.5,0.0,0.0,-3.211561679840088,-9.039817086886615e-05,-0.3743973672389984,0.0,-0.37550118565559387,0.0,-1.2048935460473587e-10,-1.4584844443277234e-10,0.0,-0.793138861656189,0.0,-0.9472131729125977,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.08923424780368805,0.0,35.29669952392578,0.15000000596046448,9.533825874328613
370,0.8456569314002991,0.5,0.0,0.0,-3.2088546752929688,-0.0002819585788529366,-0.09983434528112411,0.0,-0.3740366995334625,0.0,-1.2174085350924457e-10,-1.4584844443277234e-10,0.0,-0.9172953367233276,0.0,-0.9472131729125977,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.08900395780801773,0.0,35.2618408203125,0.15000000596046448,9.414255142211914
371,0.7213133573532104,0.5,0.0,0.0,-3.248817205429077,-0.000609353359322995,-0.3024095296859741,0.0,-0.3757709860801697,0.0,-1.2137123250877124e-10,-1.4584844443277234e-10,0.0,-0.7387121915817261,0.0,-0.9472131729125977,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.10153214633464813,0.0,35.18500518798828,0.15000000596046448,9.262086868286133
372,0.7890815734863281,0.5,0.0,0.0,-1.60695481300354,-0.0002309742267243564,-0.1087239682674408,0.0,-0.37537312507629395,0.0,-1.2097498003349472e-10,-1.4584844443277234e-10,0.0,-0.7890704870223999,0.0,-0.9472131729125977,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.10939265787601471,0.0,35.0487060546875,0.15000000596046448,9.103347778320312
373,0.7667506337165833,0.5,0.0,0.0,-3.285614013671875,-0.0004610430041793734,-0.1034650132060051,0.0,-0.37583500146865845,0.0,-1.198104809807532e-10,-1.4584844443277234e-10,0.0,-0.6727210283279419,0.0,-0.9472131729125977,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.11218516528606415,0.0,34.815887451171875,0.15000000596046448,8.914815902709961
374,0.8785473108291626,0.5,0.0,0.0,-3.2930805683135986,-0.0005473858909681439,-0.07711857557296753,0.0,-0.375777006149292,0.0,-1.228430274169412e-10,-1.4584844443277234e-10,0.0,-0.5687025189399719,0.0,-0.9472131729125977,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.11000469326972961,0.0,34.405517578125,0.15000000596046448,8.683747291564941
375,0.9769159555435181,0.5,0.0,0.0,-3.2068490982055664,-4.5724409574177116e-05,-0.2009134292602539,0.0,-0.37514376640319824,0.0,-1.3321360681217698e-10,-1.4584844443277234e-10,0.0,-0.7086741924285889,0.0,-0.9472131729125977,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.09076130390167236,0.0,33.62112808227539,0.15000000596046448,8.383398056030273
376,0.985458493232727,0.5,0.0,0.0,-3.321220636367798,-0.01401834562420845,-0.7802968621253967,0.0,-0.3772640824317932,0.0,-1.453227121972489e-10,-1.4584844443277234e-10,0.0,-0.6138195991516113,0.0,-0.9472131729125977,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.4638301730155945,0.0,31.905475616455078,0.15000000596046448,7.789975166320801
377,0.9236710071563721,0.5,0.0,0.0,-3.2165122032165527,-9.760206012288108e-05,-0.2522769272327423,0.0,-0.3752713203430176,0.0,-1.5478805737156875e-10,-1.4584844443277234e-10,0.0,-0.5251569747924805,0.0,-0.9472131729125977,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.10618710517883301,0.0,27.338855743408203,0.15000000596046448,6.601113796234131
378,0.9612189531326294,0.5,0.0,0.0,-3.2527506351470947,-0.000263800349785015,-0.5419674515724182,0.0,-0.3754691779613495,0.0,-1.5628265348510695e-10,-1.4584844443277234e-10,0.0,-0.44659295678138733,0.0,-0.9472131729125977,-4.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.12750929594039917,0.0,13.147370338439941,0.15000000596046448,3.128340482711792
379,0.8262513279914856,0.5,0.0,0.0,-3.230762004852295,-0.020986169576644897,-0.7651365995407104,0.0,-0.3748167157173157,0.0,-1.4749966525950953e-10,-1.4584844443277234e-10,0.0,-0.45406684279441833,0.0,-15.874929428100586,-4.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.022778473794460297,0.0,13.14698314666748,0.15000000596046448,6.984404563903809
380,0.1142064556479454,0.5,0.0,0.0,-3.247270345687866,-0.00065686518792063,-0.6254109144210815,0.0,-0.37505313754081726,0.0,-1.1799911048271383e-10,-1.4584844443277234e-10,0.0,-0.4797978699207306,0.0,-15.874929428100586,-4.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.06071619689464569,0.0,27.338727951049805,0.15000000596046448,14.062052726745605
381,0.023023540154099464,0.5,0.0,0.0,-3.2893683910369873,-0.00011340305354679003,-0.13379409909248352,0.0,-0.3750607371330261,0.0,-8.070574070151437e-11,-1.4584844443277234e-10,0.0,-0.5051235556602478,0.0,-15.874929428100586,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.1326705813407898,0.0,31.90542984008789,0.15000000596046448,15.551450729370117
382,0.012221777811646461,0.5,0.0,0.0,-3.258207082748413,-0.0006943129119463265,-0.06428476423025131,0.0,-0.37504854798316956,0.0,-5.343352149633773e-11,-1.4584844443277234e-10,0.0,-0.5283695459365845,0.0,-15.874929428100586,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.2170371562242508,0.0,33.62110900878906,0.15000000596046448,15.235201835632324
383,0.03713266924023628,0.5,0.0,0.0,-3.230097532272339,-0.00237143412232399,-0.041097868233919144,0.0,-0.375023752450943,0.0,-4.752395352247696e-11,-1.4584844443277234e-10,0.0,-0.5574238896369934,0.0,-15.874929428100586,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.3070529103279114,0.0,34.40550994873047,0.15000000596046448,14.246450424194336
384,0.12278489023447037,0.5,0.0,0.0,-3.217587947845459,-0.0019526995019987226,-0.02276001125574112,0.0,-0.3750321567058563,0.0,-5.635010166815668e-11,-1.4584844443277234e-10,0.0,-0.56761234998703,0.0,-15.874929428100586,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.3584975004196167,0.0,34.81588363647461,0.15000000596046448,13.02811336517334
385,0.22388038039207458,0.5,0.0,0.0,-3.203113317489624,-0.0002740479540079832,-0.05171667039394379,0.0,-0.3750274181365967,0.0,-7.131257390158297e-11,-1.4584844443277234e-10,0.0,-0.5454892516136169,0.0,-15.874929428100586,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.4241630434989929,0.0,35.048702239990234,0.15000000596046448,11.779292106628418
386,0.2345350980758667,0.5,0.0,0.0,-3.2001349925994873,-0.0002630879171192646,-0.03767291456460953,0.0,-0.37498244643211365,0.0,-8.15944534160451e-11,-1.4584844443277234e-10,0.0,-0.5099771022796631,0.0,-15.874929428100586,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.43380701541900635,0.0,35.185001373291016,0.15000000596046448,10.541570663452148
387,0.47395777702331543,0.5,0.0,0.0,-1.6772631406784058,-3.280944292782806e-05,-0.038649506866931915,0.0,-0.37500256299972534,0.0,-9.04521804678815e-11,-1.4584844443277234e-10,0.0,-0.45092079043388367,0.0,-15.874929428100586,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.4021984040737152,0.0,35.2618408203125,0.15000000596046448,9.358261108398438
388,0.6403985619544983,0.5,0.0,0.0,-3.204218626022339,-0.0006353312637656927,-0.06267557293176651,0.0,0.0,0.0,-1.0048976928356268e-10,-1.4584844443277234e-10,0.0,-0.41261863708496094,0.0,-15.874929428100586,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.36894237995147705,0.0,35.29669952392578,0.15000000596046448,8.31042194366455
389,0.7393326759338379,0.5,0.0,0.0,-3.2120041847229004,-0.0005560470744967461,-0.009646688587963581,0.0,0.0,0.0,-1.1129230176321059e-10,-1.4584844443277234e-10,0.0,-0.3916877806186676,0.0,-15.874929428100586,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.36007246375083923,0.0,35.29669952392578,0.15000000596046448,7.421889781951904
390,0.8439779281616211,0.5,0.0,0.0,-3.216773748397827,-0.00044722887105308473,-0.025212910026311874,0.0,0.0,0.0,-1.1866578553121343e-10,-1.4584844443277234e-10,0.0,-0.3768104016780853,0.0,-15.874929428100586,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.32461443543434143,0.0,35.2618408203125,0.15000000596046448,6.659091949462891
391,0.8996127843856812,0.5,0.0,0.0,-3.211236000061035,-0.0004798289737664163,-0.0020899134688079357,0.0,0.0,0.0,-1.244891412177651e-10,-1.4584844443277234e-10,0.0,-0.3839772939682007,0.0,-15.874929428100586,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.3359065055847168,0.0,35.18500518798828,0.15000000596046448,5.974893093109131
392,0.8760299682617188,0.5,0.0,0.0,-3.2173123359680176,-0.0010203829733654857,-0.00837773084640503,0.0,0.0,0.0,-1.2770835777775602e-10,-1.4584844443277234e-10,0.0,-0.4107299745082855,0.0,-15.874929428100586,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.3944382071495056,0.0,35.0487060546875,0.15000000596046448,5.349648475646973
393,0.8975451588630676,0.5,0.0,0.0,-3.2223305702209473,-0.0008951835334300995,-0.035650379955768585,0.0,0.0,0.0,-1.2876190391697406e-10,-1.4584844443277234e-10,0.0,-0.46301668882369995,0.0,-15.874929428100586,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.40023842453956604,0.0,34.81589126586914,0.15000000596046448,4.7722086906433105
