step,track_lin_vel_xy_exp,track_ang_vel_z_exp,lin_vel_z_l2,ang_vel_xy_l2,dof_torques_l2,dof_acc_l2,action_rate_l2,flat_orientation_l2,dof_pos_limits,termination_penalty,curr_vel,cmd_vel_given,track_lin_vel_xy,joint_angles,joint_symmetry_reward,stride_consistency,torso_orientation,phase_contact,phase_contact_per_cycle,alternation_contact,progressive_step,foot_cycle_sym,symmetric_foot_airtime,feet_no_slip_condition,com_step_reward,paper_cycle_reward,alive,curr_x_L,curr_x_R,curr_z_L,curr_z_R,left_target,rcs_phase_with_place,right_target,policy[0],policy[1],policy[2],policy[3],policy[4],policy[5],policy[6],policy[7],policy[8],policy[9],policy[10],policy[11],policy[12],policy[13],policy[14],policy[15],policy[16],policy[17],policy[18],policy[19],policy[20],policy[21],policy[22],policy[23],policy[24],policy[25],policy[26],policy[27],policy[28],policy[29],policy[30],policy[31],policy[32],critic[0],critic[1],critic[2],critic[3],critic[4],critic[5],critic[6],critic[7],critic[8],critic[9],critic[10],critic[11],critic[12],critic[13],critic[14],critic[15],critic[16],critic[17],critic[18],critic[19],critic[20],critic[21],critic[22],critic[23],critic[24],critic[25],critic[26],critic[27],critic[28],critic[29],critic[30],critic[31],critic[32],critic[33],critic[34],critic[35]
0,0.001069575664587319,0.5,0.0,0.0,-3.220660924911499,-0.38376063108444214,-3.5841054916381836,0.0,-0.7498233318328857,0.0,7.6714736993444e-12,-1.1159300566943031e-10,0.0015410248888656497,0.0,0.0,0.0,0.4000000059604645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,-4.275822057531187e-11,-4.187403548905344e-11,3.6333304420654855e-11,3.6329484559560754e-11,4.2758213636417963e-11,0.0,4.187403201960649e-11,0.014141082763671875,0.7843555808067322,0.1748988777399063,0.05962660536170006,0.030684415251016617,-0.9653305411338806,-2.2318601608276367,0.0,0.0,0.008966114372015,0.006161864846944809,0.015204545110464096,-0.010794132947921753,-0.010211256332695484,-0.0037790141068398952,0.00956544280052185,0.03656402975320816,-0.027436280623078346,0.023735154420137405,-0.05705035850405693,-0.1441940814256668,0.010905004106462002,0.025064295157790184,0.00974109023809433,-0.09073300659656525,-9.400897026062012,-16.432449340820312,0.23344536125659943,0.972369909286499,0.42758214473724365,-0.3633330762386322,0.41874030232429504,0.001629561185836792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0016233876813203096,0.5,0.0,0.0,-3.269726037979126,-0.0006979104946367443,-0.7306597828865051,0.0,-0.7500289678573608,0.0,1.7558227441427654e-11,-1.1159300566943031e-10,0.0006762811681255698,0.0,0.0,0.0,0.4000000059604645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,-4.2405148836799356e-11,-4.165763567431924e-11,3.5695044142691756e-11,3.5696480493729865e-11,4.2405145367352404e-11,0.0,4.1657632204872286e-11,-0.010520070791244507,0.37044286727905273,0.1992024928331375,0.0685020238161087,-0.007046017795801163,-1.0432807207107544,-2.2318601608276367,0.0,0.0,0.014354104176163673,0.0018059927970170975,0.019499341025948524,-0.014002401381731033,-0.02543041482567787,0.006314504891633987,0.005025078542530537,0.026420606300234795,-0.0008865445852279663,0.0017143547302111983,-0.09283816814422607,-0.06625979393720627,-0.030316144227981567,-0.014903915114700794,-0.12210144847631454,0.007159560918807983,-0.9563595056533813,-17.747289657592773,0.3826834261417389,0.9238795638084412,0.424051433801651,-0.35695043206214905,0.4165763258934021,0.007959604263305664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.014636888168752193,0.5,0.0,0.0,-3.202937126159668,-0.00024181140179280192,-0.3708404004573822,0.0,-0.3749982714653015,0.0,5.545090428493715e-12,-1.1159300566943031e-10,0.007499613333493471,-0.020465729758143425,0.0,0.0,0.4000000059604645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,-4.405189060752157e-11,-4.250916979531283e-11,3.474964413441306e-11,3.46618046764835e-11,4.405188366862767e-11,0.0,4.250916632586588e-11,-0.0847971960902214,-0.2861313819885254,0.07184107601642609,0.011252336204051971,-0.013938866555690765,-1.0365556478500366,-2.2318601608276367,0.0,0.0,0.026512859389185905,0.006828548386693001,0.027979297563433647,-0.04671478271484375,-0.014379605650901794,0.08234348893165588,0.009563017636537552,0.10188769549131393,0.006317758467048407,-0.03449389338493347,-0.04473912715911865,0.10585146397352219,0.3648982048034668,-0.01998472586274147,-0.06364365667104721,0.04341781884431839,4.4079203605651855,-20.628923416137695,0.5224985480308533,0.8526401519775391,0.4405188262462616,-0.3474964201450348,0.4250916540622711,0.018306344747543335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.003156360238790512,0.5,0.0,0.0,-3.2146148681640625,-0.0001832346461014822,-0.10642879456281662,0.0,-0.37494295835494995,0.0,-1.9412965159004703e-12,-1.1159300566943031e-10,0.006748957093805075,-0.06661651283502579,0.0,0.0,0.4000000059604645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,-4.58206667053318e-11,-4.3044404846037665e-11,3.357612105014951e-11,3.323492869800049e-11,4.58206597664379e-11,0.0,4.304440137659071e-11,-0.17170310020446777,0.0379079133272171,0.1695243865251541,0.023439880460500717,-0.025928551331162453,-0.9849802255630493,-2.2318601608276367,0.0,0.0,0.03804369270801544,0.012718571349978447,0.013130825012922287,-0.05550064891576767,-0.014295414090156555,0.15933430194854736,0.005347229540348053,0.03922451287508011,-0.028550583869218826,0.06953340023756027,-0.11949250847101212,0.0012273669708520174,0.3407316207885742,0.019942307844758034,-0.09078594297170639,-0.04481238126754761,2.604985237121582,-23.346235275268555,0.649448037147522,0.760405957698822,0.4582065939903259,-0.3357611894607544,0.43044400215148926,0.0325751006603241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0017014887416735291,0.5,0.0,0.0,-3.205174207687378,-0.00010017985187005252,-0.3331681787967682,0.0,-0.37500423192977905,0.0,1.089906897372428e-11,-1.1159300566943031e-10,0.001394722261466086,-0.12477617710828781,0.0,0.0,0.4000000059604645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,-4.742276363267628e-11,-4.342475684593339e-11,3.2161152213605604e-11,3.141186616373304e-11,4.7422753224335423e-11,0.0,4.342475684593339e-11,0.18460674583911896,0.4480392336845398,0.19608919322490692,0.027719620615243912,0.017201047390699387,-0.9580718874931335,-2.2318601608276367,0.0,0.0,0.04572799801826477,0.013857735320925713,0.03547530621290207,-0.09186095744371414,-0.024923507124185562,0.2295629382133484,0.00022689998149871826,0.0832025557756424,0.04181528836488724,0.007809185888618231,-0.12849001586437225,0.02157331071794033,0.41031643748283386,0.0002371013251831755,-0.18199431896209717,-0.011342853307723999,6.202967166900635,-27.858652114868164,0.760405957698822,0.649448037147522,0.47422757744789124,-0.32161152362823486,0.43424758315086365,0.050805747509002686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.0010052022989839315,0.5,0.0,0.0,-3.2052886486053467,-0.00019004782370757312,-0.3034540116786957,0.0,-0.3749481737613678,0.0,1.6706188515902554e-11,-1.1159300566943031e-10,0.0005775769823230803,-0.19396714866161346,0.0,0.0,0.4000000059604645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,-4.887495963501465e-11,-4.3729641435730215e-11,3.04891216440506e-11,2.9192700340407995e-11,4.887494922667379e-11,0.0,4.372963449683631e-11,-0.11777576059103012,0.5093115568161011,-0.11318095773458481,0.08860892057418823,-0.04964626207947731,-0.9837409853935242,-2.2318601608276367,0.0,0.0,0.0806083157658577,0.013010011985898018,0.047397106885910034,-0.1370813548564911,-0.027998311445116997,0.32233643531799316,0.0043199919164180756,0.1442890167236328,-0.012226146645843983,0.023231327533721924,-0.18507783114910126,-0.07934021204710007,0.3986779749393463,0.01661594584584236,-0.19436103105545044,-0.0705621987581253,6.2749199867248535,-33.36651611328125,0.8526401519775391,0.522498607635498,0.48874953389167786,-0.3048911988735199,0.43729639053344727,0.07299739122390747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.000911818933673203,0.5,0.0,0.0,-3.2011053562164307,-0.00023480047821067274,-0.06958533823490143,0.0,-0.3749710023403168,0.0,2.0140488235509402e-11,-1.1159300566943031e-10,0.0003779272083193064,-0.2774850130081177,0.0,0.0,0.4000000059604645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,-5.045201409425992e-11,-4.3821560963275275e-11,2.8585486408494454e-11,2.6575736403189332e-11,5.045201409425992e-11,0.0,4.3821560963275275e-11,-0.018049955368041992,0.5955798029899597,-0.0451073944568634,0.021030057221651077,-0.028455181047320366,-1.0394761562347412,-2.2318601608276367,0.0,0.0,0.09261845052242279,0.018301760777831078,0.05763579159975052,-0.15847356617450714,-0.04352624714374542,0.40432843565940857,-0.005465653724968433,0.154677614569664,-0.0038110464811325073,0.10911557823419571,-0.20412559807300568,-0.054294224828481674,0.40086373686790466,0.039158064872026443,-0.24081951379776,-0.07913556694984436,5.32172966003418,-35.82572937011719,0.9238795638084412,0.3826834261417389,0.5045201182365417,-0.28585487604141235,0.43821561336517334,0.09916704893112183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.0013158723013475537,0.5,0.0,0.0,-3.207688093185425,-0.00030572060495615005,-0.11449433118104935,0.0,-0.37493813037872314,0.0,1.929014066537338e-11,-1.1159300566943031e-10,0.000502388400491327,-0.37216100096702576,0.0,0.0,0.4000000059604645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,-5.2267017103257984e-11,-4.3692063855793606e-11,2.646311642040544e-11,2.356090843258496e-11,5.2267017103257984e-11,0.0,4.3692063855793606e-11,0.06015990674495697,0.6905637979507446,-0.06392805278301239,0.08187872171401978,-0.02392640709877014,-0.9673198461532593,-2.2318601608276367,0.0,0.0,0.13060806691646576,0.013093264773488045,0.06092401593923569,-0.1907488852739334,-0.05995263159275055,0.48289284110069275,0.0067567378282547,0.17817454040050507,0.0051069497130811214,0.09467752277851105,-0.11168642342090607,-0.029229653999209404,0.37502726912498474,-0.045094914734363556,-0.24086180329322815,-0.10954365134239197,3.805802345275879,-38.850704193115234,0.972369909286499,0.2334454208612442,0.5226701498031616,-0.2646311819553375,0.4369206428527832,0.1293153017759323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.001284155179746449,0.5,0.0,0.0,-1.687314748764038,-0.00011991224891971797,-0.1375538557767868,0.0,-0.37500765919685364,0.0,1.7277179686914224e-11,-1.1159300566943031e-10,0.0006164115038700402,-0.319425493478775,0.0,0.0,0.4000000059604645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,-4.957617996681485e-11,-4.362158551041162e-11,2.214915750808899e-11,2.0216862905986233e-11,4.9576173027920944e-11,0.0,4.362158204096467e-11,-0.02364206314086914,0.5310551524162292,0.12221650779247284,0.09002035856246948,-0.004508469253778458,-0.990969717502594,-2.2318601608276367,0.0,0.0,0.16039349138736725,0.017421387135982513,0.08712490648031235,-0.21331286430358887,-0.06936774402856827,0.399215966463089,-0.006691699847579002,0.1592409610748291,0.047376036643981934,0.08083059638738632,-0.04583064839243889,-0.07129210978746414,-0.38814958930015564,-0.03441735729575157,-0.25557494163513184,-0.09520548582077026,0.13252532482147217,-39.36256408691406,0.9969173073768616,0.07845908403396606,0.4957617521286011,-0.22149157524108887,0.4362158179283142,0.16275577247142792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.00531029561534524,0.5,0.0,0.0,-3.2053849697113037,-0.00028511014534160495,-1.1561942100524902,0.0,-0.3749504089355469,0.0,1.1588109811999647e-11,-1.1159300566943031e-10,0.002371690236032009,-0.4039756953716278,0.0,0.0,0.4000000059604645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,-5.152694590448981e-11,-4.3727067106091866e-11,1.9238922954745163e-11,1.6414532927333525e-11,5.152693549614895e-11,0.0,4.3727063636644914e-11,0.09299741685390472,0.0622067004442215,-0.12766608595848083,0.05181495472788811,-0.01305215060710907,-0.9917313456535339,-2.2318601608276367,0.0,0.0,0.20505541563034058,0.03064769320189953,0.07881172746419907,-0.22163866460323334,-0.07177030295133591,0.4822976887226105,0.009289592504501343,0.2086576521396637,-0.021824151277542114,0.05377040058374405,-0.016191745176911354,-0.029979009181261063,0.4171757698059082,-0.00047322214231826365,-0.24509301781654358,-0.08872568607330322,10.48926830291748,-42.25343704223633,0.9969173073768616,-0.07845905423164368,0.51526939868927,-0.19238921999931335,0.4372706413269043,0.20077908039093018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
