step,track_lin_vel_xy_exp,track_ang_vel_z_exp,lin_vel_z_l2,ang_vel_xy_l2,dof_torques_l2,dof_acc_l2,action_rate_l2,flat_orientation_l2,dof_pos_limits,termination_penalty,curr_vel,cmd_vel_given,track_lin_vel_xy,joint_angles,joint_symmetry_reward,stride_consistency,torso_orientation,phase_contact,phase_contact_per_cycle,alternation_contact,progressive_step,foot_cycle_sym,symmetric_foot_airtime,feet_no_slip_condition,com_step_reward,paper_cycle_reward,alive,curr_x_L,curr_x_R,curr_z_L,curr_z_R,left_target,rcs_phase_with_place,right_target,policy[0],policy[1],policy[2],policy[3],policy[4],policy[5],policy[6],policy[7],policy[8],policy[9],policy[10],policy[11],policy[12],policy[13],policy[14],policy[15],policy[16],policy[17],policy[18],policy[19],policy[20],policy[21],policy[22],policy[23],policy[24],policy[25],policy[26],policy[27],policy[28],critic[0],critic[1],critic[2],critic[3],critic[4],critic[5],critic[6],critic[7],critic[8],critic[9],critic[10],critic[11],critic[12],critic[13],critic[14],critic[15],critic[16],critic[17],critic[18],critic[19],critic[20],critic[21],critic[22],critic[23],critic[24],critic[25],critic[26],critic[27],critic[28],critic[29],critic[30],critic[31]
841,0.1492399424314499,0.5,0.0,0.0,-4.819794178009033,-0.00012027133925585076,-0.04290877282619476,0.0,-0.37322163581848145,0.0,-1.3770473476781842e-11,-7.211600761003467e-11,0.0,-0.506402313709259,0.0,-0.9563540816307068,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.035476092249155045,0.0,31.90540313720703,0.15000000596046448,-7.344623798033467e-10,-7.492933495889531e-10,7.512010978538708e-12,3.85468740260464e-12,-6.022963378038426e-11,139.33731079101562,-2.836966425667775e-11,-0.07396310567855835,1.01652193069458,0.06668101251125336,-0.034062761813402176,0.035007547587156296,-1.0242416858673096,-1.4423201084136963,0.0,0.0,0.33643239736557007,-7.602013111114502,-0.05425569415092468,-0.35771113634109497,0.06794409453868866,0.4989480972290039,0.003678492270410061,-0.032079022377729416,-0.017205823212862015,0.13144899904727936,-0.39488717913627625,-0.19488942623138428,0.36578723788261414,0.048831284046173096,-0.9902746677398682,-0.054535895586013794,3.848803758621216,-19.63018035888672,0.38267773389816284,0.9238818883895874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,0.09303469210863113,0.5,0.0,0.0,-4.313043117523193,-4.736244954983704e-05,-0.03498048335313797,0.0,-0.3740653693675995,0.0,-3.9090744530234645e-12,-7.211600761003467e-11,0.0,-0.6455024480819702,0.0,-0.9563540816307068,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.04327554628252983,0.0,33.621097564697266,0.15000000596046448,-7.349397757039355e-10,-7.493502485189651e-10,8.558392709800966e-12,3.85459676330302e-12,-5.975222400200764e-11,147.78024291992188,-2.831277920445352e-11,0.08607746660709381,1.4369230270385742,-0.1692497432231903,-0.053708210587501526,0.042876098304986954,-1.0403697490692139,-1.4423201084136963,0.0,0.0,0.31951165199279785,-7.600062847137451,-0.025562012568116188,-0.4429314434528351,0.025485584512352943,0.5711854100227356,-0.008235746994614601,-0.010094565339386463,-0.015233841724693775,0.12764796614646912,-0.36970946192741394,-0.23288647830486298,0.4419914782047272,-0.013574517332017422,-0.9592899084091187,-0.09812041372060776,2.131080150604248,-18.892200469970703,0.5225014686584473,0.8526383638381958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,0.04645940288901329,0.5,0.0,0.0,-2.3534340858459473,-0.0001182932683150284,-0.04557891562581062,0.0,-0.3756047785282135,0.0,5.671291561371028e-12,-7.211600761003467e-11,0.0,-0.6409884095191956,0.0,-0.9563540816307068,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.05331791937351227,0.0,34.40550231933594,0.15000000596046448,-7.302134452658038e-10,-7.494247444839175e-10,9.097413794512121e-12,3.852510324642289e-12,-6.447854056235158e-11,152.5139617919922,-2.8238199972774325e-11,-0.11402636766433716,1.9594364166259766,-0.160182386636734,0.05097066983580589,-0.00466499850153923,-0.9533129930496216,-1.4423201084136963,0.0,0.0,0.3338412642478943,-7.590811729431152,0.02084169164299965,-0.5192500948905945,-0.02147594839334488,0.5058090090751648,-0.004225030541419983,0.03752080723643303,0.057708740234375,0.17316503822803497,-0.4471967816352844,-0.2911730706691742,-0.42087793350219727,0.0172155499458313,-0.9161226749420166,-0.12119544297456741,0.14716209471225739,-18.10507583618164,0.6494463682174683,0.7604073882102966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,0.10791145265102386,0.5,0.0,0.0,-3.31382155418396,-3.199759521521628e-05,-0.03229498118162155,0.0,-0.37533241510391235,0.0,8.419529830272499e-12,-7.211600761003467e-11,0.0,-0.8369659781455994,0.0,-0.9563540816307068,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.035652678459882736,0.0,34.81588363647461,0.15000000596046448,-7.307758842500789e-10,-7.494819764808369e-10,1.0183431355115236e-11,3.852991710406872e-12,-6.391610851697038e-11,155.33082580566406,-2.818102695645308e-11,-0.04036954045295715,1.1549766063690186,0.04543390870094299,0.003138083964586258,0.009557589888572693,-0.9850688576698303,-1.4423201084136963,0.0,0.0,0.32914215326309204,-7.59670877456665,0.04593121260404587,-0.6003074049949646,-0.08074303716421127,0.589228630065918,-0.0011522257700562477,0.04027216508984566,-0.02217092551290989,0.09072070568799973,-0.4225853979587555,-0.2508440613746643,0.38729944825172424,-0.020921075716614723,-0.8928607106208801,-0.15311281383037567,1.631130576133728,-17.092269897460938,0.7604008316993713,0.6494540572166443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,0.24088414013385773,0.5,0.0,0.0,-1.606774926185608,-0.0011647007195279002,-0.022093042731285095,0.0,-0.3751317858695984,0.0,1.901334341705696e-12,-7.211600761003467e-11,0.0,-0.9383584260940552,0.0,-0.9563540816307068,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.030392786487936974,0.0,35.0486946105957,0.15000000596046448,-7.290216208488687e-10,-7.495368770094046e-10,1.1037625674559237e-11,3.851376682850738e-12,-6.56703927348623e-11,157.34373474121094,-2.8126096937586276e-11,-0.13122478127479553,0.9635151028633118,0.060798510909080505,0.05498253181576729,-0.023475714027881622,-0.9568146467208862,-1.4423201084136963,0.0,0.0,0.32191726565361023,-7.594425201416016,0.060902707278728485,-0.6769298315048218,-0.10566108673810959,0.5721965432167053,-0.003350833896547556,0.042328398674726486,-0.04006814956665039,0.1305600255727768,-0.3057343661785126,-0.15457265079021454,0.0010290741920471191,0.024435782805085182,-0.778753399848938,-0.17515136301517487,0.5689578652381897,-18.125511169433594,0.8526410460472107,0.5224971175193787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,0.6525068283081055,0.5,0.0,0.0,-3.233096122741699,-0.0010621652472764254,-0.023161422461271286,0.0,-0.37392210960388184,0.0,-1.6071477482171304e-11,-7.211600761003467e-11,0.0,-1.1049774885177612,0.0,-0.9563540816307068,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.013479507528245449,0.0,35.185001373291016,0.15000000596046448,-7.307424665370377e-10,-7.495743470364857e-10,1.1776028069343525e-11,3.850449473152828e-12,-6.394949153554208e-11,158.62405395507812,-2.8088663339698172e-11,0.04268188774585724,-0.20374532043933868,0.09139560163021088,0.0818643569946289,-0.01614954322576523,-1.0232352018356323,-1.4423201084136963,0.0,0.0,0.3362194001674652,-7.6090826988220215,0.06681547313928604,-0.7054435610771179,-0.1229933574795723,0.662192702293396,0.0030891140922904015,0.03197646886110306,-0.03378138691186905,0.008618319407105446,-0.11756346374750137,-0.039468828588724136,0.41009750962257385,-0.006399607751518488,-0.7227219343185425,-0.1698056310415268,2.05592679977417,-18.444725036621094,0.923878014087677,0.3826870918273926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,0.8644090294837952,0.5,0.0,0.0,-1.6257494688034058,-0.0001535566698294133,-0.0325155034661293,0.0,-0.37343767285346985,0.0,-3.542599547046166e-11,-7.211600761003467e-11,0.0,-1.1189204454421997,0.0,-0.9563540816307068,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.011720921844244003,0.0,35.2618408203125,0.15000000596046448,-7.31367133521843e-10,-7.496062659484437e-10,1.1879829585337287e-11,3.8485586245640135e-12,-6.332483148963064e-11,159.54647827148438,-2.8056714937441107e-11,-0.13801763951778412,-0.5293717384338379,-0.0019260644912719727,0.015443358570337296,0.041209522634744644,-0.9506807923316956,-1.4423201084136963,0.0,0.0,0.3292471468448639,-7.620867729187012,0.06253369897603989,-0.7163887023925781,-0.13173611462116241,0.6611210703849792,-0.0054304590448737144,0.011745423078536987,-0.07599806040525436,-0.039347805082798004,0.08607091009616852,-0.008596360683441162,0.04049291834235191,-0.007966420613229275,-0.6588615775108337,-0.16248087584972382,0.6774786710739136,-19.605457305908203,0.9723677039146423,0.23345470428466797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,0.9754502177238464,0.5,0.0,0.0,-3.2511699199676514,-0.00017951276095118374,-0.027190925553441048,0.0,-0.3727237582206726,0.0,-5.231573507735732e-11,-7.211600761003467e-11,0.0,-1.2096089124679565,0.0,-0.9563540816307068,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.00753995543345809,0.0,35.29669952392578,0.15000000596046448,-7.355596132185838e-10,-7.496304688103805e-10,1.1968769725312356e-11,3.846831707343679e-12,-5.913233791510208e-11,160.14297485351562,-2.803249472826952e-11,0.14851908385753632,-0.8751043677330017,-0.017055615782737732,0.030598323792219162,-0.03790733963251114,-0.9618775844573975,-1.4423201084136963,0.0,0.0,0.32761675119400024,-7.626272201538086,0.04149448126554489,-0.6842381358146667,-0.11217688769102097,0.7405392527580261,0.004073753021657467,-0.023722616955637932,-0.016123462468385696,-0.09896516054868698,0.12723466753959656,0.05331449583172798,0.3901083469390869,-0.04143238067626953,-0.5901585817337036,-0.15321503579616547,2.3127429485321045,-19.805950164794922,0.9969173073768616,0.07845910638570786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,0.9162833094596863,0.5,0.0,0.0,-2.5226993560791016,-0.0002668923407327384,-0.050568580627441406,0.0,-0.3747037649154663,0.0,-5.880178288730775e-11,-7.211600761003467e-11,0.0,-1.0341213941574097,0.0,-0.9563540816307068,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.017465949058532715,0.0,35.29669952392578,0.15000000596046448,-7.354118980451574e-10,-7.496671616813444e-10,1.1009122433125462e-11,3.8445188872693326e-12,-5.928010859967969e-11,160.80809020996094,-2.7995824408710845e-11,-0.1664256602525711,-0.0825379341840744,-0.06716534495353699,0.07184156775474548,-0.003784947097301483,-0.9601230025291443,-1.4423201084136963,0.0,0.0,0.32121509313583374,-7.638366222381592,0.03606056421995163,-0.64536452293396,-0.12896396219730377,0.6631075143814087,-0.0030356328934431076,-0.02242358587682247,-0.011314827017486095,-0.06825045496225357,0.19966863095760345,0.0006941199535503983,-0.4239521622657776,0.0152977230027318,-0.5708303451538086,-0.13672754168510437,0.18430598080158234,-20.531187057495117,0.9969177842140198,-0.0784534439444542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,0.9220914840698242,0.5,0.0,0.0,-3.234748601913452,-0.0001817956508602947,-0.07264765352010727,0.0,-0.3730830252170563,0.0,-5.956544285590226e-11,-7.211600761003467e-11,0.0,-1.115827202796936,0.0,-0.9563540816307068,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.014001279138028622,0.0,35.2618408203125,0.15000000596046448,-7.410232427673691e-10,-7.496988030375462e-10,1.092915254824467e-11,3.842098948020345e-12,-5.3668781224702755e-11,161.22470092773438,-2.7964210808084644e-11,0.1528082638978958,-0.23527561128139496,-0.12909898161888123,0.06788775324821472,-0.016697287559509277,-0.9583823680877686,-1.4423201084136963,0.0,0.0,0.3350234925746918,-7.648525238037109,0.03697933256626129,-0.6159830689430237,-0.11540994793176651,0.7540502548217773,0.006284195929765701,0.03102046810090542,-0.07393348962068558,-0.0590188093483448,0.20803804695606232,-0.0028777034021914005,0.41545310616493225,0.01865498535335064,-0.5154206156730652,-0.16826273500919342,2.8330321311950684,-20.03626251220703,0.9723690152168274,-0.23344919085502625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,0.9717550277709961,0.5,0.0,0.0,-2.7053143978118896,-0.00012281688395887613,-0.022594068199396133,0.0,-0.37404853105545044,0.0,-5.944572611937815e-11,-7.211600761003467e-11,0.0,-1.2055630683898926,0.0,-0.9563540816307068,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.013903371058404446,0.0,35.18500518798828,0.15000000596046448,-7.476015362328781e-10,-7.497329979067047e-10,1.1149411255351183e-11,3.839104815300809e-12,-4.7090484289746826e-11,161.4976806640625,-2.7929974305562766e-11,-0.19799008965492249,-0.5575979351997375,-0.10883548110723495,0.0546586774289608,0.04369092360138893,-0.9995673298835754,-1.4423201084136963,0.0,0.0,0.33350828289985657,-7.670045852661133,0.01976758800446987,-0.5894572138786316,-0.11259061098098755,0.82026207447052,-0.009770862758159637,0.030496930703520775,-0.016342783346772194,-0.05920374393463135,0.24060772359371185,0.044437941163778305,0.44428497552871704,-0.048197124153375626,-0.4607551395893097,-0.13819508254528046,1.3374546766281128,-20.17323875427246,0.9238802194595337,-0.38268184661865234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,0.9827678203582764,0.5,0.0,0.0,-3.2065346240997314,-0.0003664208052214235,-0.08082158118486404,0.0,-0.37521594762802124,0.0,-6.24810342353399e-11,-7.211600761003467e-11,0.0,-0.9912110567092896,0.0,-0.9563540816307068,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.019760489463806152,0.0,35.0487060546875,0.15000000596046448,-7.494503906357863e-10,-7.497747978035818e-10,9.655914956496758e-12,3.835526080769869e-12,-4.5241546620111706e-11,161.6328887939453,-2.788820389898472e-11,0.18447427451610565,-0.23991011083126068,-0.1320195496082306,-0.02148280292749405,0.04615076258778572,-0.9671388864517212,-1.4423201084136963,0.0,0.0,0.32793623208999634,-7.681015491485596,0.020267564803361893,-0.5236046314239502,-0.1275683492422104,0.7479426860809326,-0.007638213224709034,-0.009248963557183743,-0.07059953361749649,-0.06808540970087051,0.33952900767326355,0.022084278985857964,-0.341034859418869,-0.021942773833870888,-0.3953014016151428,-0.11131581664085388,-1.47367525100708,-20.591209411621094,0.8526440262794495,-0.5224922895431519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,0.9761545658111572,0.5,0.0,0.0,-3.2456371784210205,-0.00032851993455551565,-0.14685377478599548,0.0,-0.3727857768535614,0.0,-6.927042967008745e-11,-7.211600761003467e-11,0.0,-1.063191294670105,0.0,-0.9563540816307068,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.010566980578005314,0.0,34.81589126586914,0.15000000596046448,-7.570513660404288e-10,-7.498039411579782e-10,1.0313381225424134e-11,3.832061837988343e-12,-3.764061978772659e-11,161.09103393554688,-2.7859018911224886e-11,0.008087530732154846,-1.0253853797912598,-0.13864080607891083,-0.026293084025382996,-0.041813913732767105,-1.001590371131897,-1.4423201084136963,0.0,0.0,0.3355144262313843,-7.701050281524658,-0.009353025816380978,-0.44923311471939087,-0.11672092974185944,0.8306139707565308,0.007589954882860184,-0.03610305115580559,-0.08370821923017502,-0.10423507541418076,0.33778145909309387,0.008564913645386696,0.36693787574768066,0.03201570734381676,-0.2448570728302002,-0.13793613016605377,2.3023500442504883,-19.955860137939453,0.7604045271873474,-0.6494497060775757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,0.9997576475143433,0.5,0.0,0.0,-3.2308268547058105,-1.1455594176368322e-05,-0.2451261281967163,0.0,-0.3746722936630249,0.0,-7.347893127285232e-11,-7.211600761003467e-11,0.0,-0.8520050048828125,0.0,-0.9563540816307068,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.022588543593883514,0.0,34.40552520751953,0.15000000596046448,-7.602601881373516e-10,-7.498476839451484e-10,8.883408765536505e-12,3.827458749244839e-12,-3.443183932416716e-11,159.9805908203125,-2.7815293471289415e-11,-0.01741538941860199,-0.27199506759643555,-0.07390467822551727,-0.05426651984453201,-0.0045388974249362946,-0.995644211769104,-1.4423201084136963,0.0,0.0,0.3419141471385956,-7.704363822937012,-0.005546668544411659,-0.3762306272983551,-0.10754905641078949,0.7549439668655396,0.0011504488065838814,0.005806094501167536,-0.0800848975777626,-0.026826325803995132,0.41465574502944946,0.021208887919783592,-0.4267776608467102,-0.010448047891259193,-0.13420157134532928,-0.12045548111200333,-2.5140531063079834,-21.09705352783203,0.6494506597518921,-0.7604037523269653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,0.9962624907493591,0.5,0.0,0.0,-3.2023396492004395,-4.2989863686671015e-06,-0.05845171958208084,0.0,-0.37495070695877075,0.0,-7.56755283437549e-11,-7.211600761003467e-11,0.0,-0.6732125282287598,0.0,-0.9563540816307068,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.02450735494494438,0.0,33.62113952636719,0.15000000596046448,-7.636161702961886e-10,-7.498932030891581e-10,7.628404852244586e-12,3.822095851618856e-12,-3.1075860634777186e-11,157.1387939453125,-2.7769803817578875e-11,-0.15816658735275269,-0.6002244353294373,-0.19759602844715118,-0.04825224727392197,-0.0435447171330452,-0.9877613186836243,-1.4423201084136963,0.0,0.0,0.33731675148010254,-7.728553295135498,-0.021814391016960144,-0.2870787978172302,-0.1186969205737114,0.6675669550895691,-0.003502704668790102,-0.04095488414168358,-0.031338732689619064,-0.003220331622287631,0.43272414803504944,-0.037602487951517105,-0.42862415313720703,0.019850511103868484,-0.09488877654075623,-0.11458048224449158,-4.692594528198242,-20.049413681030273,0.5225063562393188,-0.852635383605957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,0.9816101789474487,0.5,0.0,0.0,-3.2087087631225586,-4.049775725434301e-06,-0.08170298486948013,0.0,-0.37503424286842346,0.0,-7.561695020141812e-11,-7.211600761003467e-11,0.0,-0.5209367871284485,0.0,-0.9563540816307068,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.02571672946214676,0.0,31.905502319335938,0.15000000596046448,-7.670076240806623e-10,-7.499402765454022e-10,6.551956893696698e-12,3.8159458232156496e-12,-2.768435480859921e-11,149.91604614257812,-2.7722692197418297e-11,0.12209020555019379,-0.39540547132492065,0.08374233543872833,-0.07984563708305359,-0.039444100111722946,-0.9515177607536316,-1.4423201084136963,0.0,0.0,0.3311094343662262,-7.744016170501709,-0.043414726853370667,-0.2166638821363449,-0.12629052996635437,0.578273594379425,-0.002191095147281885,0.041243571788072586,-0.05991443619132042,-0.050639089196920395,0.4323834478855133,-0.033296436071395874,-0.4393251836299896,-0.009267074055969715,-0.0016008303500711918,-0.11025494337081909,-7.516661167144775,-20.4809513092041,0.3826829791069031,-0.9238797426223755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,0.9790580868721008,0.5,0.0,0.0,-3.246460199356079,-0.0006709971930831671,-0.10976888984441757,0.0,-0.3755813241004944,0.0,-7.79408620976696e-11,-7.211600761003467e-11,0.0,-0.3945273756980896,0.0,-0.9563540816307068,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.025184696540236473,0.0,27.338939666748047,0.15000000596046448,-7.7008727172867e-10,-7.499886822692758e-10,5.643997855880878e-12,3.809492218204147e-12,-2.4604653384163733e-11,129.16299438476562,-2.7674246574904693e-11,0.02313542366027832,-0.3931920528411865,-0.10213466733694077,-0.0854438915848732,0.011192269623279572,-1.0026155710220337,-1.4423201084136963,0.0,0.0,0.3380444645881653,-7.757158279418945,-0.035768844187259674,-0.12958382070064545,-0.12267683446407318,0.5063290596008301,-0.009417019784450531,-0.032135117799043655,-0.11602126806974411,-0.02673189714550972,0.3519935607910156,0.025901896879076958,-0.3779183030128479,-0.051222290843725204,-0.022339163348078728,-0.07534793764352798,-10.829354286193848,-20.444828033447266,0.23345038294792175,-0.9723687171936035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,0.9944278597831726,0.5,0.0,0.0,-3.2857649326324463,-0.09404470026493073,-0.12140747904777527,0.0,-0.3717709183692932,0.0,-7.594791462395278e-11,-7.211600761003467e-11,0.0,-0.3079703748226166,0.0,-1.8545340299606323,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.08483850955963135,0.0,-13.147614479064941,0.15000000596046448,-7.716948746683272e-10,-7.50082107536798e-10,4.852476927219573e-12,3.883926600473098e-12,-2.299713891540378e-11,-97.99590301513672,-2.758088028798067e-11,-0.01434597373008728,-0.4954479932785034,0.04298989474773407,-0.043914761394262314,0.04624239727854729,-0.9873605370521545,-1.4423201084136963,0.0,0.0,0.330888569355011,-7.762017726898193,-0.05120878666639328,-0.08955942094326019,-0.11787205934524536,0.428232342004776,-0.005236555822193623,-0.059959571808576584,-0.056266218423843384,0.0035356401931494474,0.03516489267349243,-0.01401146687567234,-0.1207117810845375,-0.04431816563010216,-0.05891505256295204,-0.09740670770406723,-14.313405990600586,-20.427310943603516,0.07845466583967209,-0.9969176650047302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,0.8541470170021057,0.5,0.0,0.0,-3.2011828422546387,-0.014890996739268303,-0.10046321898698807,0.0,-0.3750168979167938,0.0,-6.684738179663086e-11,-7.211600761003467e-11,0.0,-0.28688889741897583,0.0,-1.8545340299606323,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.13357433676719666,0.0,13.146739959716797,0.15000000596046448,-7.715816874309667e-10,-7.499943999178527e-10,4.911145275177109e-12,4.510062896062594e-12,-2.31103417652756e-11,96.86076354980469,-6.548470793399375e-11,-0.03571659326553345,0.09480012953281403,0.05639223754405975,-0.018511883914470673,0.010555561631917953,-1.0354758501052856,-1.4423201084136963,0.0,0.0,0.3271380364894867,-7.787752628326416,-0.04770825803279877,-0.08142683655023575,-0.13706040382385254,0.4035807251930237,0.002055089920759201,0.033845074474811554,-0.0269476231187582,-0.002006715629249811,0.01936742663383484,-0.07642355561256409,-0.14002327620983124,0.04454319551587105,-0.08723792433738708,-0.18843455612659454,-17.469823837280273,-20.699817657470703,-0.07845788449048996,-0.9969174265861511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,0.6817945837974548,0.5,0.0,0.0,-3.20350980758667,-7.44839635444805e-05,-0.01210515946149826,0.0,-0.3750135004520416,0.0,-5.377029724251692e-11,-7.211600761003467e-11,0.0,-0.2738563120365143,0.0,-1.8545340299606323,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.17509673535823822,0.0,27.338647842407227,0.15000000596046448,-7.716975392035863e-10,-7.497624743280085e-10,4.941286095572206e-12,5.162478951270533e-12,-2.2994469175974253e-11,203.4647216796875,-6.571659882936842e-11,-0.03660865128040314,0.29856163263320923,0.1650858074426651,-0.0634680837392807,-0.029647061601281166,-0.9781404137611389,-1.4423201084136963,0.0,0.0,0.32388871908187866,-7.799427032470703,-0.039252087473869324,-0.08331411331892014,-0.15737693011760712,0.3653409779071808,0.008242225274443626,0.01159218605607748,-0.01731574907898903,0.08878230303525925,-0.029674028977751732,-0.10386247932910919,-0.1754763126373291,-0.019368408247828484,-0.11653900891542435,-0.21303239464759827,-18.468002319335938,-21.16100311279297,-0.23343868553638458,-0.972371518611908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,0.6468659043312073,0.5,0.0,0.0,-3.2103214263916016,-0.0009657983318902552,-0.0030286514665931463,0.0,-0.37499263882637024,0.0,-4.388217914041981e-11,-7.211600761003467e-11,0.0,-0.25818803906440735,0.0,-1.8545340299606323,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.15997201204299927,0.0,31.90540313720703,0.15000000596046448,-7.718342631690689e-10,-7.498225929047919e-10,4.972146392528964e-12,5.798502303311359e-12,-2.2857760823002948e-11,240.30084228515625,-6.565652188594839e-11,0.0333600789308548,0.569502055644989,-0.1443970799446106,-0.024259217083454132,0.023940574377775192,-1.0324835777282715,-1.4423201084136963,0.0,0.0,0.33847180008888245,-7.7918925285339355,-0.04087667167186737,-0.09197485446929932,-0.18652696907520294,0.32573139667510986,0.005564004182815552,-0.053723353892564774,-0.06262343376874924,0.07932696491479874,-0.010736417956650257,-0.06216908246278763,-0.17706052958965302,-0.0487564317882061,-0.12263476848602295,-0.2160828709602356,-18.729202270507812,-21.64535140991211,-0.38268595933914185,-0.9238784909248352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,0.7629910707473755,0.5,0.0,0.0,-3.2120730876922607,-0.0004541545349638909,-0.008944741450250149,0.0,-0.3750210404396057,0.0,-4.1830813118926e-11,-7.211600761003467e-11,0.0,-0.23156248033046722,0.0,-1.8545340299606323,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.2286188006401062,0.0,33.62109375,0.15000000596046448,-7.719696548669219e-10,-7.504668553259819e-10,4.9975709334737495e-12,6.28099742355781e-12,-2.272233963485082e-11,256.2383728027344,-6.501221783139499e-11,-0.0436839759349823,0.1693679243326187,-0.034046441316604614,-0.039059825241565704,-0.0471990704536438,-1.007197618484497,-1.4423201084136963,0.0,0.0,0.3195066750049591,-7.81630277633667,-0.021744828671216965,-0.09397051483392715,-0.19010554254055023,0.27862608432769775,0.00750703364610672,-0.04904957488179207,-0.053499650210142136,0.012162923812866211,0.004594290163367987,-0.05242634937167168,-0.22424207627773285,0.04971323162317276,-0.09687399864196777,-0.19518868625164032,-18.101797103881836,-20.938430786132812,-0.5224960446357727,-0.8526417016983032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,0.795610785484314,0.5,0.0,0.0,-3.2163283824920654,-5.468767631100491e-05,-0.0006929162773303688,0.0,-0.3749966025352478,0.0,-4.4641200458439556e-11,-7.211600761003467e-11,0.0,-0.19728992879390717,0.0,-1.8545340299606323,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.23202072083950043,0.0,34.40550231933594,0.15000000596046448,-7.721081551892439e-10,-7.517647060417687e-10,5.019995703847702e-12,6.559094413438604e-12,-2.2583771658313267e-11,265.4104919433594,-6.371431160445695e-11,-0.007283031940460205,0.3728089928627014,0.17642463743686676,0.018196072429418564,0.018926966935396194,-0.9984422326087952,-1.4423201084136963,0.0,0.0,0.3236851394176483,-7.826827526092529,-0.027982307597994804,-0.08362161368131638,-0.1997349113225937,0.23393167555332184,0.009844304993748665,-0.00197867164388299,-0.0625905767083168,0.037126947194337845,0.023459220305085182,-0.011604088358581066,-0.27146899700164795,-0.017441054806113243,-0.08697061240673065,-0.17268885672092438,-17.97251319885254,-20.7104549407959,-0.6494415402412415,-0.7604115605354309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
