step,track_lin_vel_xy_exp,track_ang_vel_z_exp,lin_vel_z_l2,ang_vel_xy_l2,dof_torques_l2,dof_acc_l2,action_rate_l2,flat_orientation_l2,dof_pos_limits,termination_penalty,curr_vel,cmd_vel_given,track_lin_vel_xy,joint_angles,joint_symmetry_reward,stride_consistency,torso_orientation,phase_contact,phase_contact_per_cycle,alternation_contact,progressive_step,foot_cycle_sym,symmetric_foot_airtime,feet_no_slip_condition,com_step_reward,paper_cycle_reward,alive,curr_x_L,curr_x_R,curr_z_L,curr_z_R,left_target,rcs_phase_with_place,right_target,policy[0],policy[1],policy[2],policy[3],policy[4],policy[5],policy[6],policy[7],policy[8],policy[9],policy[10],policy[11],policy[12],policy[13],policy[14],policy[15],policy[16],policy[17],policy[18],policy[19],policy[20],policy[21],policy[22],policy[23],policy[24],policy[25],policy[26],policy[27],policy[28],critic[0],critic[1],critic[2],critic[3],critic[4],critic[5],critic[6],critic[7],critic[8],critic[9],critic[10],critic[11],critic[12],critic[13],critic[14],critic[15],critic[16],critic[17],critic[18],critic[19],critic[20],critic[21],critic[22],critic[23],critic[24],critic[25],critic[26],critic[27],critic[28],critic[29],critic[30],critic[31]
91,0.43804076313972473,0.5,0.0,0.0,-3.2026078701019287,-8.894352504285052e-05,-0.02035657875239849,0.0,-0.37446144223213196,0.0,-5.710458841901023e-11,-1.0671778044590852e-10,0.0,-1.26817786693573,0.0,-3.554319143295288,0.4000000059604645,0.0,0.0,4.0,3.1415610313415527,0.0,0.0,-0.015274484641849995,0.0,35.18500518798828,0.15000000596046448,-3.076087995435017e-11,-3.072182092056508e-11,1.1529591517622784e-11,3.839786561626868e-12,-4.4612109145747425e-11,117.21009063720703,-3.066496015446951e-11,-0.11144090443849564,-0.46919989585876465,0.1505218893289566,0.02746349200606346,-0.006292898207902908,-0.9907222390174866,-2.1343555450439453,0.0,0.0,0.32661327719688416,-0.46522122621536255,0.024869510903954506,-0.572816014289856,-0.11477944999933243,0.8736627697944641,-0.00309167243540287,0.049543317407369614,-0.03894335776567459,-0.011563092470169067,0.16205982863903046,-0.010021165013313293,0.380375474691391,-0.027920642867684364,-0.4664044678211212,-0.13101543486118317,1.4491944313049316,-21.651729583740234,0.9238798022270203,-0.382682740688324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,0.4743075370788574,0.5,0.0,0.0,-3.2009806632995605,-0.0003131534322164953,-0.098166324198246,0.0,-0.37501055002212524,0.0,-6.042893269109229e-11,-1.0671778044590852e-10,0.0,-1.0458492040634155,0.0,-3.554319143295288,0.4000000059604645,0.0,0.0,4.0,3.1415610313415527,0.0,0.0,-0.02252143807709217,0.0,35.0487060546875,0.15000000596046448,-3.2651020775986694e-11,-3.0763405711731195e-11,1.0003661961299759e-11,3.8360655797708976e-12,-4.2721968324110904e-11,117.35941314697266,-3.0623375363303396e-11,-0.15694645047187805,-0.12710221111774445,0.03507551550865173,0.008219406008720398,0.026103880256414413,-0.9886777997016907,-2.1343555450439453,0.0,0.0,0.3386252820491791,-0.4787180721759796,0.007122660055756569,-0.5001979470252991,-0.11253538727760315,0.7938171625137329,0.0008134888485074043,-0.024962306022644043,-0.07892852276563644,0.017232591286301613,0.3315331041812897,-0.03548906743526459,-0.43066057562828064,-0.009141824208199978,-0.3740478456020355,-0.1305592805147171,-1.678554654121399,-21.492706298828125,0.8526405096054077,-0.5224979519844055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,0.6668487787246704,0.5,0.0,0.0,-3.2500526905059814,-0.0003647419507615268,-0.19840365648269653,0.0,-0.3726378381252289,0.0,-6.626840048928884e-11,-1.0671778044590852e-10,0.0,-1.1318855285644531,0.0,-3.554319143295288,0.4000000059604645,0.0,0.0,4.0,3.1415610313415527,0.0,0.0,-0.01343330554664135,0.0,34.815887451171875,0.15000000596046448,-4.033814254844614e-11,-3.0796205863214965e-11,1.0906096338525462e-11,3.832441742429582e-12,-3.503483961275755e-11,117.05538940429688,-3.0590575211819626e-11,0.08468876779079437,-0.6065661907196045,-0.127191424369812,-0.04288365691900253,0.023066837340593338,-0.9920035004615784,-2.1343555450439453,0.0,0.0,0.3364827632904053,-0.504106879234314,-0.0013660090044140816,-0.44977518916130066,-0.12011978030204773,0.8591340780258179,-0.0002843327820301056,0.03838559612631798,-0.046358585357666016,-0.10488555580377579,0.378232479095459,0.03766529634594917,0.3447161912918091,-0.028136907145380974,-0.24132631719112396,-0.1556255966424942,2.6818058490753174,-20.59305191040039,0.7604063749313354,-0.6494475603103638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0.4700353741645813,0.5,0.0,0.0,-3.207622528076172,-0.0007116794004105031,-0.9579598903656006,0.0,-0.37519708275794983,0.0,-6.799885654551474e-11,-1.0671778044590852e-10,0.0,-0.9184948205947876,0.0,-3.554319143295288,0.4000000059604645,0.0,0.0,4.0,3.1415610313415527,0.0,0.0,-0.02959550730884075,0.0,34.40550994873047,0.15000000596046448,-4.3729998788766267e-11,-3.084396973940251e-11,9.506949047444202e-12,3.8273984676040484e-12,-3.164299031133133e-11,116.36216735839844,-3.054281133563208e-11,-0.11794380843639374,-0.221077561378479,0.061586394906044006,0.008090756833553314,0.02709076926112175,-0.9590306878089905,-2.1343555450439453,0.0,0.0,0.33337733149528503,-0.5170454978942871,0.003690631128847599,-0.3587985038757324,-0.1155373752117157,0.7836779952049255,0.009327901527285576,-0.007868552580475807,-0.027409715577960014,-0.031083732843399048,0.37743139266967773,-0.03664134070277214,-0.37931928038597107,0.02051088772714138,-0.22555053234100342,-0.13056239485740662,-7.101683139801025,-20.312942504882812,0.6494484543800354,-0.7604056000709534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,0.44211432337760925,0.5,0.0,0.0,-3.2283809185028076,-0.0005084864096716046,-0.05713867023587227,0.0,-0.37557560205459595,0.0,-6.624057552473417e-11,-1.0671778044590852e-10,0.0,-0.7460002899169922,0.0,-3.554319143295288,0.4000000059604645,0.0,0.0,4.0,3.1415610313415527,0.0,0.0,-0.03290945664048195,0.0,33.62112045288086,0.15000000596046448,-4.673955320000367e-11,-3.0896136343772085e-11,8.237032583791049e-12,3.8214132379310595e-12,-2.8633428961200025e-11,114.44613647460938,-3.0490644731262506e-11,0.08711181581020355,-0.21969041228294373,0.07810111343860626,-0.002546984702348709,0.00736594945192337,-0.9648140072822571,-2.1343555450439453,0.0,0.0,0.344969242811203,-0.51860511302948,-0.010784624144434929,-0.29927051067352295,-0.1282709240913391,0.7110324501991272,0.0057644229382276535,0.05386632680892944,-0.02455282211303711,-0.029081379994750023,0.30599913001060486,-0.034408338367938995,-0.3483278453350067,0.0469953715801239,-0.19905205070972443,-0.12355164438486099,-9.104228973388672,-19.007980346679688,0.5224990248680115,-0.85263991355896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,0.4561276137828827,0.5,0.0,0.0,-3.2255542278289795,-0.0002991380461025983,-0.006243779323995113,0.0,-0.37550970911979675,0.0,-6.232613036782908e-11,-1.0671778044590852e-10,0.0,-0.6047134399414062,0.0,-3.554319143295288,0.4000000059604645,0.0,0.0,4.0,3.1415610313415527,0.0,0.0,-0.03268659859895706,0.0,31.90545654296875,0.15000000596046448,-4.9199130880417385e-11,-3.0951189528005685e-11,7.060621184939997e-12,3.814263575124821e-12,-2.617385475023326e-11,109.3489990234375,-3.0435591547028906e-11,-0.059100836515426636,-0.22257158160209656,-0.09753026813268661,0.027141425758600235,-0.027259619906544685,-1.015828251838684,-2.1343555450439453,0.0,0.0,0.3323133885860443,-0.5492914915084839,-0.009452617727220058,-0.23876559734344482,-0.15215487778186798,0.6341942548751831,-0.004312166944146156,-0.020322848111391068,-0.06145975738763809,-0.023564601317048073,0.29122236371040344,-0.049269385635852814,-0.35728564858436584,-0.04523945599794388,-0.15784510970115662,-0.13891972601413727,-9.550472259521484,-18.357357025146484,0.3826838433742523,-0.9238793849945068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,0.4827197194099426,0.5,0.0,0.0,-3.2138149738311768,-0.00019752985099330544,-0.004290946759283543,0.0,-0.37534773349761963,0.0,-6.264523622068197e-11,-1.0671778044590852e-10,0.0,-0.4872525930404663,0.0,-3.554319143295288,0.4000000059604645,0.0,0.0,4.0,3.1415610313415527,0.0,0.0,-0.036390163004398346,0.0,27.338808059692383,0.15000000596046448,-5.121051846468383e-11,-3.100660353472229e-11,5.9548733132019915e-12,3.805987643101805e-12,-2.4162472370137245e-11,94.34337615966797,-3.03801775403123e-11,-0.13376343250274658,0.18480436503887177,0.06741391122341156,0.011967074126005173,-0.01695149391889572,-0.9872485995292664,-2.1343555450439453,0.0,0.0,0.3377663195133209,-0.5515955686569214,-0.006836778484284878,-0.19119083881378174,-0.15808236598968506,0.5531581044197083,0.002767648547887802,-0.014757836237549782,-0.06942606717348099,-0.04115793853998184,0.2689662575721741,-0.0916740894317627,-0.3643644452095032,-0.009812590666115284,-0.11129783093929291,-0.1640615612268448,-10.19660472869873,-18.45121192932129,0.23344573378562927,-0.9723698496818542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,0.3401150703430176,0.5,0.0,0.0,-3.3037893772125244,-0.03820561245083809,-0.03682335838675499,0.0,-0.37596696615219116,0.0,-6.078214320748287e-11,-1.0671778044590852e-10,0.0,-0.4044254422187805,0.0,-2.5056405067443848,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.10247936844825745,0.0,-13.14722728729248,0.15000000596046448,-5.2249149451455423e-11,-3.107362978038708e-11,4.879334783436384e-12,3.796708607228805e-12,-2.3123836179195223e-11,-96.80384063720703,-3.031315129464751e-11,-0.032377347350120544,0.2704910635948181,0.06670232117176056,0.023034099489450455,0.03553812578320503,-0.9558669328689575,-2.1343555450439453,0.0,0.0,0.3482920825481415,-0.5611444711685181,0.0027338210493326187,-0.1595989167690277,-0.17617647349834442,0.46967652440071106,0.004159026779234409,0.02610846795141697,-0.053213246166706085,0.001115775085054338,-0.03684249520301819,-0.07236833870410919,-0.3389832675457001,0.11804721504449844,-0.18353421986103058,-0.15660414099693298,-12.054856300354004,-17.977964401245117,0.07845940440893173,-0.9969173073768616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,0.30704134702682495,0.5,0.0,0.0,-3.2037205696105957,-0.015413411892950535,-0.08694247156381607,0.0,-0.37498825788497925,0.0,-5.684714157738746e-11,-1.0671778044590852e-10,0.0,-0.38747620582580566,0.0,-2.5056405067443848,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.16581597924232483,0.0,13.147126197814941,0.15000000596046448,-5.230306118764183e-11,-3.120355362984384e-11,4.90545321377156e-12,4.330953998210596e-12,-2.3069924443008816e-11,97.23675537109375,-6.515388228933716e-11,-0.09169881045818329,0.21818123757839203,0.19857533276081085,-0.008752480149269104,0.009964250028133392,-0.971790075302124,-2.1343555450439453,0.0,0.0,0.3419446349143982,-0.5734596848487854,-0.007771459873765707,-0.1630835235118866,-0.19477282464504242,0.4462011456489563,0.0011016037315130234,-0.007260140962898731,-0.07186883687973022,0.010462850332260132,0.011495244689285755,-0.08462680876255035,-0.1930440068244934,0.020413929596543312,-0.15304139256477356,-0.23932971060276031,-14.810564994812012,-16.932716369628906,-0.07845885306596756,-0.9969173669815063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,0.23936964571475983,0.5,0.0,0.0,-3.2007899284362793,-9.969263373932336e-06,-0.03318318724632263,0.0,-0.3750089406967163,0.0,-5.14718788424684e-11,-1.0671778044590852e-10,0.0,-0.3587723970413208,0.0,-2.5056405067443848,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.21139663457870483,0.0,27.338775634765625,0.15000000596046448,-5.243213155314841e-11,-3.116784608181433e-11,4.938141909271998e-12,5.026693471188448e-12,-2.2940855812225713e-11,204.4830322265625,-6.518960371515448e-11,-0.13177475333213806,0.2054976373910904,-0.00551488995552063,0.03611801937222481,-0.016217485070228577,-0.9866452217102051,-2.1343555450439453,0.0,0.0,0.3268299400806427,-0.5866221189498901,-0.006172538734972477,-0.16774602234363556,-0.21392792463302612,0.4105741083621979,0.004902311600744724,-0.011147570796310902,-0.03227795287966728,0.033732105046510696,0.00809184368699789,-0.11354144662618637,-0.25731325149536133,0.004868042655289173,-0.15765289962291718,-0.2505342364311218,-16.308155059814453,-15.895703315734863,-0.2334451824426651,-0.9723699688911438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,0.29807302355766296,0.5,0.0,0.0,-3.2038233280181885,-0.00012943206820636988,-0.012104503810405731,0.0,-0.37501460313796997,0.0,-5.000103456276328e-11,-1.0671778044590852e-10,0.0,-0.32222434878349304,0.0,-2.5056405067443848,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.232444629073143,0.0,31.905445098876953,0.15000000596046448,-5.257299456884468e-11,-3.135762136063924e-11,4.969611961530562e-12,5.675053742909553e-12,-2.279999106180597e-11,241.5843505859375,-6.499981802798871e-11,-0.015794605016708374,0.2427830845117569,0.05616866052150726,0.04733274504542351,0.0005968436598777771,-1.0284583568572998,-2.1343555450439453,0.0,0.0,0.32993292808532715,-0.5876206755638123,-0.0067128767259418964,-0.15252470970153809,-0.2197543829679489,0.34728431701660156,-0.006513918749988079,-0.059960152953863144,-0.05206948518753052,-0.04038169980049133,0.10454591363668442,-0.027368271723389626,-0.2663644850254059,0.003316473914310336,-0.13394559919834137,-0.23418274521827698,-16.824602127075195,-14.924671173095703,-0.38268333673477173,-0.9238795638084412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,0.5149460434913635,0.5,0.0,0.0,-3.2086198329925537,-9.393192158313468e-05,-0.035644304007291794,0.0,-0.37500235438346863,0.0,-5.4558083745215313e-11,-1.0671778044590852e-10,0.0,-0.2683139443397522,0.0,-2.5056405067443848,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.22648406028747559,0.0,33.62111282348633,0.15000000596046448,-5.2710905085184834e-11,-3.211447080486707e-11,4.997144191498659e-12,6.128431963292602e-12,-2.2662084014912764e-11,257.6459655761719,-6.424297205320784e-11,0.1763036698102951,-0.27821123600006104,0.18018071353435516,0.04089757427573204,-0.04768944904208183,-0.9917409420013428,-2.1343555450439453,0.0,0.0,0.3332284688949585,-0.5997040867805481,-0.013757015578448772,-0.13119682669639587,-0.21874360740184784,0.29684537649154663,-0.00952006783336401,-0.05352196842432022,-0.016845274716615677,-0.037874557077884674,0.16800646483898163,0.04900292307138443,-0.22217579185962677,-0.015222040005028248,-0.08042137324810028,-0.1759272664785385,-16.46341896057129,-13.073261260986328,-0.5224985480308533,-0.8526402115821838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,0.5057836174964905,0.5,0.0,0.0,-3.209817409515381,-0.00018562909099273384,-0.008616865612566471,0.0,-0.37501853704452515,0.0,-6.153719200874264e-11,-1.0671778044590852e-10,0.0,-0.2123134434223175,0.0,-2.5056405067443848,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.16337177157402039,0.0,34.40550994873047,0.15000000596046448,-5.285627491247169e-11,-3.3406690608250855e-11,5.0174621402110375e-12,6.3664047991740524e-12,-2.2516710718178956e-11,267.0345153808594,-6.2950755719271e-11,-0.07212743163108826,-0.3626946806907654,0.15007750689983368,-0.06412562727928162,-0.04601830244064331,-1.0304350852966309,-2.1343555450439453,0.0,0.0,0.31717759370803833,-0.6292473077774048,-0.010110018774867058,-0.10358362644910812,-0.20240461826324463,0.2551358640193939,0.008438961580395699,-0.005717176478356123,-0.021424902603030205,-0.08384314179420471,0.07753794640302658,0.0996507778763771,-0.31046923995018005,0.017314285039901733,-0.06139175966382027,-0.15112410485744476,-16.24456024169922,-12.171701431274414,-0.649448037147522,-0.760405957698822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,0.395260751247406,0.5,0.0,0.0,-3.2130327224731445,-0.00025211693719029427,-0.01627231016755104,0.0,-0.37503406405448914,0.0,-6.353375464618338e-11,-1.0671778044590852e-10,0.0,-0.16371576488018036,0.0,-2.5056405067443848,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.1996820569038391,0.0,34.815887451171875,0.15000000596046448,-5.2986975918045687e-11,-3.514531721204861e-11,5.034054770258756e-12,6.449410450137805e-12,-2.2386007977881484e-11,273.31884765625,-6.12121256460263e-11,-0.09969868510961533,-0.3459062874317169,0.12362681329250336,0.022332798689603806,0.049776557832956314,-1.0102266073226929,-2.1343555450439453,0.0,0.0,0.32046017050743103,-0.6256560683250427,-0.018562424927949905,-0.07178695499897003,-0.18342375755310059,0.18947231769561768,-0.006876834202557802,-0.03573136031627655,-0.10231225937604904,0.010715752840042114,0.09712406247854233,0.051918208599090576,-0.21176353096961975,0.006708502769470215,-0.059506047517061234,-0.13476188480854034,-16.900487899780273,-11.077754974365234,-0.7604060173034668,-0.6494479775428772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,0.3456529378890991,0.5,0.0,0.0,-3.212118625640869,-0.0005095540545880795,-0.027375798672437668,0.0,-0.3750188946723938,0.0,-5.960443943964222e-11,-1.0671778044590852e-10,0.0,-0.1189732700586319,0.0,-2.5056405067443848,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.2266702651977539,0.0,35.048702239990234,0.15000000596046448,-5.313033693554736e-11,-3.737822898419729e-11,5.046345286086051e-12,6.3951955710239705e-12,-2.2242652164550236e-11,278.6207275390625,-5.897921734332456e-11,-0.13902786374092102,-0.10692650079727173,-0.12015276402235031,-0.05521439015865326,-0.005663082003593445,-1.0103943347930908,-2.1343555450439453,0.0,0.0,0.3131524324417114,-0.6468801498413086,-0.027696741744875908,-0.05671634525060654,-0.16617634892463684,0.13667462766170502,0.005105799995362759,0.03070586919784546,-0.005836051888763905,0.010330385528504848,0.07834329456090927,0.09433574974536896,-0.2952025234699249,-0.034364234656095505,-0.04501253738999367,-0.11008787900209427,-16.670467376708984,-9.439508438110352,-0.8526402115821838,-0.5224984288215637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,0.32146376371383667,0.5,0.0,0.0,-3.2139322757720947,-0.00035560765536502004,-0.0471036471426487,0.0,-0.37502002716064453,0.0,-5.567290378705181e-11,-1.0671778044590852e-10,0.0,-0.07487384974956512,0.0,-2.5056405067443848,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.24996280670166016,0.0,35.18500518798828,0.15000000596046448,-5.327950927669356e-11,-4.0175297116862296e-11,5.0536632170694595e-12,6.2047641330442715e-12,-2.2093481558127515e-11,283.38671875,-5.6182142271765656e-11,0.03369033336639404,0.10731162130832672,-0.03297796845436096,-0.04583242908120155,0.02380075678229332,-1.0439249277114868,-2.1343555450439453,0.0,0.0,0.311466783285141,-0.6540507078170776,-0.019052641466259956,-0.0380864292383194,-0.14997559785842896,0.08671239763498306,0.008680770173668861,-0.007370209787040949,-0.041605688631534576,0.03764810040593147,0.08589757978916168,0.1599292755126953,-0.29584038257598877,0.04046669602394104,-0.03127257898449898,-0.0752243921160698,-14.93514633178711,-8.136580467224121,-0.9238796234130859,-0.38268324732780457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,0.33351603150367737,0.5,0.0,0.0,-3.226463556289673,-0.00019904457440134138,-0.07346060872077942,0.0,-0.5567544102668762,0.0,-5.4233093710331914e-11,-1.0671778044590852e-10,0.0,-0.036624956876039505,0.0,-2.5056405067443848,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.2395385205745697,0.0,35.2618408203125,0.15000000596046448,-5.343006939662054e-11,-4.3763208334990367e-11,5.055731441133693e-12,5.862623320834759e-12,-2.194291970347706e-11,287.7846374511719,-5.259423452308454e-11,-0.08658866584300995,0.018611639738082886,-0.08492863178253174,-0.05183146148920059,-0.0418521985411644,-0.9697766900062561,-2.1343555450439453,0.0,0.0,0.31147637963294983,-0.6771827936172485,-0.03256966173648834,-0.016083374619483948,-0.12371759861707687,0.04252517223358154,0.00484488345682621,-0.04234130308032036,-0.06843550503253937,0.014957881532609463,0.10248197615146637,0.19810853898525238,-0.2539726197719574,-0.025540784001350403,-0.02752968855202198,-0.010658303275704384,-12.823790550231934,-6.438329696655273,-0.9723699688911438,-0.23344510793685913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,0.3226450979709625,0.5,0.0,0.0,-3.204857110977173,-0.025439314544200897,-0.03042600303888321,0.0,-0.7497222423553467,0.0,-5.3826821472258146e-11,-1.0671778044590852e-10,0.0,-0.018627619370818138,0.0,-2.5056405067443848,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.13256385922431946,0.0,35.29669952392578,0.15000000596046448,-5.371067132720064e-11,-4.805827957810038e-11,5.052329648397302e-12,5.4550942756026455e-12,-2.1662312568726527e-11,295.22601318359375,-4.829915634108062e-11,-0.02098865807056427,0.10296542942523956,-0.05869010090827942,-0.06050069257616997,-0.025884242728352547,-1.0322731733322144,-2.1343555450439453,0.0,0.0,0.31524962186813354,-0.6877713203430176,-0.03524516522884369,-0.013745641335844994,-0.08366960287094116,-0.008043501526117325,-0.001621568575501442,0.024504054337739944,-0.04776793345808983,-0.006304648704826832,-0.029307976365089417,0.24502043426036835,-0.03997198864817619,-0.027842683717608452,-0.016581924632191658,0.016384892165660858,-12.759493827819824,-4.695454120635986,-0.9969173669815063,-0.0784587636590004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,0.27403154969215393,0.5,0.0,0.0,-3.2017223834991455,-0.0002997620904352516,-0.016473323106765747,0.0,-0.7500157952308655,0.0,-5.266140301607436e-11,-1.0671778044590852e-10,0.0,-0.0025095222517848015,0.0,-2.5056405067443848,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.03287598490715027,0.0,35.29669952392578,0.15000000596046448,-5.3765460833465895e-11,-5.249599713263997e-11,5.050553291557902e-12,5.12365670723991e-12,-2.1607524797184752e-11,296.63970947265625,-4.386144225598798e-11,0.09199990332126617,-0.01690216362476349,0.14388896524906158,-0.04519642889499664,0.03056270256638527,-0.9548943638801575,-2.1343555450439453,0.0,0.0,0.3212026059627533,-0.6971455812454224,-0.032466232776641846,-0.02617153339087963,-0.036346130073070526,-0.006399930454790592,-0.005995701998472214,0.034212078899145126,-0.021725503727793694,0.04448851943016052,-0.035257428884506226,0.2219914048910141,0.009652000851929188,0.04725479707121849,-0.05610472336411476,0.030143534764647484,-13.301148414611816,-3.532616376876831,-0.9969173073768616,0.0784594863653183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,0.22828541696071625,0.5,0.0,0.0,-3.204300880432129,-8.455019997199997e-05,-0.010251887142658234,0.0,-0.7502119541168213,0.0,-4.9777987287669134e-11,-1.0671778044590852e-10,0.0,-0.003912091255187988,0.0,-2.5056405067443848,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.03539314866065979,0.0,35.2618408203125,0.15000000596046448,-5.382422979538504e-11,-5.675607553379258e-11,5.04766974745996e-12,4.912729511391545e-12,-2.1548761039436037e-11,297.8710632324219,-3.960136385483537e-11,0.14131878316402435,0.46800118684768677,0.06086738407611847,0.018390607088804245,-0.04983403906226158,-0.9507796764373779,-2.1343555450439453,0.0,0.0,0.3263687491416931,-0.7016754746437073,-0.014344429597258568,-0.04094051569700241,-0.011482605710625648,0.004954546689987183,-0.007557474076747894,0.0015872538788244128,-0.06058882549405098,0.03732335567474365,-0.09153077006340027,0.18685440719127655,0.045721590518951416,-0.006526533048599958,-0.0767672061920166,0.0410604327917099,-13.85225772857666,-4.381687164306641,-0.9723697900772095,0.23344580829143524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,0.30438560247421265,0.5,0.0,0.0,-3.2283928394317627,-0.00022419530432671309,-0.01406759675592184,0.0,-0.7502292990684509,0.0,-4.8984247214001186e-11,-1.0671778044590852e-10,0.0,-0.010902762413024902,0.0,-2.5056405067443848,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.03265376389026642,0.0,35.18500518798828,0.15000000596046448,-5.390042231989689e-11,-6.062274293672232e-11,5.043832972811968e-12,4.798297609936997e-12,-2.147256157603028e-11,299.20025634765625,-3.5734699921352586e-11,-0.038388773798942566,-0.021508827805519104,0.13678480684757233,-0.00333433598279953,-0.04385837912559509,-0.9680429100990295,-2.1343555450439453,0.0,0.0,0.32746434211730957,-0.7120646238327026,-0.011298145167529583,-0.05293264240026474,0.015274468809366226,-0.004418717697262764,-0.00464186817407608,-0.005474460311233997,-0.06925736367702484,0.041800688952207565,-0.040201928466558456,0.18363480269908905,0.037414807826280594,0.012424069456756115,-0.057359565049409866,0.04996529966592789,-13.787473678588867,-5.565793037414551,-0.9238793253898621,0.3826839029788971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,0.36291366815567017,0.5,0.0,0.0,-3.2203786373138428,-0.004214318469166756,-0.0022648454178124666,0.0,-0.7503738403320312,0.0,-5.157296117941357e-11,-1.0671778044590852e-10,0.0,-0.02064983919262886,0.0,-2.5056405067443848,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.11929712444543839,0.0,35.0487060546875,0.15000000596046448,-5.395586408218911e-11,-6.393829909967508e-11,5.039884308499776e-12,4.742030986631951e-12,-2.1417121548461537e-11,299.4857177734375,-3.241913335005897e-11,0.029967933893203735,-0.09420478343963623,-0.018391355872154236,-0.005936969071626663,0.04885746166110039,-1.0013145208358765,-2.1343555450439453,0.0,0.0,0.32093754410743713,-0.7128286361694336,-0.011808001436293125,-0.07112383842468262,0.04157467186450958,-0.006817866116762161,-0.002435887698084116,0.03459588438272476,-0.09449288994073868,-0.00839260220527649,-0.015135926194489002,0.12735342979431152,0.09510079771280289,0.024917323142290115,-0.06926912069320679,0.07111062854528427,-13.427791595458984,-5.876476764678955,-0.8526408672332764,0.5224974155426025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,0.4122043550014496,0.5,0.0,0.0,-3.2297565937042236,-0.0025581070221960545,-0.03063245676457882,0.0,-0.7504382729530334,0.0,-5.6101959883259056e-11,-1.0671778044590852e-10,0.0,-0.03403601422905922,0.0,-2.5056405067443848,0.4000000059604645,0.0,0.0,4.0,4.0,0.0,0.0,-0.025489922612905502,0.0,34.815887451171875,0.15000000596046448,-5.401034827712259e-11,-6.662038976035234e-11,5.03501450602184e-12,4.698488126342326e-12,-2.1362639088251534e-11,298.9157409667969,-2.973705656716952e-11,-0.06831900775432587,-0.024611130356788635,0.0919262021780014,-0.03067163936793804,0.03185534104704857,-0.9507235884666443,-2.1343555450439453,0.0,0.0,0.3226349651813507,-0.7229361534118652,-0.01544418465346098,-0.08851727843284607,0.0690065398812294,0.002129320055246353,-0.009682250209152699,-0.000804817711468786,-0.09626585245132446,-0.01794133521616459,-0.09872893244028091,0.07628263533115387,0.023986143991351128,0.046244945377111435,-0.07019490003585815,0.07176884263753891,-11.789637565612793,-5.260282039642334,-0.7604067921638489,0.6494470834732056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
