step,sim_time,env_id,prismz,prismx,RevoluteJoint,q1_left,q1_right,q2_left,q2_right,act_q1_left,act_q2_left,act_q1_right,act_q2_right,cur_foot_l_x,cur_foot_l_y,cur_foot_l_z,cur_foot_r_x,cur_foot_r_y,cur_foot_r_z,tgt_foot_l_x,tgt_foot_l_y,tgt_foot_l_z,tgt_foot_r_x,tgt_foot_r_y,tgt_foot_r_z,com_x,com_y,com_z
0,0.0,0,0.006867002695798874,1.3927377029432364e-09,-2.3193995483476636e-17,8.645569753263894e-19,-1.328351478597676e-17,-1.1625142562080435e-18,2.0270735062811174e-18,0.0,0.0,0.0,0.0,-3.7737855507202767e-08,-0.09685084968805313,0.3587932288646698,-2.981977331728558e-08,0.10071631520986557,0.3587932288646698,0,0,0,0,0,0,-7.233959209429486e-09,5.05611404187088e-24,1.4080631732940674
